en	hi
sign on black pole##traffic light,car,traffic light,traffic light,traffic light,traffic light	काले ध्रुव पर हस्ताक्षर
blue necklace on woman##person,person,person,cup,person,person,person,person,tie	महिला पर नीला हार
a group of people playing video games##person,person,wine glass,person,chair,remote,person,cup,couch,bottle	वीडियो खेल खेलने वाले लोगों का एक समूह
three open laptop computers##laptop,laptop,laptop,bottle,cup,sink,bottle,tv,keyboard,bottle	तीन खुले लैपटॉप कंप्यूटर
cat with green eyes##cat,tv,potted plant,cat,bed,chair,book	हरे आन्ख वालि बिल्ली
a black cat##cat	एक काली बिल्ली
a man in the snow##person,snowboard	बर्फ में एक आदमी
Yellow icing on the doughnut.##person,person,donut,zebra,person	डोनट पर पीले रंग की आइसिंग।
The shadow of the people on the platform##train,person	प्लेटफार्म पर लोगों की छाया
Woman playing tennis##person,person,toothbrush	महिला टेनिस खेल रही है
The person is skiing.##person,skis	व्यक्ति स्कीइंग कर रहा है।
baseball empire wearing a white shirt on##person,person,person,person,baseball bat,baseball glove,person,person,backpack,person	बेसबॉल साम्राज्य पर एक सफेद शर्ट पहने हुए
a blue road sign##car,car,car,person,car,car,boat,car,car,car	एक नीली सड़क संकेत
Bottom of train is red.##train,person,bench,bench	ट्रेन का निचला हिस्सा लाल है।
the girl is surfing##person,surfboard,person	लड़की सर्फिंग कर रही है
brown statue of horse##horse	भूरे रंग की मूर्ति
toilet tank with top missing##toilet,person	शीर्ष लापता के साथ शौचालय टैंक
a man skiing along the trail##person,skis,skis,skis	एक आदमी निशान के साथ स्कीइंग
White airplane at airport##airplane	हवाई अड्डे पर सफेद हवाई जहाज
This photograph is in black and white.##motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle	यह तस्वीर ब्लैक एंड व्हाइट में है।
the head of an elephant##elephant,elephant	हाथी का सिर
girl's shirt is pink##person,person,frisbee,person,person,person	लड़की की शर्ट गुलाबी है
face of kid in bath##person,bottle	स्नान में बच्चे का चेहरा
Heineken store front sign##dining table,chair,motorcycle,dining table	हेनकेन स्टोर फ्रंट साइन
women talking to a man##person,person,couch,chair,person,person,chair,person,dining table,couch	एक आदमी से बात करती महिलाएं
a large airplane##airplane,airplane,airplane	एक बड़ा हवाई जहाज
Two men are sitting on a bench.##person,person,bench,car,bench,person,bench,person,person,bench	एक बेंच पर दो आदमी बैठे हैं।
part of a pair of feet##chair,clock,tv,person,tv,book,book,book,book,book	पैरों की एक जोड़ी का हिस्सा
blonde hair baby##car,motorcycle,person,person,person,person,person,person,person,person	गोरा बाल बच्चा
A girl has a bow in her hair.##person,person,person,chair,refrigerator,cup,chair,dining table,cup,chair	एक लड़की के बालों में एक धनुष होता है।
Two children on a deck##person,person,motorcycle,motorcycle,person,motorcycle,motorcycle,person,bench,bicycle	एक डेक पर दो बच्चे
a woman sitting on a bench##person,bench,person,tennis racket,potted plant,potted plant,potted plant,handbag,truck,tennis racket	बेंच पर बैठी एक महिला
the light##airplane	प्रकाश
Red circle with a slash through it.##	इसके माध्यम से स्लैश के साथ लाल सर्कल।
black stand##person,person,person,sports ball,bench,bench,bench	काला स्टैंड
The man's shirt is plaid.##person,boat,person,boat,boat,person,person,person,person,bird	आदमी की कमीज प्लेड है।
wooden baseball bat in players hand##person,person,person,baseball glove,baseball bat	खिलाड़ियों के हाथ में लकड़ी के बेसबॉल बल्ले
A large group of surfers##surfboard,person,person,surfboard,person,person,surfboard,person,person,surfboard	सर्फर का एक बड़ा समूह
birthday cake on plate##cake,keyboard,spoon,donut,spoon,dining table,oven	प्लेट पर जन्मदिन का केक
The woman has a horse attached to a rope.##person,horse,horse,person,person,person,person,person,person,person	महिला के पास रस्सी से जुड़ा एक घोड़ा है।
Dark hair on a woman##person,person,hot dog,person,tie,bottle	एक महिला पर काले बाल
three people holding surf boards##surfboard,person,person,surfboard,surfboard,person,dog	सर्फ बोर्ड पकड़े हुए तीन लोग
calm blue lake##bench	शांत नीली झील
young man in boat##person,person,person,boat,person,backpack,handbag	नाव में युवक
A Bush Cheney sign.##skateboard	एक झाड़ी चेनी चिह्न
woman holding red and white tennis racket##person,tennis racket	लाल और सफेद टेनिस रैकेट पकड़े महिला
part of a window##suitcase,person,backpack,suitcase,suitcase,person,person,suitcase,backpack,backpack	एक खिड़की का हिस्सा
black cat with yellow eyes##cat,book,book,book,book,book,book,book,book,book	पीली आँखों वाली काली बिल्ली
Gray handle on tongues.##scissors,donut,donut,donut,donut,donut,scissors,donut,donut,hot dog	जीभ पर ग्रे हैंडल।
a black light fixture##clock	एक काले प्रकाश स्थिरता
One person on hill.##person,skis,backpack	पहाड़ी पर एक व्यक्ति।
a cheese grater made of metal##orange,orange,orange,orange	धातु से बना एक पनीर grater
Woman on the right of another woman who is laughing.##person,person,clock,chair,chair,remote,chair,chair,book,chair	एक और महिला के हक में महिला जो हंस रही है।
black and white photograph##person,laptop,person,bench,chair,laptop,tie,bicycle,chair,chair	काले और सफेद तस्वीर
black smartphone in woman's hands##person,cell phone	महिला के हाथ में काला स्मार्टफोन
the white color paper with black color letters##bird,book,book,dining table	काले रंग के अक्षरों के साथ सफेद रंग का कागज
Two people on skis.##person,person,person,skis,skis	स्किस पर दो लोग
the luggage##suitcase,suitcase	लुगेज
The man is wearing glasses.##person,person,person,person,cat,bottle,bottle,cell phone	आदमी चश्मा लगा रहा है।
the white color laptop##person,person,person,person,person,bottle,person,laptop,bottle,person	सफेद रंग का लैपटॉप
A brown and orange shoe.##person,skateboard,person,person,person,car,person,person,truck,person	एक भूरे और नारंगी जूते
plane parked on tarmac##airplane,car	डामर पर जहाज पार्क है
Person wearing black shirt.##person,person,surfboard,person,surfboard,person,person,surfboard	काली शर्ट पहने व्यक्ति।
tip of a tree##clock,clock,traffic light,traffic light	एक पेड़ की नोक
grey elephant eating branches##elephant,elephant,elephant	धूसर हाथी खाने की शाखाएँ
Folded towel on side of tub##toilet,bottle,toilet,sink	टब के किनारे पर मुड़ा हुआ तौलिया
long yellow surf board##person,person,surfboard	लंबे पीले सर्फ बोर्ड
bike is yellow##bicycle,bench,potted plant,bicycle	बाइक पीली है
A baseball player##person,person,car,person,person,person,person,backpack,baseball glove,person	बेसबॉल खिलाड़ी
people jet skiing next to a large wave##person,person,person,person,surfboard,surfboard	लोगों जेट स्कीइंग एक बड़ी लहर के बगल में
white flowers in glass bottle##chair,potted plant,vase,potted plant,vase,baseball glove,chair	कांच की बोतल में सफेद फूल
The surfboard is red.##person,person,person,surfboard,person,person,person,sports ball,sports ball,sports ball	सर्फ़बोर्ड लाल है |
a white bus with large windows##person,truck,bus	बड़ी खिड़कियों के साथ सफेद बस
black hair of a lady##person,person,person,person,clock	एक महिला के काले बाल
bicycles parked along the side of the river##boat,boat,bicycle,boat,person,bicycle,umbrella,person,boat,boat	नदी के किनारे खड़ी साइकिल
a daytime scene of a herd of wildebeest and two zebras##zebra,zebra,cow,cow,horse,cow,sheep,cow,cow,elephant	वाइल्डबेस्ट और दो ज़ेब्रा के झुंड का एक दिन का दृश्य
stop sign on a street##stop sign,stop sign,car,stop sign,car,car,car,car	एक सड़क पर हस्ताक्षर बंद करो
Round light on a red train.##train,bench,truck	एक लाल ट्रेन पर गोल प्रकाश।
a red train engine##train,train,train	एक लाल ट्रेन इंजन
woman on tennis court##person,person,person,tennis racket,person,person,person,person,chair,potted plant	टेनिस कोर्ट पर महिला
zebra colored bus outside##bus	बाहर ज़ेबरा रंगीन बस
a daytime scene of a horse and carriage##horse,umbrella,chair,person,person	किसी घोड़े और कैरियर का एक दिन का दृश्य
a kitten looking back##cat,car	एक बिल्ली का बच्चा वापस देख रहा है
there is a lighthouse##boat,person,person	एक लाइटहाउस है
the man and child are looking at giraffe##person,person,bird,bird,giraffe	आदमी और बच्चा जिराफ को देख रहे हैं
an daytime image of a mountain ridge##horse,person,person	एक पहाड़ी रिज की एक दिन की छवि
A red bicycle leaning against a gate.##bicycle,bird,bird	एक गेट के खिलाफ एक लाल साइकिल झुकाव।
A cameraman filming the scene.##person,person,person,person,person,person,person,person,person,person	दृश्य को फिल्माते एक कैमरामैन।
boy playing baseball##person,baseball bat	बेसबॉल खेल रहा लड़का
the cat is drinking from the bowl##person,dog,bowl,cat,dog	बिल्ली कटोरा से पी रही है
choppy and shallow large lake##kite,person,kite,person,surfboard,surfboard,surfboard,surfboard	तड़का हुआ और उथली बड़ी झील
person flying a kite##kite,person	पतंग उड़ाने वाला व्यक्ति
the fingernail of a person##carrot,person,apple,sandwich,fork,carrot,person,sandwich	एक व्यक्ति की नाखून
stop sign##stop sign,teddy bear,umbrella,skateboard	रुकने का संकेत
Two men walking on sidewalk carrying luggage.##suitcase,person,person,bus,handbag,backpack	सामान लेकर फुटपाथ पर चल रहे दो आदमी।
rocky ground by bike##bicycle	पथरीली जमीन बाइक से
wings on a pilots hat##person,person,tie,person,tie,person,tie,person,person,tie	एक पायलट टोपी पर पंख
circular blue and white arrow sign##clock,car,clock,car,car,car,traffic light,fire hydrant,person,person	गोल नीला और सफेद तीर चिन्ह
seated baby looking at hand##person,cake,person,couch,person,teddy bear,tv,donut	हाथ जोड़कर बैठा बच्चा
the nose wheel of a jet airplane##airplane	एक जेट विमान के नाक का पहिया
smiling boy sitting in a boat##person,dog,bench	मुस्कुराता हुआ लड़का नाव में बैठा
White refridgerator against a wall##refrigerator,oven,person,refrigerator,bottle,bottle,bottle,bottle,bottle,bottle	एक दीवार के खिलाफ सफेद refridgerator
long dill pickle spear##fork,broccoli,sandwich,broccoli,dining table,cup,bowl,sandwich,broccoli,broccoli	लंबे डिल अचार भाला
ripples of water##bear	पानी का तरंग
part of a cloud##person	एक बादल का हिस्सा
this is a tennis player##person,tennis racket	यह एक टेनिस खिलाड़ी है
two black and white zebras##zebra,zebra	दो काले और सफेद ज़ेबरा
Two giraffes in the distant.##giraffe,giraffe,giraffe,giraffe	दूर में दो जिराफ।
this is a toilet sink##toilet,sink,sink,sink,laptop,cup	यह एक टॉयलेट सिंक है
One stuffed lion.##teddy bear	एक भरवां शेर।
pink stuffed birds are on a branch##clock,bird,bird	गुलाबी भरवां पक्षी एक शाखा पर हैं
the giraffe's tongue is out##giraffe,person	जिराफ़ की जीभ बाहर है
black ipod with white plug##keyboard,cell phone,toothbrush	सफेद प्लग के साथ काले आइपॉड
young woman sitting at the table inside a restaurant##person,cell phone,chair,cell phone,cup,person,cup,dining table,person,sandwich	एक रेस्तरां के अंदर मेज पर बैठी युवती
part of a floor##person,skateboard,person,car,potted plant,bicycle,sports ball,bicycle,car,vase	एक मंजिल का हिस्सा
this is a boy y##person,person,baseball bat,person,bottle,baseball glove,baseball bat,baseball bat	यह एक लड़का है
older man on a tan baseball cap##person,umbrella,boat,boat,umbrella,truck,person,boat	एक तन बेसबॉल टोपी पर पुराने आदमी
a large boat in the water##boat,boat,boat,boat,boat,boat,person,boat,boat,boat	पानी में एक बड़ी नाव
people out at dinner##person,person,wine glass,person,bottle,wine glass,wine glass,dining table,bottle,bottle	रात के खाने में लोग बाहर
Crowd to the left of pix##person,person,person,person,person,person,person,umbrella,person,car	पिक्स के बाईं ओर भीड़
man has a tattoo on his arm##person,person,person,person,person,person,suitcase,keyboard,oven,keyboard	आदमी के हाथ में एक टैटू है
black words on page##book,person,person,person,book,book,person,person,person,airplane	पृष्ठ पर काले शब्द
one cross-country skier on snow##person,skis,backpack	बर्फ पर एक क्रॉस-कंट्री स्कीयर
the windscreen on a motorcycle##motorcycle,car	मोटरसाइकिल का विंडोस्क्रीन
chocolate cake is brown##cake,person,knife,knife,knife,knife,knife,knife,spoon,bottle	चोकोलेट केक भूरा है
part of a pocket##suitcase,pizza,backpack,backpack,backpack,backpack,chair,suitcase	एक जेब का हिस्सा
Person holding umbrella.##umbrella,person,book,dog,bird,bird	छत्र धारण करनेवाला व्यक्ति।
The frisbee is white.##person,person,person,frisbee	फ़्रिस्बी सफेद है
three red suitcases in a row##bicycle,suitcase,backpack,backpack,backpack,suitcase,backpack,suitcase,suitcase	एक पंक्ति में तीन लाल सूटकेस
ski lift with no people##person,person,skis,skis,baseball glove	स्की लिफ्ट बिना लोगों के साथ
A bag of pastries.##person,person,person,person,chair,person,donut,person,person,person	पेस्ट्री का एक बैग।
a cat trying to be a spy.##cat,cat	एक बिल्ली एक जासूस होने की कोशिश कर रही है।
red bus on a street##bus,person,person,car,car,person,car,car,person,person	एक सड़क पर लाल बस
Train door open for passengers##train,person	ट्रेन का दरवाजा यात्रियों के लिए खुला
The black hat the rider is wearing.##person,horse,horse	काली टोपी राइडर पहने हुए है।
this is a knife##apple,apple,knife,hot dog,banana,banana,apple,apple,apple,hot dog	यह एक चाकू है
Boy is wearing blue sweater.##person,teddy bear,teddy bear	लड़का नीला स्वेटर पहने है।
Woman is holding umbrella in hand.##person,umbrella,car,traffic light,person,person,person,person,person,traffic light	महिला हाथ में छाता लिए हुए है।
Green and grey passenger train engine##train,person,traffic light	ग्रीन और ग्रे पैसेंजर ट्रेन का इंजन
part of the sky##person,person,boat,person,boat,person,person,handbag,boat	आकाश का हिस्सा
a person taking a picture##person,bird,car,car,cell phone,car	तस्वीर लेने वाला व्यक्ति
pink and black stone table top##wine glass,person,wine glass,bottle,wine glass,bottle,bottle,bottle,wine glass,dining table	गुलाबी और काले पत्थर की तालिका शीर्ष
man standing on grass##person,kite,kite,kite,kite,kite	आदमी घास पर खड़ा है
this is a woman##dog,person,person	यह एक महिला है
this is the grass##person,person,person,tennis racket,tennis racket,person,chair,chair,chair,chair	यह घास है
Two black chairs behind a large desk on the left.##clock,chair,chair,chair,chair,chair,chair,chair,chair,chair	बाईं ओर एक बड़ी मेज के पीछे दो काली कुर्सियाँ।
a woman holding a blue frisbee##person,person,person,person,person,frisbee,frisbee,frisbee,frisbee,frisbee	एक स्त्री जिसमें नीली फ़्रिस्बी होती है
red bike parked on street##motorcycle,car,car,car,car,car,car,car,car,car	सड़क पर खड़ी लाल बाइक
part of a snow##person,snowboard,backpack	एक बर्फ का हिस्सा
man jumping in the air##person,skateboard,car,car,car,car	आदमी हवा में उछलता है
this is a bear##bear,sports ball	यह एक भालू है
man walking down street##person,backpack,car,suitcase,car,car,car,car,traffic light,car	नीचे चलना
man on skis standing on snow##person,person,skis,skis,snowboard,skis	स्की पर आदमी बर्फ पर खड़ा है
A black cat's head##cat	एक काली बिल्ली सिर
bird in the flowers##	फूलों में पक्षी
statue on the table##clock,chair,fire hydrant	मेज पर मूर्ति
this is a toilet sink##mouse	यह एक टॉयलेट सिंक है
Painted palm tree on a wall##elephant	एक दीवार पर ताड़ का पेड़ चित्रित
cow eating the grass##cow,cow,cow,cow,cow,cow,cow,horse	गाय घास खा रही है
Light post next to sign post##traffic light,potted plant,apple	साइन पोस्ट के बगल में लाइट पोस्ट
this is the sky##person,bird,person,person,person	यह आकाश है
this is a table##remote,microwave,potted plant,clock,knife	यह मेज़ है
two people carrying surfboards##surfboard,person,person,person,surfboard	सर्फबोर्ड ले जाने वाले दो लोग
Airplane on the runway.##airplane,person,person,person,truck,person,truck,truck,boat,person	रनवे पर हवाई जहाज।
part of a wall##sink,bottle,bottle,bottle	एक दीवार का हिस्सा
man playing a game##person,tennis racket,person,sports ball	आदमी एक खेल खेल रहा है
this is a tennis player##person,person,person,person,person,tennis racket,person	यह एक टेनिस खिलाड़ी है
part of the sky##parking meter,car,car,car,car	आकाश का हिस्सा
this is a car##bus,car,person,person,car,car,person,person,handbag,car	यह एक कार है
man standing on a tennis court##person,person,person,person,tennis racket,person,person,person,person,person	एक टेनिस कोर्ट पर खड़ा आदमी
yellow sign on the front of the truck##person,truck,traffic light,person,horse,person	ट्रक के आगे की तरफ पीला चिन्ह
Strips of delicious bacon##person,bowl,oven,bowl	स्वादिष्ट बेकन की स्ट्रिप्स
this is a woman##kite,person,boat,surfboard,boat	यह एक महिला है
Sky is blue color.##person,person,person,person,kite,person,backpack,backpack,person,person	आकाश नीला रंग है।
part of a table##wine glass,dining table,broccoli,sandwich,broccoli,pizza,broccoli	एक मेज का हिस्सा
concrete columns on building##bus,person,person,person,person,person,backpack,umbrella,handbag	इमारत पर ठोस कॉलम
a black and white bull grazing in the grass##cow	घास में काला और सफेद चारा
Orange 3 with black trim##person,person,baseball glove,person,person,person,person,person,person,person	काले ट्रिम के साथ परीक्षा 3
a table set for breakfast##cup,person,chair,cup,cup,cup,bowl,chair,dining table,fork	नाश्ते के लिए एक टेबल सेट
the lampshade is big##couch,vase,vase,book,dining table,vase,book,laptop,book,book	लैंपशेड बड़ा है
the mountain is full of snow##person,snowboard,kite	पहाड़ बर्फ से भरा है
two men playing frisbee##person,person,frisbee,person,person,person,person,person	फ्रिसबी खेल रहे दो आदमी
The dog sitting on the couch.##couch,potted plant,dog,potted plant,cat,chair,handbag	कुत्ता सोफे पर बैठा।
man holding a baseball bat##person,sports ball,baseball bat,baseball bat	एक बेसबॉल बैट पकड़े आदमी
snow blowing against wall##giraffe,giraffe,baseball bat	दीवार के खिलाफ बर्फ उड़ाना
A white truck is in the foreground##truck,boat,boat	एक सफेद ट्रक अग्रभूमि में है
the head of a dog##dog,person,person,person,skis,snowboard,skis,skis	एक कुत्ते का सिर
a table with a white covering##broccoli,broccoli,dining table,broccoli,pizza	सफेद आवरण के साथ तालिका
A woman watching the beach.##bench,person,person,person,boat,boat	एक महिला तट देख रही है .
a piece of luggage##suitcase	सामान का एक टुकड़ा
part of a paper##person,bed,person,chair,refrigerator,potted plant	एक कागज का हिस्सा
a red stop sign##stop sign,car,car,car,person,car,person,car,car,car	लाल स्टॉप साइन
yellow traffic signals attached to poles##bicycle,traffic light,traffic light,person,traffic light,traffic light,car,traffic light,person,person	पोल से जुड़े पीले ट्रैफिक सिग्नल
large black 2 on a red t-shirt##person,person,remote,person,bottle,person,remote,remote	लाल टी-शर्ट पर बड़ा काला 2
the elephant is smiling##elephant,elephant,elephant,elephant	हाथी मुस्कुरा रहा है
part of a ground##person,frisbee	एक जमीन का हिस्सा
the table is wooden##sandwich,sandwich,sandwich,bowl,book,dining table	सारणी लकड़ी है
black phone on wall##refrigerator,bottle,bottle,microwave,refrigerator,bottle,dining table,donut,cake,cup	दीवार पर काला फोन
the hand is texting##cell phone,person,person,cell phone,person	हाथ टेक्स्टिंग है
the sand is black##horse,dog,person,person	रेत काली है
two nightstands on either side of bed##tv,bed,remote,chair	बिस्तर के दोनों ओर दो नाइटस्टैंड
red hat on man##person,snowboard	आदमी पर लाल टोपी
two person in the beach##surfboard,person,person,surfboard	बीच में दो व्यक्ति
a man holding video game controllers##remote,person,remote,keyboard,remote	वीडियो गेम कंट्रोलर रखने वाला एक आदमी
the head of a man##person,surfboard	मनुष्य का सर
small red circle with a white cross inside##airplane,bird	छोटे लाल वृत्त के अंदर सफेद पार
boy on bicycle##person,person,bicycle,car,person,car,car,car,bicycle,bench	लड़का साइकिल पर
the sky is bright blue without clouds##clock,person,person,person,potted plant,car,person,person,person,handbag	आकाश बादलों के बिना चमकीला नीला है
the head of an elephant##elephant,sheep,horse,sheep,horse,bird	एक हाथी का सिर
A carton of apple juice.##dining table,sandwich,hot dog,sandwich,bottle	सेब के रस का एक कार्टन।
Burro in between two sheep##sheep,sheep,sheep	बूरो दो भेड़ों के बीच
the jar is decorated with flower##vase,toilet	जार को फूल से सजाया गया है
the man is wearing hood##person,person,person,person,clock,person,person,person,person,person	आदमी हुड पहना हुआ है
clock above the people##clock,person,person,person,person,person,person,person,person,person	लोगों के ऊपर घड़ी
a seed of a strawberry##cake,cup,dining table,apple,person,cake,person	एक स्ट्रॉबेरी का एक बीज
a sliced piece of black olive##person,person,pizza,cell phone,chair,tv,cup	काले जैतून का एक कटा हुआ टुकड़ा
the man is taking picture##person,person,bench,person,person,person,person,person,person,person	आदमी तस्वीर ले रहा है
Man is playing baseball##person,person,person,baseball glove,person,baseball bat,chair,car	आदमी बेसबॉल खेल रहा है
tall clock building##clock,person,truck,truck,truck,person,car,clock,person,car	लम्बी घड़ी की इमारत
this is a hydrant##fire hydrant,fire hydrant	यह एक हाइड्रेंट है
a white toilet with the cover down##toilet,sink,bottle,bottle,potted plant,bottle,bottle	कवर के साथ एक सफेद शौचालय
part of a cloud##giraffe,giraffe,giraffe,zebra,zebra	एक बादल का हिस्सा
a cute little toddler with blue eyes##person,teddy bear,chair	नीली आँखों के साथ एक छोटा सा बच्चा
A photo is on a wall##remote,cat,remote,dog,cat,cell phone,cat,couch,dog,couch	तस्वीर एक दीवार पर है
this is a giraffe##giraffe,bird,bird,giraffe	यह एक जिराफ है
the vegetables are ripe##broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,bowl,carrot,broccoli,carrot	सब्जियां परिपक्व हैं
part of a screen##keyboard,mouse,tv,bottle,cup,dining table	एक स्क्रीन का हिस्सा
a sandwich with a red sauce##person,hot dog	एक सैंडविच लाल सॉस के साथ
boy playing video game##person,tv,remote,bowl,book,remote,book,book,person	लड़का वीडियो गेम खेल रहा है
an orange peach in the container##broccoli,bowl,bowl,carrot,bowl,broccoli,carrot,carrot,carrot,dining table	कंटेनर में एक नारंगी सतालू
a duck plushie on a couch##person,cup,person,tie,cup,couch,teddy bear,dog,person	एक सोफे पर एक बतख आलीशान
part of an edge##teddy bear,book,person,person,cat	एक किनारे का हिस्सा
giraffe head with long eyelashes##person,giraffe,person,person,person,person,person,giraffe,giraffe,bowl	गिराफ़ सिर लंबे होते हैं
catsup on french fries##hot dog,bowl,chair,spoon,dining table,bottle	फ्रेंच फ्राइज़ पर कैचप
part of a banner##person,person,baseball bat,fork	बैनर का हिस्सा
white plastic outlet box on shelf##suitcase,suitcase,backpack	शेल्फ पर सफेद प्लास्टिक आउटलेट बॉक्स
U.S. Capitol Building in Washington DC##elephant,person,person,person,person,traffic light,person,car,traffic light,dog	वाशिंगटन डीसी में यूएस कैपिटल बिल्डिंग
People playing frisbee##person,person,frisbee,person,person,person,person,person,person,car	फ्रिसबी खेल रहे लोग
candle is so bright##bottle,cup,dining table,pizza,bottle,person,fork,chair,bottle,wine glass	मोमबत्ती बहुत उज्ज्वल है
the head of a giraffe##giraffe	जिराफ का सिर
part of a floor##vase,potted plant,dining table	एक मंजिल का हिस्सा
these are two teddy bears##teddy bear,teddy bear	ये दो टेडी बियर हैं
black and white photograph##umbrella,person,person,handbag,handbag,car	काला और सफेद तस्वीर
The man is playing tennis.##person,tennis racket	वह आदमी टेनिस खेल रहा है।
a skiing resort##person,person,snowboard,person,truck,person,snowboard,person,person,person	एक स्कीइंग रिसॉर्ट
Blue helmet with many logos on it##person,motorcycle,person	उस पर कई लोगो के साथ ब्लू हेलमेट
A very tall beautiful building.##clock,clock,person,person,person,handbag,traffic light,person,traffic light,backpack	एक बहुत सुंदर भवन
2 Sugary Donuts on White Plate##wine glass,cup,donut,dining table,chair,donut,potted plant,knife,potted plant,chair	व्हाइट प्लेट पर सुगन्धित डोनट्स
man riding motrocycle on the road##person,person,motorcycle,person,person,person,skateboard	आदमी सड़क पर motrocycle सवारी
the lampshade is on##potted plant,chair,vase,chair,dining table,bowl,potted plant	दीपक छाया चालू है
bunches of yellow bananas##banana,bird,bird,banana	पीले केले के गुच्छे
ball is pink and white##sports ball,dog	गेंद गुलाबी और सफेद है
Man in tight outfit##person,surfboard,boat,person,person,person	तंग पोशाक में आदमी
People are having food.##person,person,person,person,person,tie,wine glass,person,person,wine glass	लोग खाना खा रहें हैं
A bus driving down the street.##bus,car,car	नीचे सड़क पर चलती एक बस।
motorbike passenger wearing white helmet##person,person,motorcycle,car,person,car,truck,motorcycle,motorcycle,person	सफेद हेलमेट पहने मोटरबाइक यात्री
this is a plate##pizza,dining table,sandwich,pizza	यह एक प्लेट है
a brown tree trunk##dog,dog,bench,bench,dog,bench,bench,bear	एक भूरा पेड़ ट्रंक
part of the sky##boat,boat,boat	आकाश का हिस्सा
the water is clear##boat,boat,boat,boat,boat,boat,boat,boat,boat,boat	पानी साफ है
the eye of a cat##cat,bottle,sink,bottle,cup	एक बिल्ली की आंख
the dog is surfing##person,person,person,dog,person,surfboard,surfboard,surfboard,surfboard,surfboard	कुत्ता सर्फिंग कर रहा है
a black trash can##person,tv,potted plant,laptop,bottle,remote,person,couch,person,person	एक काला कचरा कर सकते हैं
tower-like section of a building##car,bicycle,car,person,car,person,car,truck,person	एक इमारत का खंड टॉवर की तरह है
a residential neighborhood##person,truck,car,cup,person	एक आवासीय पड़ोस
cluttered and messy work area##laptop,keyboard,tv,mouse,cup,cell phone,remote,refrigerator,keyboard,book	अव्यवस्थित और गन्दा कार्य क्षेत्र
the water is clean##boat,boat,boat,boat,boat,boat,boat,boat	पानी साफ है
A brown bench on dirt##bench	गंदगी पर एक भूरे रंग की बेंच
bike word##car,car,car,car	बाइक शब्द
people are lying on the beach##kite,kite,kite,kite,kite,kite,kite,kite,kite,person	लोग समुद्र तट पर पड़े हैं
a guy with white shoes is skateboarding##person,person,bed	सफेद जूते वाला एक लड़का स्केटबोर्डिंग कर रहा है
man helping boy to skateboard##person,person,skateboard,bench,bench	आदमी स्केटबोर्ड में लड़के की मदद कर रहा है
stop sign on the ground##stop sign,traffic light,traffic light,traffic light,truck,person,traffic light,traffic light	जमीन पर साइन बंद करो
The bear is wearing clothes.##teddy bear,train,tie,clock,person,bus	भालू ने कपड़े पहन रखे हैं।
Cat taking a nap##cat,remote,bed,couch,chair	झपकी लेते हुए बिल्ली
skier wearing orange snow pants##person,person,person,person,skis,skis,skis,skis,skis,skis	नारंगी बर्फ की पैंट पहने स्कीयर
the silver white chair##person,person,chair,bicycle,person,person,chair,chair,dining table,car	चांदी सफेद कुर्सी
the airplane is taking off##airplane,airplane	हवाई जहाज निकल रहा है
the head of an elephant##elephant	हाथी का सिर
Tennis racket a little girl is using.##person,tennis racket,sports ball,traffic light,traffic light	एक छोटी लड़की टेनिस रैकेट का उपयोग कर रही है |
An open laptop##laptop,tv,suitcase,potted plant,potted plant,book,bottle,book,keyboard,book	एक खुला लैपटॉप
Black and white cat.##cat,refrigerator,bottle,chair,book,book	काली और सफेद बिल्ली |
picture on the wall##toilet,sink,potted plant,potted plant,sink,vase,sink,cup,vase,cup	दीवार पर चित्र
Tasty looking pizza##pizza,bowl,bowl,spoon,bowl,cup,broccoli,cup	स्वादिष्ट दिखने वाला पिज़्ज़ा
pizza with meat toppings##pizza,pizza	मांस टॉपिंग के साथ पिज़्ज़ा
The surf board is yellow.##person,surfboard	सर्फ बोर्ड पीला है।
Foggy Sky##horse,horse,horse	धूमिल आकाश
the sirens are on##person,truck,person,car,car,person,bird,train,train,truck	सायरन चालू हैं
fifth red and white fire engine##person,truck,truck,truck,truck,truck,truck	पांचवां लाल और सफेद दमकल
A boy dragging a trolley.##person,car,car,car,car,handbag,motorcycle,car,truck,car	एक लड़का ट्रॉली खींचता है .
a red bus on the street##bus,car,person,person,person	सड़क पर एक लाल बस
a red and silver train on the track##train	ट्रैक पर एक लाल और चांदी ट्रेन
the checkered headpiece on a horse##horse,person,bench	एक घोड़े पर बँधी हुई हेडपीस
man waits at train platform##train,person,person,person,person,person,person,backpack,person,backpack	आदमी ट्रेन के प्लेटफॉर्म पर इंतजार करता है
cows grazing in enclosed area##cow,cow,horse	संलग्न क्षेत्र में गायें चरती हैं
the bench is old##bench	बेंच पुरानी है
a round clock##clock	एक गोल घड़ी
letter on a sign post##	एक चिह्न पोस्ट पर अक्षर
The grass is green.##dog,person,handbag,truck	घास हरी है।
brown coffee in white ceramic mug##cup,cat,remote,person	सफेद सिरेमिक मग में ब्राउन कॉफी
There is a red bag that is on the floor##suitcase,bed,bed,chair,backpack,bottle,remote,book,suitcase,bottle	एक लाल बैग है जो फर्श पर है
the cat is black and white##cat,chair,chair	बिल्ली काली और सफेद है
