en	hi
marked pedestrian cross walk##stop sign,fire hydrant,car	चिह्नित पैदल यात्री क्रॉस वॉक
The water is flowing fast##person,boat,person,person,surfboard,surfboard	पानी तेजी से बह रहा है
The word AUG in the date##remote,person,remote,person,book,couch,bed,person,person,person	तिथि में AUG शब्द
wooden slat that forms back of bench.##bench,car	बेंच की पीठ लकड़ी की स्लेट से बनती है।
the two male players are after the ball##person,person,person,sports ball,person,person,person,person,motorcycle,person	दो पुरुष खिलाड़ी गेंद के पीछे हैं
power lines cross in the air##traffic light,person	बिजली लाइनों हवा में आर-पार
area next to pot stand##vase	पॉट स्टैंड के बगल का क्षेत्र
fast food in the backgrond##bench,person,person,person,person,person,person,person,person,handbag	बैकग्रोनड में फास्ट फूड
this is a concrete yellow block##umbrella,umbrella,umbrella,person,umbrella,person,umbrella,umbrella,umbrella,umbrella	यह एक ठोस पीला ब्लॉक है
shadow on tennis court.##person,tennis racket,sports ball	टेनिस कोर्ट पर छाया।
tennis court marked with white color##person,tennis racket,person,car,car,bench	टेनिस कोर्ट सफेद रंग से चिह्नित
a green Christmas tree stand##person,tie,book,book,book,book,book,book,book,book	एक हरे रंग का क्रिसमस ट्री स्टैंड
a business man waiting to cross the street##person,person,person,car,truck,handbag,traffic light,person,person,person	एक व्यवसायी व्यक्ति सड़क पार करने की प्रतीक्षा कर रहा है
A white stand mixer##person,person,oven,oven,bowl,cup,cup,cup,bowl,book	एक सफेद स्टैंड मिक्सर
The time stamp is red.##stop sign,car,car,truck	समय की मोहर लाल है।
cross section of a broccoli stem##broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli	ब्रोकोली स्टेम के पार अनुभाग
players in the dugout.##person,baseball bat,person,person,person,person,person,person,person,person	डगआउट में खिलाड़ी।
a green fence at a tennis court##person,person,person,person,person,umbrella,person,person,person,person	एक टेनिस कोर्ट में एक हरे रंग की बाड़
person playing tennis on the court##person,tennis racket,person,chair,person,chair	कोर्ट में टेनिस खेलने वाला व्यक्ति
Man trying to block the throwing of a frisbee##person,person,person,frisbee,sports ball,chair,sports ball,chair,chair,chair	आदमी एक फ्रिसबी फेंकने को अवरुद्ध करने की कोशिश कर रहा है
the balcony on the second floor##truck,bus,bus,truck,truck	दूसरी मंजिल पर बालकनी है
Red dragon fruit on a fruit stand.##person,banana,banana,banana,banana,banana,banana,banana,banana,banana	फल स्टैंड पर लाल ड्रैगन फल।
person setting in second seat of bus##person,bus,person,person,person,person,car,handbag,person,handbag	बस की दूसरी सीट पर बैठे व्यक्ति
The body of the stand up lamp.##chair,chair,tv,dining table,couch,dining table,dining table,chair,chair	स्टैंड अप लैंप का शरीर।
The players are male.##person,person,baseball glove,sports ball	खिलाड़ी पुरुष हैं।
A fence at a tennis court##person,person,person,sports ball,backpack,chair,backpack	एक टेनिस कोर्ट में एक बाड़
the date says 7-1##refrigerator,person,refrigerator,person,refrigerator,person,person,person,person,person	दिनांक 7-1 कहता है
picture hanging in the wall with anime characters##mouse,keyboard,mouse,tv,cup,tv,laptop,bottle,person,person	एनीमे पात्रों के साथ दीवार में लटका चित्र
a grill press##person,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog	एक ग्रिल प्रेस
Bird models suspended in shopping mall.##bird,person,person,person,person,bird,person,person,person,person	शॉपिंग मॉल में बर्ड मॉडल निलंबित।
green wall on tennis court##person,sports ball,person,person,person,chair,person,person,person,person	टेनिस कोर्ट पर हरी दीवार
Woman in an english style saddle##person,horse,person,person,person,person,person,person,person,bottle	एक अंग्रेजी शैली की काठी में महिला
Photo date stamp##person,chair,chair,chair,couch,clock,chair,potted plant,clock,clock	फोटो तारीख की मोहर
the copyright and date stamp of the photographer##teddy bear,teddy bear,person,potted plant,potted plant,chair,chair,cup,book,dining table	फोटोग्राफर का कॉपीराइट और तारीख मोहर
a man stand on dock##boat,person,person,person,boat	एक आदमी डॉक पर खड़ा है
two players wearing white shorts##person,person,person,person,tennis racket,person,chair,person,person,person	सफेद शॉर्ट्स पहने हुए दो खिलाड़ी
People on the court playing tennis.##person,person,tennis racket,bench,tennis racket	कोर्ट पर लोग टेनिस खेल रहे हैं।
A blue fine on the surf board.##person,person,person,truck,surfboard,person,truck	सर्फ बोर्ड पर एक नीला जुर्माना।
White potted flowers on the tennis court##person,potted plant,tennis racket,potted plant	टेनिस कोर्ट पर सफेद फूल खिले
a toasted english muffin##fork,cup,knife,carrot,dining table,cake,carrot,cake,knife,cup	एक टोस्ट अंग्रेजी मफिन
Baseball player stealing second base##person,person,person,baseball glove,bed,person	बेसबॉल खिलाड़ी ने दूसरा बेस चुरा लिया
a date stamp for 2010/02/07##cow,cow,boat,cow,cow	2010/02/07 के लिए एक तारीख मोहर
second story of house##person,baseball bat,sports ball	घर की दूसरी मंजिल
Blue cross window on second floor##bus,person,person	दूसरी मंजिल पर ब्लू क्रॉस विंडो
bird characters on top of a brown cake##cake,bird,bird,bird,bird	एक भूरे रंग के केक के ऊपर पक्षी के पात्र
a advertisement for highland springs##person,person,tennis racket,tennis racket,person,person,person,person,person,person	हाइलैंड स्प्रिंग्स के लिए एक विज्ञापन
the tennis court is made of grass##person,person,person,tennis racket,person,person,person,person,person,person	टेनिस कोर्ट घास से बना है
a line of runway models##person,person,person,person,person,person,person,person,person,person	रनवे मॉडल की एक पंक्ति
yellow numbers showing the date##sink,sink,toothbrush,kite	पीले रंग की संख्या दिनांक दिखा रही है
A women skiing fast.##person,skis	एक महिला स्कीइंग तेजी से।
cross country ski racers skiing up a hill.##person,person,person,person,person,person,person,person,person,person	क्रॉस कंट्री स्की रेसर एक पहाड़ी पर स्कीइंग करते हैं।
Three women soccer players sitting on a bench.##person,person,sports ball,person,person,person,person,backpack,person,backpack	एक बेंच पर बैठी तीन महिला फुटबॉल खिलाड़ी।
decaying amazing building that looks like something between an aztec and buddhist shrine in the english countryside##cow,cow	अंग्रेजी देश में एज़्टेक और दोस्त तीर्थ के बीच कुछ की तरह लगने वाली अद्भुत इमारत का क्षय
A pot is fitted in a stand.##bowl,microwave,bowl,spoon,book,oven,cup,book,toothbrush,book	एक बर्तन को एक स्टैंड में फिट किया जाता है।
Safety railing on second story of building##person,person,umbrella,motorcycle,person,person,car,person,person,umbrella	इमारत की दूसरी कहानी पर सुरक्षा रेलिंग
Man sits floor cross legged##suitcase,dog,person,person,person,suitcase,suitcase,baseball bat,person,suitcase	मैन फ्लोर क्रॉस लेग साइड बैठता है
White writing on a blue court.##person,person,tennis racket,person,person,person,person,bench,person,person	नीली अदालत पर सफेद लेखन।
a very fast baseball##person,person,person,person,baseball glove,person,person,person,person,person	एक बहुत तेज बेसबॉल
White clock face with brown characters##clock,stop sign,spoon,traffic light	भूरे रंग के पात्रों के साथ सफेद घड़ी चेहरा
buildings are behind the road block##truck,person,car,handbag,car,truck,car	सड़क ब्लॉक के पीछे इमारतें हैं
Young woman in grey sweatshirt hoping to block frisbee.##person,person,frisbee,person,person,person,person,person,person,car	ग्रे स्वेटशर्ट में युवा महिला फ्रिसबी को ब्लॉक करने की उम्मीद करती है।
people on the second floor##person,person,person,person,person,person,person,person,person,person	दूसरी मंजिल पर लोग
a red dirt tennis court##person,sports ball,tennis racket	एक लाल गंदगी टेनिस कोर्ट
Black block with number on it##person	उस पर नंबर के साथ ब्लैक ब्लॉक
stuffed disney characters##person,cup,bed,teddy bear,teddy bear,person	भरवां डिज्नी पात्रों
players waiting in dugout##person,person,person,person,person,baseball glove,person,person,person,baseball bat	डगआउट में इंतजार कर रहे खिलाड़ी
baseball players white pants##person,person,baseball bat,baseball glove,baseball glove	बेसबॉल खिलाड़ी सफेद पैंट
A motorcycle kick stand.##motorcycle,potted plant,person,person,motorcycle,motorcycle,motorcycle	एक मोटरसाइकिल किक स्टैंड।
There is some fine sand here##umbrella,person,person,bench	यहाँ कुछ ठीक रेत है
a metal orange juice press##chair,cup,orange,chair,chair,orange,apple,orange,carrot,donut	एक धातु संतरे का रस प्रेस
a baseball players uniform##person,baseball glove,sports ball,person,person,person,person,person,person,person	एक बेसबॉल खिलाड़ियों की वर्दी
Three baseball players on baseball field.##person,person,person,person,baseball bat,person,baseball glove,baseball glove,baseball glove,person	बेसबॉल मैदान पर तीन बेसबॉल खिलाड़ी।
Booths at a street fair.##person,person,person,vase,handbag,umbrella,sandwich,dining table,sandwich,person	एक सड़क मेले में बूथ।
Back right foot of the second goat##sheep,sheep,couch	दूसरे बकरे का पिछला दाहिना पैर
fine toothed blade of knife##scissors,knife,scissors,scissors,person,knife,knife,knife,cell phone	चाकू के ठीक दांतेदार ब्लेड
guy's hand trying to block the camera##laptop,person	कैमरे को अवरुद्ध करने की कोशिश कर रहा आदमी का हाथ
Baseball in players right hand##person,person,baseball glove,baseball glove,person,person,sports ball	खिलाड़ियों के दाएं हाथ में बेसबॉल
The second highest rail of the jump##person,horse,umbrella,umbrella	छलांग का दूसरा सबसे बड़ा रेल
a white paper not in english##person,motorcycle,motorcycle,motorcycle,motorcycle,person,motorcycle,motorcycle,car,person	एक सफेद कागज अंग्रेजी में नहीं
green and white concession stand near umbrella##person,person,person,frisbee,person,person,person,person,person,umbrella	हरे और सफेद रियायत छाता के पास खड़े हैं
metal stand for ropes##bowl,bowl,dining table,bowl,sink,dining table,book,bowl,bowl,chair	रस्सियों के लिए धातु स्टैंड
an umbrella standing in a tennis court##person,person,person,chair,chair,person,umbrella,tennis racket,backpack,umbrella	एक टेनिस कोर्ट में एक छाता खड़ा है
there are english and Chinese characters##traffic light	अंग्रेजी और चीनी अक्षर हैं
a bench along a tennis court##person,person,person,person,sports ball,kite,bottle,bottle	एक टेनिस कोर्ट के साथ एक बेंच
a young girl with a fair complexion##person,person,person,teddy bear,person,person,backpack,backpack,person,person	एक युवा लड़की एक निष्पक्ष संगति के साथ
The players uniform is white##person,person,person,person,person,person,chair,baseball bat,chair,chair	खिलाड़ियों की वर्दी सफेद है
a motorcycle side stand##motorcycle,potted plant	एक मोटर साइकिल साइड स्टैंड
The second clock showing on the tower.##clock,clock	टावर पर दिखने वाली दूसरी घड़ी।
tennis court floor##person,person,person,tennis racket,person,person,person,person,person,person	टेनिस कोर्ट का फर्श
cross on top of steeple##horse,horse,horse,horse,person,traffic light,person,person,clock,person	सीढ़ियों के ऊपर से पार
the players are on a field##frisbee,person,person,person,person,car,sports ball,sports ball,car	खिलाड़ी एक मैदान पर हैं
the second car in the train##train,person	ट्रेन में दूसरी कार
A TV stand sitting under TV##tv,person,chair,tv,person,chair,chair,chair,person	टीवी के नीचे एक टीवी स्टैंड
two young softball players sitting on the bench##person,person,baseball glove,bench	बेंच पर बैठे दो युवा सॉफ्टबॉल खिलाड़ी
man on a tennis court on a sunny day##person,tennis racket	एक धूप दिन पर टेनिस कोर्ट में आदमी
mass sheep and woolcraft fair ribbon##carrot,carrot,sheep,sheep,sheep,sheep,sheep,teddy bear,sheep,bird	बड़े पैमाने पर भेड़ और ऊन का मेला रिबन
the combs are fine##bench	कंघी ठीक हैं
cap on players head##person,baseball glove,sports ball	खिलाड़ियों के सिर पर टोपी
the models are red and black##car,car,chair,truck	मॉडल लाल और काले हैं
Green and red tennis court##person,sports ball,person,person,person,person,person,person,person,person	ग्रीन और रेड टेनिस कोर्ट
a celtic cross stone monument##sheep,sheep,sheep,sports ball,sheep,parking meter,sheep,sheep	एक केल्टिक क्रॉस स्टोन स्मारक
plants behind toy models##train	खिलौना मॉडल के पीछे पौधे
wave is moving fast##person,surfboard	लहर तेज चल रही है
red double decker bus with Chinese characters and number 8##bus,car,person,traffic light,car,person,traffic light,person,person,person	लाल डबल डेकर बस woth चीनी अक्षर और नंबर 8
this shop sells fine ales##fire hydrant,book,book	यह दुकान बढ़िया एल्स बेचती है
orange street block##skateboard,person,person,person	नारंगी सड़क ब्लॉक
cross section of fans at baseball game##person,baseball glove,person,person,person,person,person,person,person,person	बेसबॉल खेल में प्रशंसकों का क्रॉस सेक्शन
large soft drink cup from a fast food restaurant or store##remote,laptop,cup,chair,person,keyboard,dining table,remote,keyboard	फास्ट फूड रेस्तरां या स्टोर से बड़े शीतल पेय कप
red bananas at a fruit stand##banana,banana,banana,apple,banana,apple,apple,apple,apple,apple	एक फल स्टैंड पर लाल केले
train moving fast blurring image##backpack,person,person,person,bicycle,person,person,person,bus,backpack	ट्रेन तेजी से धुंधला छवि चलती है
this sign is not in english##bicycle,person,car,person,person,bus,person,person,truck,person	यह संकेत अंग्रेजी में नहीं है
an apple cider press##person,person,person,apple,bottle,apple,apple,apple,apple,apple	एक सेब साइडर प्रेस
Black tv on top of brown stand.##tv,vase,vase,couch,potted plant,potted plant,vase,book,couch,potted plant	ब्राउन स्टैंड के शीर्ष पर ब्लैक टीवी।
a hand moving too fast for the camera##laptop,person,person,person,potted plant,cell phone,person,person,hot dog,hot dog	एक हाथ कैमरे के लिए बहुत तेजी से आगे बढ़ रहा है
Starps on the stand.##chair,tv,couch,couch,chair,chair,remote,chair,dining table,vase	स्टैंड पर तारे।
medium brown wood fine grained table##fork,dining table,laptop,dining table,spoon	मध्यम भूरे रंग की लकड़ी ठीक दानेदार मेज
Back of court is green.##person,person,tennis racket,person,tennis racket	कोर्ट ऑफ बैक हरा है।
white trail that can only be made by incredibly fast planes##airplane	सफेद निशान जो केवल अविश्वसनीय रूप से तेज विमानों द्वारा बनाया जा सकता है
score card being held by a man on tennis court##person,person,person,tennis racket,sports ball	टेनिस कोर्ट पर एक आदमी द्वारा आयोजित किया जा रहा स्कोर कार्ड
Man seated at food court table##person,chair,person,person,chair,person,person,person,person,person	मैन फूड कोर्ट टेबल पर बैठा
black cap on players head##person,person,person,person,person,person,person,person,person,chair	खिलाड़ियों के सिर पर काली टोपी
sydney written in white letters on court##person	अदालत में श्वेत पत्र में लिखा गया sydney
fine whiskers on animal's chin##cow,bench	जानवरों की ठोड़ी पर ठीक मूंछ
a green chair on a tennis court##person,tennis racket,chair,chair,chair	टेनिस कोर्ट पर हरी कुर्सी
Dollar amount of the penalty.##traffic light	जुर्माना की डॉलर राशि।
Baseball catcher watching players##person,person,person,person,person,person,person,person,person,chair	खिलाड़ियों को देखते हुए बेसबॉल पकड़ने वाला
white Arabic characters on sign##stop sign,person,suitcase	सफेद अरबी अक्षर
poster with cartoon characters##person,laptop,mouse,person,bottle,chair,bird,chair,keyboard,mouse	कार्टून पात्रों के साथ पोस्टर
A time date stamp in the corner##truck,traffic light,train,truck	कोने में एक समय की तारीख मोहर
window planters outside second story##bus,person,person,person,person,bicycle,bicycle,bicycle,bicycle,person	दूसरी कहानी के बाहर खिड़की बागान
green floor next to court##person,person,person,person,person,tennis racket,person,person,person,person	अदालत के आगे हरी मंजिल
The boy has a orange stamp on his hand.##person,zebra,car,toilet	लड़के के हाथ पर नारंगी मोहर है।
black mit in players hand##person,person,person,person,person,handbag,person,baseball glove,person,person	खिलाड़ियों के हाथ में काली घटा
cross next to the clock tower##clock,car	क्लॉक टॉवर के बगल में स्थित है
sheep running really fast##sheep,sheep,sheep	भेड़ें बहुत तेज दौड़ रही हैं
advertising to the state fair is mounted on the lamp post##	राजकीय मेले का विज्ञापन लैंप पोस्ट पर लगाया जाता है
bed pillow with cartoon characters on it##bed,person,person,person,book,person,book	उस पर कार्टून पात्रों के साथ बिस्तर तकिया
tennis court being used in a match##person,person,person,person,chair,person,person,chair,person,chair	एक मैच में टेनिस कोर्ट का इस्तेमाल किया जा रहा है
Knives in wood block##toaster,chair,chair,chair,bottle,knife,dining table,knife,knife,oven	लकड़ी के ब्लॉक में चाकू
part of the ball field with players getting ready to play##person,person,baseball glove,person,person,person,person,person,person,person	खिलाड़ियों के खेलने के लिए तैयार होने के साथ गेंद मैदान का हिस्सा
the weather is fair##person,skis,skis,backpack,backpack,backpack,backpack,backpack	मौसम निष्पक्ष है
cement block siding on church##clock,person,person,clock,handbag,backpack,traffic light	चर्च पर सीमेंट ब्लॉक साइडिंग
a man in the armed forces##person,person,frisbee,backpack,truck,truck,car,car,car	सशस्त्र बलों में एक आदमी
The car is moving fast.##train,car	कार तेजी से आगे बढ़ रही है।
block wall behind giraffe head##giraffe,giraffe,giraffe	जिराफ सिर के पीछे की दीवार
yellow stand##bus,car,person,person,car,car,person,person,handbag,car	पीला स्टैंड
chinese characters are in the sign##	चीनी अक्षर संकेत में हैं
the seat of the second motorcycle##motorcycle,motorcycle	दूसरी मोटरसाइकिल की सीट
Green part of a tennis court.##person,tennis racket	एक टेनिस कोर्ट का हरा हिस्सा।
the wave moves fast##person,surfboard	लहर तेज चलती है
White second hand on the clock.##clock,person	घड़ी पर सफेद दूसरा हाथ।
green colored material separating the court##person,person,person,person,person,person,person,person,tennis racket,person	हरे रंग की सामग्री अदालत को अलग करती है
The traffic lights stand out a lot.##person,traffic light,car,car,traffic light,person,traffic light,car,person,car	ट्रैफिक लाइट बहुत बाहर खड़ी है।
fine stitching on leash##dog	पट्टा पर ठीक सिलाई
Kick stand on a motorcycle.##motorcycle,person,traffic light,traffic light,car,car,car,person,motorcycle,fire hydrant	एक मोटरसाइकिल पर किक स्टैंड।
An electronic display showing the date##clock,tv	एक इलेक्ट्रॉनिक डिस्प्ले जिसमें तारीख दिखाई गई है
cement block facade on a building##person,person,cell phone	एक इमारत पर सीमेंट ब्लॉक मुखौटा
person forces cow to ramble over rocks for unknown reason##cow,person,baseball bat	व्यक्ति अज्ञात कारणों से गाय को चट्टानों पर फेंकने के लिए मजबूर करता है
a cross walk across street white pattern##fire hydrant,car,car,car,car,car,car,car,car,car	सड़क के पार सफेद पैटर्न पर एक क्रॉस वॉक
two lemons together on a block##orange,orange,potted plant,oven,dining table,oven,cup,broccoli	एक ब्लॉक पर एक साथ दो नींबू
white teeth-like forms on top of wing##airplane,car	सफेद दांत जैसे पंख के ऊपर के रूप
date in red letters and numerals##umbrella,clock,potted plant,clock,umbrella,potted plant,potted plant,potted plant,clock	लाल अक्षरों और अंकों में तारीख
empire near second base##person,person,baseball bat,person,baseball glove,tie,tie	दूसरे बेस के पास साम्राज्य
second place is wearing yellow##person,sheep,sheep,umbrella,sheep,dog,teddy bear,person,dog,person	दूसरा स्थान पीला पहने हुए है
man in the middle of tennis court##person	टेनिस कोर्ट के बीच में आदमी
The second sign says 4 way.##stop sign,stop sign	दूसरा संकेत 4 तरह से कहता है।
five wheels on the court##person,person,bicycle,person,bicycle,person,chair,person,person,remote	कोर्ट पर पांच पहिए
Red T-shirt with white cross patch##person,tennis racket,sports ball,person,person,person,person,person,person,person	सफेद क्रॉस पैच के साथ लाल टी-शर्ट
small white rocking chair with mother and child models in it##person,person,person,person,person,person,person,person,boat,person	इसमें मां और बच्चे के मॉडल के साथ छोटी सफेद रॉकिंग कुर्सी
The comb is fine toothed.##person,person,person	कंघी ठीक दांतेदार है।
date stamp on the photo##person,person,airplane,person,person,person,person,person,person,person	फोटो पर तारीख की मोहर
Chinese characters on the sign##person,person,remote,chair,laptop,chair,chair,laptop	चिन्ह पर चीनी अक्षर
The sky is fair.##bicycle,bench,bench,bottle,boat,bicycle,boat,boat,boat,bottle	आसमान साफ ​​है।
a green court##person,tennis racket,sports ball	एक हरी कोर्ट
a woman walking throw a trade fair##person,toilet,person,sink,refrigerator,laptop,cup,person,person	व्यापार मेला से गुजरती एक महिला
A crowd of people standing at the fair.##person,person,kite,person,kite,kite,umbrella,person,person,person	मेले में खड़े लोगों की भीड़।
a man standing on court##person,person,person,sports ball,bicycle	एक आदमी अदालत में खड़ा है
cross on a building##bird,bird,bird,bird,bird,bird	एक इमारत पर क्रॉस
the players shoes have spikes##person,person,person,person,baseball bat,person,person,person,person,person	खिलाड़ियों के जूते में स्पाइक्स होते हैं
A large brown block.##person,car,person,person,skateboard,dog,car,person,person,car	एक बड़ा भूरा ब्लॉक।
Man skiing fast##person,person,person,person,person,skis,person,person,person,skis	आदमी स्कीइंग तेजी से
the person has fair skin##remote,keyboard,keyboard,person,keyboard	व्यक्ति की त्वचा निष्पक्ष होती है
Skid foot marks on a tennis court##person,tennis racket,sports ball	टेनिस कोर्ट पर स्किड फुट के निशान
a woman in a fair isle sweater##person,bottle,bottle,cake,oven,bottle,bottle,cake,bottle,bottle	फेयर आइल स्वेटर में एक महिला
Shadow on the ground of the second racket from the left##person,person,sports ball,person,tennis racket,person,person,person,person,person	बाईं ओर से दूसरे रैकेट की जमीन पर छाया
A backwards baseball hat on the players head.##person,tennis racket,sports ball	खिलाड़ियों के सिर पर पीछे की तरफ वाली बेसबॉल टोपी।
a watermark and date##person,surfboard	एक वॉटरमार्क और दिनांक
the toys are on the stand##tv,couch,suitcase,tv,dining table,vase	खिलौने स्टैंड पर हैं
a second statue of a cow##cow,cow	एक गाय की दूसरी मूर्ति
large crack in tennis court##person,person,tennis racket,tennis racket,car	टेनिस कोर्ट में बड़ी दरार
The white ice models in the room.##bear	कमरे में सफेद बर्फ के मॉडल।
hairy arm with fair pale skin##person,refrigerator,truck,truck	निष्पक्ष हाथ की त्वचा के साथ बालों वाली बांह
Paper on night stand##bed,chair,couch,cup	नाइट स्टैंड पर कागज
date stamp that reads 12/04/2010##truck,truck,person,truck,truck,truck,person	दिनांक स्टैम्प जो 12/04/2010 को पढ़ता है
Yellow criss cross on the street by train.##train,traffic light,train,person,train,car,car,traffic light	ट्रेन से सड़क पर उतरता पीला क्रास।
base ball opponent players##person,person,person,baseball bat,person,person,person,baseball glove,person,person	बेस बॉल विरोधी खिलाड़ी
three baseball players playing a game##person,person,person,person,baseball glove,person,person,baseball bat,person,person	खेल खेलने वाले तीन बेसबॉल खिलाड़ी
The white bins on the second shelf of the fridge.##chair,refrigerator,bowl,bottle,microwave,bottle	फ्रिज के दूसरे शेल्फ पर सफेद डिब्बे।
fine texture of feathers##bird	पंख की ठीक बनावट
large orange and green sign giving name and date##motorcycle,person,motorcycle,person,motorcycle,truck,car,car,motorcycle,motorcycle	बड़े नारंगी और हरे रंग का नाम और तारीख देते हुए
green cross on top of building##	इमारत के शीर्ष पर हरे रंग की क्रॉस
colorful bus parked next to a stand and umbrella##bus,person,umbrella,person,umbrella,person,person,person,person	रंगीन बस स्टैंड और छतरी के बगल में खड़ी है
a purple umbrella with little cartoon characters##umbrella,person,person	बैंगनी कार्टून जिसमें छोटे कार्टून चरित्र हैं
the date is shown on the outter portion##clock	तारीख को बाहरी भाग पर दिखाया गया है
fast moving ball towards home plate##person,person,sports ball,baseball glove	तेजी से चलती गेंद घर की प्लेट की ओर
a fast food ordering bar##person,person,person,person,person,person,person,person,handbag,person	एक फास्ट फूड ऑर्डरिंग बार
The date 02/10/2009.##knife,person,carrot,carrot,knife,carrot,dining table	दिनांक 02/10/2009।
train going by fast##person,train,bench,person	ट्रेन तेजी से जा रही है
date and time stamp##keyboard,dining table	तारीख और समय टिकट
person has fair colored skin##horse,person,dog	व्यक्ति की त्वचा का रंग गोरा होता है
the copyright stamp on the photo##person,sports ball,tennis racket,tennis racket	फोटो पर कॉपीराइट की मुहर
grey fine toothed comb##scissors,toothbrush,scissors,scissors	ग्रे ठीक दांतेदार कंघी
pizza on a butcher block table##cup,pizza,pizza,broccoli	कसाई ब्लॉक की मेज पर पिज्जा
gold Chinese characters on a red flag##traffic light,tv	लाल झंडे पर सोने के चीनी पात्र
The date stamp on the photo.##	फोटो पर तारीख की मोहर।
red and white cross on man's shoulder##person,cow,baseball glove,cow	आदमी के कंधे पर लाल और सफेद क्रॉस
second bird is standing on car##bird,bird,person,person,car,car	दूसरा पक्षी कार पर खड़ा है
white lines painted on court##person,person,person,person,clock,person,person,person,person,tennis racket	कोर्ट पर चित्रित सफेद लाइनें
A tennis court has snow on the surface##person	एक टेनिस कोर्ट में सतह पर बर्फ है
a metal stand under the seat of a bench##refrigerator,bench,suitcase,chair	एक बेंच की सीट के नीचे एक धातु स्टैंड
a railing forms a corner sitting area##suitcase,chair,clock,bed,person	एक रेलिंग एक कोने के बैठने का क्षेत्र बनाती है
boy sitting cross-legged on ground##person,person,person,person,person,person,baseball bat,baseball bat,person,person	लड़का जमीन पर क्रॉस-लेग किया हुआ बैठा था
date and hotel that the photo was taken##teddy bear,cake,person,person,person,dining table	तारीख और होटल कि तस्वीर ली गई थी
fine china with flower design##person,wine glass,person,spoon,spoon,knife,dining table,chair,chair,spoon	फूल डिजाइन के साथ ठीक चीन
green field next to players##person,person,person,baseball glove	खिलाड़ियों के आगे हरा मैदान
black metal cross-walk light##traffic light,car,traffic light,traffic light	ब्लैक मेटल क्रॉस-वॉक लाइट
a lone spectator behind the tennis players##person,person,person,person,person,person,person,person,person,person	टेनिस खिलाड़ियों के पीछे एक अकेला दर्शक
the picture has a date stamp##keyboard,tv,book,book	तस्वीर में एक तारीख मोहर है
Calendar has star wars characters on it##keyboard,chair,tv,mouse,tv,cup,book,book,book,book	कैलेंडर में इस पर स्टार वार्स कैरेक्टर हैं
spectator seats at a tennis court##person,tennis racket	टेनिस कोर्ट में दर्शक सीटें
a hard true tennis court##person,sports ball,tennis racket	एक सच्चा टेनिस कोर्ट
Grate over a concrete block##banana,person,banana,banana	एक कंक्रीट ब्लॉक पर पीसें
foreign characters on the vehicle's side##train,bus,person,bird	वाहन की तरफ विदेशी अक्षर
wood platform for bird to stand on##bird,person,clock	पक्षी के लिए लकड़ी का मंच
Woman going fast downhill.##person,skis	तेज गति से जा रही महिला।
second floor windows##bus,person,person,car,person,person,person,person,person,person	दूसरी मंजिल की खिड़कियां
second red and blue train##train,train,train,train,train,train,person,car,train,car	दूसरी लाल और नीली ट्रेन
White lamp shade on tall stand##tv,cat,couch,couch,bowl	लंबे स्टैंड पर सफेद लैंप की छटा
fast pass tickets on bus window##bus	बस खिड़की पर तेजी से टिकट पास
an english style toilet##sink,traffic light,toilet,bottle,traffic light,sink,toilet,cup,bottle,cake	एक अंग्रेजी शैली का शौचालय
Large models in the park field##person,person,kite,kite,person,person,person,person,person,kite	पार्क क्षेत्र में बड़े मॉडल
chair is decorated with Disney characters##cup,person,bowl,bottle,spoon,dining table,dining table,potted plant	कुर्सी को डिज्नी के पात्रों से सजाया गया है
knife on the chopping block##person,person,knife,knife,bowl,bottle,oven,oven,oven,bottle	काट ब्लॉक पर चाकू
A bed of steel springs##toilet	स्टील स्प्रिंग्स का एक बिस्तर
this is a fast food place##person,person,chair,chair,dining table,chair,dining table,microwave,chair,bottle	यह एक फास्ट फूड जगह है
beige table lamp on stand##person,suitcase,book,cat,book,book,chair,chair,bed,bed	स्टैंड पर बेज टेबल लैंप
the tennis court##person,person,person,person,person,person,tennis racket,chair,person,chair	टेनिस कोर्ट
trunk of elephant forms a C##elephant,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra	हाथी के सूंड से C बनता है
food on english muffin with yellow sauce##fork,orange,cake,cup,sandwich,dining table,cake,cup	पीले सॉस के साथ अंग्रेजी मफिन पर खाना
This part of the court is blue##person,chair,person,person,person,person,person,person,person,person	कोर्ट का यह हिस्सा नीला है
an attraction for a fair##motorcycle	एक मेले के लिए एक आकर्षण
blue box on tennis court##person,tennis racket,sports ball	टेनिस कोर्ट पर ब्लू बॉक्स
black metal plant stand##person,potted plant,couch,knife	काले धातु संयंत्र स्टैंड
the players hanging out in the dugout##person,person,person,person,person,bench,person,person,person,bench	डगआउट में बाहर घूमने वाले खिलाड़ी
Base of the yellow umbrella second from the left##umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella	पीले छतरी का आधार बाईं ओर से दूसरा है
the black fast forward arrow##person,couch,cell phone	काले तेजी से आगे तीर
Orange color night lamp with wooden stand##person,book,remote,book,book,book,book,book,book,book	लकड़ी के स्टैंड के साथ नारंगी रंग का नाइट लैंप
line where block fit together##person,traffic light,traffic light,tv	लाइन जहां ब्लॉक एक साथ फिट हो
