en	bn
plane coming in to land	বিমান অবতরণ
Four airline employees on the ground	মাটিতে বিমান সংস্থার চার কর্মচারী
Motorcycle brand is named turbo	মোটরসাইকেলের ব্র্যান্ডটির নাম টার্বো
Airplane flying in the sky	আকাশে উড়ন্ত বিমান
a grassy field	একটি ঘাসযুক্ত ক্ষেত
brown bear walking through woods	জঙ্গলের মধ্যে দিয়ে হাঁটা বাদামী ভালুক
A pile of bananas	কলা একটি গাদা
a very tall giraffe	খুব লম্বা জিরাফ
license plate on back of motorbike	মোটরবাইক পিছনে লাইসেন্স প্লেট
yellow sign with oranges numbers	কমলা সংখ্যার সাথে হলুদ চিহ্ন
young man wearing white shirt and brown pants	সাদা শার্ট এবং ব্রাউন প্যান্ট পরা যুবক
a person standing	একজন লোক দাঁড়িয়ে
light and dark clouds in the sky	আকাশে হালকা ও অন্ধকার মেঘ
shiny dogs eyes	চকচকে কুকুর চোখ
Orange and yellow flowers.	কমলা এবং হলুদ ফুল।
Black and tan baseball bat.	কালো এবং ট্যান বেসবল ব্যাট।
A CHOCOLATE CAKE WITH A SLICE MISSING	একটি স্লাইস মিসিং সহ একটি চকলেট কেক
People in a restaurant	একটি রেস্তোঁরা লোক
]a guy performing skate stunts	একজন লোক স্কেট স্টান্ট সম্পাদন করছে
man eating on patio	প্যাটিওতে খাওয়া মানুষ
giraffe standing in front of a brick building	জিরাফ একটি ইট ভবনের সামনে দাঁড়িয়ে
Enjoying kitesurfing with a red kite	লাল ঘুড়ি দিয়ে উপভোগ করছেন কাইটসার্ফিং
a giraffe standing in a field	একটি জিরাফ একটি মাঠে দাঁড়িয়ে
red hat on man's head	মানুষের মাথায় লাল টুপি
rocks behind the giraffe	জিরাফ পিছনে শিলা
green tennis ball	সবুজ টেনিস বল
blue and white circle	নীল এবং সাদা বৃত্ত
Baseball player at bat	ব্যাটে বেসবল খেলোয়াড়
Computer is turn on	কম্পিউটার চালু আছে
A MAN EATING A SANDWICH	একজন ব্যক্তি একটি স্যান্ডউইচ খাচ্ছেন
a fluffy black and white cat	একটি তুলতুলে কালো এবং সাদা বিড়াল
Small ski on right foot	ডান পায়ে ছোট স্কি
Two giraffe are shown	দুটি জিরাফ দেখানো হয়েছে
red and white trash can	লাল এবং সাদা ট্র্যাশ ক্যান
Hair is brown color.	চুল বাদামী বর্ণের।
woman holding plate of food	মহিলা খাবার প্লেট ধারণ
apple computer screen on stool	স্টুলে অ্যাপল কম্পিউটারের পর্দা
a batter slugs the ball	একটি বাটা বল স্লাগস করে
baseball player Pierzynski	বেসবল খেলোয়াড় পিয়েরজেন্স্কি
zebra	জেব্রা
this is a plane	এটি একটি বিমান
Baseball player whose defensive position is catcher	বেসবল খেলোয়াড় যার প্রতিরক্ষামূলক অবস্থান ক্যাচার
sunset behind a parked plane	পার্ক করা বিমানের পিছনে সূর্যাস্ত
Plant is sparse and bare	উদ্ভিদ বিরল এবং খালি
A large clock face	বিশাল ঘড়ির মুখ
The suit is blue	স্যুটটি নীল
black maker on top of an orange	একটি কমলা শীর্ষে কালো নির্মাতা
Cheese on a pizza	একটি পিজ্জা উপর পনির
Jet aircraft flying	জেট বিমান উড়ছে
The photo was posted on flickr.	ছবিটি ফ্লিকারে পোস্ট করা হয়েছিল।
A young girl wearing a pink outfit	একটি যুবতী একটি গোলাপী পোশাক পরেন
silver fridge with lots of colorful magnets on it	এটিতে প্রচুর রঙিন চৌম্বকযুক্ত সিলভার ফ্রিজ
Metrobus with a bike on the front of it.	এর সামনে একটি বাইক সহ মেট্রোবাস।
tennis ball in air	টেনিস বল বাতাসে
skateboarder high in the air	বাতাসে স্কেটবোর্ডার উচ্চ
A picture of food.	খাবারের ছবি।
Chair is red	চেয়ার লাল
television on a wall	একটি প্রাচীর টেলিভিশন
yellow frisbee on grass	ঘাসে হলুদ ফ্রিসবি
white sugar glaze	সাদা চিনি চকচকে
Silver light on a ceiling	সিলিংয়ের উপর সিলভার লাইট
top of gray wire fence	ধূসর তারের বেড়া শীর্ষ
The elephants trunk	হাতির কাণ্ড
a long red kite in the sky	আকাশে লম্বা লাল ঘুড়ি
man sitting on bench	মানুষ বেঞ্চে বসে
gray base on large tree	বড় গাছে ধূসর বেস
Frisbee that is being thrown.	ফ্রিস্টি যে নিক্ষেপ করা হচ্ছে।
One boy is skating.\n	একটি ছেলে স্কেটিং করছে 
A picture of a work area.	একটি কাজের ক্ষেত্রের চিত্র।
Jets flying in the air	বাতাসে উড়ছে জেটস
beef burrito cut in half	গরুর মাংস বুরিটো অর্ধেক কাটা
Cows facing the picture	গাভী ছবির মুখোমুখি
Red train on a railroad	একটি রেলপথে লাল ট্রেন
a man posing for the camera	একজন লোক ক্যামেরার জন্য পোজ দিচ্ছেন
Team shirts on shelf	বালুচরে টিম শার্ট
A grey pick up truck.	একটি ধূসর পিক আপ ট্রাক।
A guidebook about Italy.	ইতালি সম্পর্কে একটি গাইড বই।
person and a stroller	ব্যক্তি এবং একটি স্ট্রলর
orange words on bus front	বাস সামনের কমলা শব্দ
Light fixtures attached to the wall.	দেয়ালের সাথে সংযুক্ত হালকা ফিক্সচারগুলি।
a man swinging his bat at a ball	একটি বল একটি ব্যাট দুলছে
this is a blue ocean	এটি একটি নীল সমুদ্র
a tennis racket	একটি টেনিস র‌্যাকেট
a kite is flying	একটি ঘুড়ি উড়ছে
Medium sized fire hydrant	মাঝারি আকারের ফায়ার হাইড্র্যান্ট
this is a suchi cake	এটি একটি সুচি কেক
a rolex sign above	উপরে একটি রোলেক্স সাইন
A YELLOW SCHOOL BUS	একটি ইয়েলো স্কুল বাস
PERSON WEARING RED RAINCOAT	ব্যক্তিগত পোশাকের রেড রেইনক্যাট
this is a banana peel	এটি একটি কলার খোসা
Red suitcase on floor	মেঝেতে লাল স্যুটকেস
a train with a black and yellow engine puling it	এটি একটি কালো এবং হলুদ ইঞ্জিন সহ একটি ট্রেন pul
A GRAY LAPTOP	একটি গ্রে ল্যাপটপ
Airplane in sky surrounded by birds.	পাখি দ্বারা ঘিরে আকাশে বিমান।
the dog is sitting	কুকুর বসে আছে
a small cat figurine in a suitcase	একটি স্যুটকেসে একটি ছোট বিড়াল মূর্তি
three horses grazing in pasture	চারণভূমিতে তিনটি ঘোড়া চরাচ্ছে
Bird with black feathers	কালো পালকযুক্ত পাখি
Computer monitor sitting on desk.	ডেস্কে বসে কম্পিউটার মনিটর।
Empty champagne bottle	খালি শ্যাম্পেন বোতল
feathery ostrich looking to right	পালকের উটপাখি ডান দিকে তাকিয়ে আছে
A car is stopped by a guard rail	একটি গাড়ী একটি গার্ড রেল দ্বারা থামানো হয়
different animals standing in grasslands	বিভিন্ন প্রাণী তৃণভূমিতে দাঁড়িয়ে
A picture of a bedroom.	শোবার ঘরের ছবি
ball is green in color.	বল সবুজ বর্ণের।
A gray colored ceiling	ধূসর বর্ণের ছাদ
Parking meter is seen.	পার্কিং মিটার দেখা যায়।
tan and white cat	ট্যান এবং সাদা বিড়াল
this is a skater zone	এটি একটি স্কেটার জোন
Man is wearing a white wrist band	মানুষ একটি সাদা কব্জি ব্যান্ড পরে আছে
Boy is crouched down.	ছেলেটি নিচে পড়ে আছে।
shadow is cast	ছায়া নিক্ষিপ্ত হয়
A picture of a horse competion.	ঘোড়ার প্রতিযোগিতার একটি ছবি।
this is an old photo	এটি একটি পুরানো ছবি
white stuffed teddy bear	সাদা স্টাফ টেডি বিয়ার
mirror on a wall	একটি দেয়ালে আয়না
herd grazing on grass	ঘাসে পশুপাল চরাচ্ছে
goggles on skiers head	স্কিরির মাথায় গগলস
people are carrying surfboards	লোকেরা সার্ফবোর্ড বহন করছে
The woman's black leather purse strap is over her shoulder.	মহিলার কালো চামড়ার পার্স স্ট্র্যাপ তার কাঁধের উপরে 
skateboarder performing jumping trick	স্কেটবোর্ডার জাম্পিং ট্রিক করছে
Two black bikes on sand.	বালিতে দুটি কালো বাইক।
A very good looking zebra	খুব সুন্দর চেহারার জেব্রা
Mobil shelf in middle of kitchen	রান্নাঘরের মাঝখানে মবিল শেল্ফ
Luggage cart is blue.	লাগেজ কার্টটি নীল।
A jet is flying	একটি জেট উড়ছে
a tennis ball sitting on the bumper	একটি টেনিস বল বাম্পার উপর বসে
Bus parked on a street	রাস্তায় বাস পার্ক করে
this are trees	এই গাছ
horsedog standing outside	বাইরে দাঁড়িয়ে হর্সডগ
a chrome sink faucet	একটি ক্রোম সিঙ্ক কল
The people shown skiing	লোকেরা স্কিইং দেখিয়েছে
seat on a bicycle	একটি সাইকেলের উপর সিট
Blue and yellow train on train track.	ট্রেনের ট্র্যাকের নীল এবং হলুদ ট্রেন।
Wooden headboard of the bed.	বিছানার কাঠের হেডবোর্ড।
logos on the side panel of the motorcycle	মোটরসাইকেলের পাশের প্যানেলে লোগোগুলি
shadow is cast	ছায়া নিক্ষিপ্ত হয়
cherubs on either side of clock	ঘড়ির দুপাশে করূবগুলি
the sky is blue	আকাশ নীল
two identical images of a woman playing tennis	টেনিস খেলছেন এমন এক মহিলার দুটি অভিন্ন চিত্র
Window has white mini blind.	উইন্ডোতে সাদা মিনি ব্লাইন্ড রয়েছে।
white electrical socket on boat	নৌকায় সাদা বৈদ্যুতিক সকেট
Yellow and black license plate.	হলুদ এবং কালো লাইসেন্স প্লেট।
Open silver sharpie pen	রুপোর শার্পি কলম খুলুন
Yellow writing on the blacktop behind the motorcycle.	মোটরসাইকেলের পিছনে ব্ল্যাকটপে হলুদ লেখা।
A concrete bench.	একটি কংক্রিট বেঞ্চ।
small clump of brown bush	ব্রাউন বুশ এর ছোট ঝাঁকুনি
this is a suzuki bike	এটি একটি সুজুকি বাইক
Mirror on a pole	একটি মেরুতে আয়না
The cutting board is white	কাটিং বোর্ডটি সাদা
a black HP laptop	একটি কালো এইচপি ল্যাপটপ
a small light brown dog is laying on the sofa	একটি ছোট হালকা বাদামী কুকুর সোফায় শুয়ে আছে
Cell phone on a notebook	একটি নোটবুকে সেল ফোন
piece of meat on a plate	একটি প্লেটে মাংসের টুকরা
a plate of breakfast food	প্রাতঃরাশের খাবারের প্লেট
bury bolton street sign	বল্টন রাস্তার সাইন দাও
left arm of bench	বেঞ্চের বাম হাত
the room is not well lit	ঘর ভাল জ্বালানো হয় না
rows of colorful silky ties	রঙিন রেশমি বাঁধা সারি
Herd of elephants	হাতির ঝাঁক
a black suitcase on wheels	চাকার উপর একটি কালো স্যুটকেস
People playing volleyball	লোকেরা ভলিবল খেলছে
A teenager surfing.	একটি কিশোর সার্ফিং।
A man playing tennis.	টেনিস খেলছেন এক ব্যক্তি।
Large sign with writing	লেখার সাথে বড় চিহ্ন
black laptop on desk	ডেস্কে কালো ল্যাপটপ
Serving spoon in the background	পটভূমিতে চামচ পরিবেশন
an add for pizza	পিজ্জার জন্য একটি অ্যাড
this is a bear	এই ভালুক
Large black bear nose	বড় বড় ভালুকের নাক
black spot on ground	মাটিতে কালো দাগ
the tower is written 1995	টাওয়ারটি ১৯৯৫ রচিত
The trees are green and leafy	গাছগুলি সবুজ এবং শাকযুক্ত
motorcycle sitting on grass	ঘাসের উপর বসে মোটরসাইকেল
four boats at dock	চারটি নৌকা
a sunny day	একটি রৌদ্রোজ্জ্বল দিন
motorcyclist is running	মোটরসাইকেল চালক চলছে
Statue of man holding instrument	মানুষের মূর্তি একটা যন্ত্র ধরে আছে
vegtables seasoned with black pepper	সবজিতে কালো মরিচ দেয়া
the tap is silver	কলটি রূপা
large piece of pepperoni	বড় টুকরো মরিচ
this is a clock	এটি একটি ঘড়ি
many pebbles on side of train tracks	ট্রেনের ট্র্যাকের পাশে অনেকগুলি নুড়ি
white square on orange side	কমলা পাশে সাদা বর্গক্ষেত্র
A train.	একটি ট্রেন.
man riding a motorcycle	মোটরসাইকেলের লোক
a yellow streetcar drives past a yellow house	একটি হলুদ রঙের স্ট্রিট গাড়িটি একটি হলুদ বাড়ির পাশ দিয়ে চলে
Chicken wings on the table.	টেবিলে চিকেন উইংস
A rusty pole standing in the water	জলে দাঁড়িয়ে এক মরিচা মেরু
The girl is wearing blue jeans	মেয়েটি নীল জিন্স পরে আছে
the dog is black	কুকুরটি কালো
quilt on the couch	পালঙ্ক উপর চাদর
The people are playing frisbee.	মানুষ ফ্রিসবি খেলছে।
There is one remote shown	এখানে একটি রিমোট দেখানো হয়েছে
Blue television on a counter	একটি কাউন্টারে নীল টেলিভিশন
A RUNNING DOG	একটি চলমান কুকুর
a beautiful dog on a sofa	একটি সোফায় একটি সুন্দর কুকুর
Man standing on the snow	মানুষ তুষার উপর দাঁড়িয়ে
lime green sign saying	চুন সবুজ চিহ্ন
small white stick on table	টেবিলের উপর ছোট সাদা লাঠি
This is a batter.	এটি একটি বাটা।
A kitesurfer.	একটি কাইটসুরফার
Red clock on the wall behind the door.	দরজার পিছনে দেয়ালে লাল ঘড়ি।
Elephant on the planes.	প্লেনে হাতি।
the clothing is red	পোশাক লাল
the man is wearing a helmet	লোকটি হেলমেট পরেছে
A LITTLE GIRL CUTTING PAAER	একটি ছোট মেয়ে কাটা পেয়ার
a woman taking a picture of a sign	একজন মহিলা একটি চিহ্নের ছবি তুলছেন
A WHITE TOILET	একটি সাদা টয়লেট
This is a toilet.	এটি একটি টয়লেট।
two men in wet suits talking next to two surfboards	ভিজে স্যুটে দু'জন লোক দুটি সার্ফবোর্ডের পাশে কথা বলছে
stop sign on top	উপরে সাইন থামান
yellow tag in ear	কানে হলুদ ট্যাগ
This is a neck.	এটি একটি ঘাড়।
This is a stoplight.	এটি একটি স্টপলাইট।
the eye of a giraffe	একটি জিরাফ এর চোখ
A baseball.	একটি বেসবল
This is a policeman.	এই একজন পুলিশ।
yellow stripe on blue shorts	নীল শর্টস উপর হলুদ স্ট্রাইপ
two older planes are flying	দুটি পুরানো বিমান উড়ছে
part of a large pamper	একটি বড় পম্পার অংশ
Pink doted umbrella	গোলাপী ডটেড ছাতা
a locomotive on display	প্রদর্শন একটি লোকোমোটিভ
This is a parachute.	এটি একটি প্যারাসুট।
Woman is smiling	মহিলা হাসছে
right eye of a cat	একটি বিড়াল ডান চোখ
Two people in a boat.	একটি নৌকায় দুইজন।
this is a yellow bird on the tree	এটি গাছে হলুদ পাখি
person on a tennis court	টেনিস কোর্টে ব্যক্তি
two children sitting on a couch	একটি বাচ্চা উপর বসে দুই শিশু
Green peppers on the wood.	কাঠের উপর সবুজ মরিচ।
Can below black stool laying on the cement.	সিমেন্টের উপরে কালো স্টুলের নীচে থাকতে পারে।
The black book in the hands of the man.	লোকটির হাতে কালো বই।
eating a Pho Banh mi sandwich	ফো বনহ মাই স্যান্ডউইচ খাচ্ছি
man holding controllers	ম্যান হোল্ডিং কন্ট্রোলার
pebbles along the beach	সৈকত বরাবর নুড়ি পাথর
tomato with melted cheese on it	এটিতে গলিত পনির দিয়ে টমেটো
the tennis player is running	টেনিস খেলোয়াড় চলছে
worker with an orange vest on	কমলা ন্যস্ত করা শ্রমিক
the plane is in mid air	বিমানটি মাঝ বায়ুতে রয়েছে
Man is looking down at his cell phone	মানুষ তার সেলফোনের দিকে তাকাচ্ছে
large directional sign on edge of road	রাস্তার প্রান্তে বিশাল দিকনির্দেশক চিহ্ন
boy wearing blue shirt	নীল শার্ট পরা ছেলে
This is an animal.	এটি একটি প্রাণী।
red fire truck on roadway	রোডওয়েতে লাল ফায়ার ট্রাক
men playing frisbee on shore	পুরুষরা তীরে ফ্রিসবি খেলছে
overhead white light fixture	ওভারহেড সাদা আলো হালকা
Truck is loaded with cylinders	ট্রাক সিলিন্ডার দিয়ে বোঝা হয়
Clear sky behind the plane	বিমানের পিছনে পরিষ্কার আকাশ
a small crowd at the circus	সার্কাসে একটি ছোট্ট ভিড়
policeman riding a motorcycle	মোটরসাইকেলে চড়ে পুলিশ
portion of a glassy roof	কাঁচের ছাদের অংশ
two men in vests	ন্যূনতম দুটি পুরুষ
People walking around the streets	লোকজন রাস্তায় ঘুরে বেড়াচ্ছে
The boy is dressed for baseball	ছেলেটি বেসবলের জন্য সজ্জিত
white bear leaping into pool	সাদা ভালুকটি পুকুরে লাফিয়ে উঠছে
It is nighttime.	রাত হয়েছে is
Two green apples	দুটি সবুজ আপেল
large white projection screen	বড় সাদা প্রক্ষেপণ পর্দা
Man playing Frisbee with dog	মানুষ কুকুরের সাথে ফ্রিসবি খেলছে
tennis player near wire fence	তারের বেড়া কাছাকাছি টেনিস খেলোয়াড়
the parking meter is green	পার্কিং মিটার সবুজ
Silver Apple laptop	সিলভার অ্যাপল ল্যাপটপ
A woman is on the phone	একজন মহিলা ফোনে আছেন
red and white ruler	লাল এবং সাদা শাসক
the sky is a deep blue	আকাশ একটি গভীর নীল
white lines are in road	সাদা লাইন রাস্তায় আছে
The man is skateboarding	লোকটি স্কেটবোর্ডিং করছে
steam coming of the road	রাস্তায় বাষ্প আসছে
young man on skateboard	স্কেটবোর্ডে যুবক
paltry chunk o' corned beef on broccoli stalk	ব্রলকোলি ডাঁটা উপর পোল্ট্রি খণ্ড ও 'কর্নেট গরুর মাংস
a woman with long blond hair	লম্বা স্বর্ণকেশী চুলের মহিলা
a surfer is riding a surfboard	একটি সার্ফার একটি সার্ফবোর্ডে চড়েছে
Kites in the sky	আকাশে ঘুড়ি
a flat screen television hangs on the wall	একটি ফ্ল্যাট স্ক্রিন টেলিভিশন দেয়ালে ঝুলছে
the TV is black	টিভিটি কালো
this are black cows	এই কালো গাভী
woman in a wet suit	একটি ভিজে স্যুট মধ্যে মহিলা
boy wearing red shirt	লাল শার্ট পরা ছেলে
This is a black truck.	এটি একটি কালো ট্রাক।
a big red truck	একটি বড় লাল ট্রাক
A canopy over a gas station	একটি গ্যাস স্টেশন উপর একটি ছাউনি
The clock is on a pole	ঘড়িটি একটি মেরুতে রয়েছে
The man kicking the ball is wearing a red shirt.	বল হাতে লাথি মেরে লোকটি লাল শার্ট পরে আছে।
a curios giraffe looks at the camera	একটি কৌতূহল জিরাফ ক্যামেরার দিকে তাকাচ্ছে
Yellow tag on a cow	একটি গাভীর গায়ে হলুদ ট্যাগ
black and white striped tie	কালো এবং সাদা ডোরাকাটা টাই
Two persons are skating	দুজন ব্যক্তি স্কেটিং করছে
train is seen	ট্রেন দেখা যায়
a long articulated bus	একটি দীর্ঘ আর্টিকুলেটেড বাস
a clear blue sky	একটি পরিষ্কার নীল আকাশ
a white garage door	একটি সাদা গ্যারেজ দরজা
a striped cat inside a yellow paisley suitcase	হলুদ পাইসলে স্যুটকেসের অভ্যন্তরে একটি স্ট্রিপ বিড়াল
a sign board saying stop	থামার জন্য একটি সাইন বোর্ড
Tennis player wearing all white	টেনিস খেলোয়াড় সব সাদা
green truck cab	সবুজ ট্রাক ট্যাক্সি
the pants is brown	প্যান্টগুলি বাদামী
Stripe down left Zebra's back	স্ট্রাইপ নীচে জেব্রার পিছনে বাম
snow spraying in the air	বাতাসে তুষার স্প্রে করা
Skater on the road	রাস্তায় স্কেটার
snowboarder in the air during jump	লাফানোর সময় বাতাসে স্নোবোর্ডার
boy is skating	ছেলে স্কেটিং করছে
bread with peanut butter on it	এর উপরে চিনাবাদাম মাখন দিয়ে রুটি দিন
Green goggles	সবুজ গগলস
Three goat climbing a mountain\n	তিনটি ছাগল একটি পাহাড়ে আরোহণ করছে 
this is a cow	এটি একটি গরু
tennis player in motion in front of spectators	দর্শকদের সামনে গতিময় টেনিস খেলোয়াড়
small round red potato with skin	ত্বকযুক্ত ছোট গোলাকার লাল আলু
table is black in color.	টেবিলটি কালো রঙের।
Small pizza over a white dish	একটি সাদা থালা উপর ছোট পিজ্জা
black and white mountain bike	কালো এবং সাদা পর্বত বাইক
dog is seen	কুকুর দেখা হয়
a pigeon peers into the camera	একটি কবুতর ক্যামেরা মধ্যে দেখে
baseball player on the ball field	বলের মাঠে বেসবল খেলোয়াড়
rounded back of work vehicle	কাজের গাড়ির পিছনে গোলাকার
little kid with hand to nose	ছোট বাচ্চা নাক হাত দিয়ে
a plane in the sky	আকাশে একটি বিমান
a man walking the horse	ঘোড়া হাঁটছেন এক ব্যক্তি
The picture is black and white	ছবিটি কালো এবং সাদা
batter watching pitched ball	পিটার বল পিচ বল
Brown wooden fence poles	ব্রাউন কাঠের বেড়ার খুঁটি
Surfer in the sea	সমুদ্রের মধ্যে সার্ফার
airplane is parked	বিমান পার্ক করা আছে
girl wearing red jersey	লাল জার্সি পরা মেয়ে
sky is blue in color	আকাশ নীল বর্ণের
black tea pot	কালো চা পাত্র
disco is lit up	ডিস্কো জ্বলছে
white stove top with black burners	কালো বার্নার্স সঙ্গে সাদা চুলা শীর্ষ
snowboard that says Burton on it	স্নোবোর্ড যা এতে বার্টন বলে
bright orange ball in water	জলে কমলা বল
Weathervane is pointing west.	ওয়েদারভেন পশ্চিম দিকে ইশারা করছে।
purple candy in box	বাক্সে বেগুনি মিছরি
Three dogs on a road	একটি রাস্তায় তিনটি কুকুর
two parking meters	দুটি পার্কিং মিটার
A silver flat screen monitor	একটি সিলভার ফ্ল্যাট স্ক্রিন মনিটর
The ocean spray after contact.	যোগাযোগের পরে সাগর স্প্রে।
it is baseball	এটা বেসবল
the plane is large	বিমানটি বড় 
green stems on bananas\n	কলা সবুজ কান্ড। 
The woman has a racquet in her hand.	মহিলার হাতে একটি র‌্যাকেট রয়েছে।
the sky is clear	আকাশ পরিষ্কার
bowl of soup with noodles	নুডলস দিয়ে স্যুপ বাটি
A car painted pink	একটি গাড়ি গোলাপী
dark sunglasses	গাঢ় সানগ্লাস
the person is wearing goggles	ব্যক্তি গগলস পরে আছে
chair is white in color.	চেয়ার সাদা রঙের।
a bus on the road\n	রাস্তায় একটি বাস 
Floor is light colored hardwood.	মেঝে হালকা রঙের শক্ত কাঠের হয়।
Wooden picnic table park.	কাঠের পিকনিক টেবিল পার্ক।
a windows logo is seen	একটি উইন্ডোজ লোগো দেখা যায়
there are two elephants in a field	একটি মাঠে দুটি হাতি রয়েছে
a traffic sign	একটি ট্র্যাফিক চিহ্ন
silver door knob on a white door	একটি সাদা দরজা রৌপ্য দরজা নক
right hand grabbing concrete tiled kerb	ডান হাত কংক্রিট টাইল্ড কার্ব ধরে
the man is sea surfing	লোকটি সমুদ্র চালাচ্ছে
man wearing a hat	টুপি পরা মানুষ
the boy is wearing a sweater	ছেলেটি একটি সোয়েটার পরে আছে
hair is blonde	চুল স্বর্ণকেশী হয়
the slides are green	স্লাইডগুলি সবুজ
tennis player in mid-air	মিড-এয়ারে টেনিস খেলোয়াড়
black and white zebra with a bent neck	একটি বাঁকানো ঘাড় সঙ্গে কালো এবং সাদা জেব্রা
SNOW ON THE GROUND	মাটিতে জেনে নিন
A group of four working in the kitchen	চারজনের একটি গ্রুপ রান্নাঘরে কাজ করছে
a very protective suit	একটি খুব প্রতিরক্ষামূলক মামলা
white elephant tusk	সাদা হাতির কাজ
the food is green in color	খাবার সবুজ রঙের হয়
Two giraffes are standing on the ground.	দুটি জিরাফ মাটিতে দাঁড়িয়ে আছে।
A large red barn.	একটি বড় লাল শস্যাগার।
man stands beside wall with bicycle	মানুষ সাইকেল নিয়ে দেয়ালের পাশে দাঁড়িয়ে আছে
a white bird wading in water	একটি সাদা পাখি জলে ভেসে বেড়াচ্ছে
the front of red bus	লাল বাসের সামনে
The navy blue and red helmet.	নেভির নীল এবং লাল হেলমেট।
surfer with puzzled look	বিস্মিত চেহারা সঙ্গে surfer
Seabirds on the beach	সমুদ্র সৈকতে সামুদ্রিক পাখি
silver and black cell phone	রূপা এবং কালো সেল ফোন
very beautiful picture\n	খুব সুন্দর ছবি 
the duck is brown in color	হাঁসটি বাদামী বর্ণের
A fluffy white pillow.	এক ঝাঁঝালো সাদা বালিশ
A black traffic light	একটি কালো ট্র্যাফিক লাইট
A Watermelon Plate	একটি তরমুজ প্লেট
a white toilet in the bathroom	বাথরুমে একটি সাদা টয়লেট
a woman looking in a mirror	একটি মহিলা একটি আয়না খুঁজছেন
Two stuffed toy animals are in a display.	দুটি স্টাফ খেলনা প্রাণী একটি প্রদর্শনীতে রয়েছে।
the racket is black	র‌্যাকেটটি কালো
Snow on the street sign.	রাস্তার চিহ্নে তুষার
street light next to tall building\n	লম্বা ভবনের পাশের স্ট্রিট লাইট 
A pastel colored sectional couch	একটি পেস্টেল বর্ণের বিভাগীয় পালঙ্ক
three zebra walking together	তিনটি জেব্রা একসাথে হাঁটছেন
a small town street scene	একটি ছোট্ট শহরের রাস্তার দৃশ্য
a creepy bug on top of a keyboard	একটি কীবোর্ডের উপরে একটি ক্রাইপি বাগ
the tennis player is swinging the racket	টেনিস খেলোয়াড় র‌্যাকেটটি দুলছে
the toilet is white	টয়লেট সাদা
player tagging baserunner	খেলোয়াড় ট্যাগিং বেসরুনার
Black umbrella above people	মানুষের উপরে কালো ছাতা
a man in a hat is eating	একটি টুপি মধ্যে একটি মানুষ খাচ্ছে
sky is blue in color.	আকাশ নীল বর্ণের।
shiny brown murky water	চকচকে বাদামি গাky় জল
boy is skating.	ছেলে স্কেটিং করছে।
a man in a blue shirt is standing in the shadows	নীল শার্টের একটি লোক ছায়ায় দাঁড়িয়ে আছে
black and white motorbike\n	কালো এবং সাদা মোটরবাইক \ n
woman is leaning against wall	মহিলা দেয়ালের বিরুদ্ধে ঝুঁকছে
the buds are closed	কুঁড়ি বন্ধ
black baseball helmet	কালো বেসবল হেলমেট
The five cows laying on the beach	পাঁচটি গরু সৈকতে শুয়ে আছে
black hand of a clock	একটি ঘড়ির কালো হাত
airplane is landing	বিমান অবতরণ করছে
fork soaked in sauce	সসের মধ্যে কাঁটা কাঁটা
The two sets of train tracks	ট্রেন ট্র্যাক দুটি সেট
a small bright red refrigerator	একটি ছোট উজ্জ্বল লাল রেফ্রিজারেটর
a square window	একটি বর্গক্ষেত্র উইন্ডো
a dog's black nose	একটি কুকুর কালো নাক
the silver is brown	রূপা বাদামি
girls are making peace signs	মেয়েরা শান্তির লক্ষণ তৈরি করছে
pump is red and yellow in color.	পাম্প লাল এবং হলুদ বর্ণের।
A woman with a tennis racquet in her hand.	একটি মহিলা টেনিস র‌্যাকেট হাতে নিয়ে।
one horse is walking in the road.	একটি ঘোড়া রাস্তায় হাঁটছে।
two pieces of luggage on top of a cart	একটি গাড়ীর উপরে দুটি টুকরো লাগেজ
man eating hot dog	মানুষ গরম কুকুর খাচ্ছে
a man in a white shirt laughs	সাদা শার্টের লোকটি হাসছে
the skirt is blue	স্কার্টটি নীল
a pizza is on the table	একটি পিজ্জা টেবিলে আছে
the short is colorful	সংক্ষিপ্ত রঙিন হয়
woman playing tennis	টেনিস খেলছেন মহিলা
People performing on a red stage	লোকে লোহিত মঞ্চে পারফর্ম করছে
Girl is holding a tennis racket.	টেনিস র‌্যাকেট ধরেছে মেয়েটি।
a helicopter on screen	পর্দায় একটি হেলিকপ্টার
A BLACK CAT	একটি কালো বিড়াল
three bottles next to the sink	সিঙ্কের পাশে তিনটি বোতল
a white microwave in the corner	কোণে একটি সাদা মাইক্রোওয়েভ
lady is in black dress.	মহিলা কালো পোশাক পরে আছে।
three elephants are seen	তিনটি হাতি দেখা যায়
a pair of black binoculars	একজোড়া কালো দূরবীন
small irregular bits of floating ice	ভাসমান বরফের ছোট ছোট অনিয়মিত বিট
a woman wearing blue jeans	নীল জিন্স পরা মহিলা
A magnifying mirror	একটি বিভক্ত আয়না
contemporary people having early 60s style surf party	সমসাময়িক লোকেরা ষাটের দশকের প্রথম দিকে স্টাইলের সার্ফ পার্টি করে
man riding snowboard	স্নোবোর্ডে চড়া লোক
The woman is wearing sunglasses.	মহিলা সানগ্লাস পরেছেন।
The television is on the table.	টেলিভিশন টেবিলে আছে।
Public bus in the city	শহরে পাবলিক বাস
maple leaf design is seen in the wings.	ডানাগুলিতে ম্যাপেল পাতার নকশা দেখা যায়।
