en	hi
five wheels on the court	कोर्ट पर पांच पहिए
Red T-shirt with white cross patch	सफेद क्रॉस पैच के साथ लाल टी-शर्ट
small white rocking chair with mother and child models in it	इसमें मां और बच्चे के मॉडल के साथ छोटी सफेद रॉकिंग कुर्सी
The comb is fine toothed.	कंघी ठीक दांतेदार है।
date stamp on the photo	फोटो पर तारीख की मोहर
Chinese characters on the sign	चिन्ह पर चीनी अक्षर
The sky is fair.	आसमान साफ ​​है।
a green court	एक हरी कोर्ट
a woman walking throw a trade fair	व्यापार मेला से गुजरती एक महिला
A crowd of people standing at the fair.	मेले में खड़े लोगों की भीड़।
a man standing on court	एक आदमी अदालत में खड़ा है
cross on a building	एक इमारत पर क्रॉस
the players shoes have spikes	खिलाड़ियों के जूते में स्पाइक्स होते हैं
A large brown block.	एक बड़ा भूरा ब्लॉक।
Man skiing fast	आदमी स्कीइंग तेजी से
the person has fair skin	व्यक्ति की त्वचा निष्पक्ष होती है
Skid foot marks on a tennis court	टेनिस कोर्ट पर स्किड फुट के निशान
a woman in a fair isle sweater	फेयर आइल स्वेटर में एक महिला
Shadow on the ground of the second racket from the left	बाईं ओर से दूसरे रैकेट की जमीन पर छाया
A backwards baseball hat on the players head.	खिलाड़ियों के सिर पर पीछे की तरफ वाली बेसबॉल टोपी।
a watermark and date	एक वॉटरमार्क और दिनांक
the toys are on the stand	खिलौने स्टैंड पर हैं
a second statue of a cow	एक गाय की दूसरी मूर्ति
large crack in tennis court	टेनिस कोर्ट में बड़ी दरार
The white ice models in the room.	कमरे में सफेद बर्फ के मॉडल।
hairy arm with fair pale skin	निष्पक्ष हाथ की त्वचा के साथ बालों वाली बांह
Paper on night stand	नाइट स्टैंड पर कागज
date stamp that reads 12/04/2010	दिनांक स्टैम्प जो 12/04/2010 को पढ़ता है
Yellow criss cross on the street by train.	ट्रेन से सड़क पर उतरता पीला क्रास।
base ball opponent players	बेस बॉल विरोधी खिलाड़ी
three baseball players playing a game	खेल खेलने वाले तीन बेसबॉल खिलाड़ी
The white bins on the second shelf of the fridge.	फ्रिज के दूसरे शेल्फ पर सफेद डिब्बे।
fine texture of feathers	पंख की ठीक बनावट
large orange and green sign giving name and date	बड़े नारंगी और हरे रंग का नाम और तारीख देते हुए
green cross on top of building	इमारत के शीर्ष पर हरे रंग की क्रॉस
colorful bus parked next to a stand and umbrella	रंगीन बस स्टैंड और छतरी के बगल में खड़ी है
a purple umbrella with little cartoon characters	बैंगनी कार्टून जिसमें छोटे कार्टून चरित्र हैं
the date is shown on the outter portion	तारीख को बाहरी भाग पर दिखाया गया है
fast moving ball towards home plate	तेजी से चलती गेंद घर की प्लेट की ओर
a fast food ordering bar	एक फास्ट फूड ऑर्डरिंग बार
The date 02/10/2009.	दिनांक 02/10/2009।
train going by fast	ट्रेन तेजी से जा रही है
date and time stamp	तारीख और समय टिकट
person has fair colored skin	व्यक्ति की त्वचा का रंग गोरा होता है
the copyright stamp on the photo	फोटो पर कॉपीराइट की मुहर
grey fine toothed comb	ग्रे ठीक दांतेदार कंघी
pizza on a butcher block table	कसाई ब्लॉक की मेज पर पिज्जा
gold Chinese characters on a red flag	लाल झंडे पर सोने के चीनी पात्र
The date stamp on the photo.	फोटो पर तारीख की मोहर।
red and white cross on man's shoulder	आदमी के कंधे पर लाल और सफेद क्रॉस
second bird is standing on car	दूसरा पक्षी कार पर खड़ा है
white lines painted on court	कोर्ट पर चित्रित सफेद लाइनें
A tennis court has snow on the surface	एक टेनिस कोर्ट में सतह पर बर्फ है
a metal stand under the seat of a bench	एक बेंच की सीट के नीचे एक धातु स्टैंड
a railing forms a corner sitting area	एक रेलिंग एक कोने के बैठने का क्षेत्र बनाती है
boy sitting cross-legged on ground	लड़का जमीन पर क्रॉस-लेग किया हुआ बैठा था
date and hotel that the photo was taken	तारीख और होटल कि तस्वीर ली गई थी
fine china with flower design	फूल डिजाइन के साथ ठीक चीन
green field next to players	खिलाड़ियों के आगे हरा मैदान
black metal cross-walk light	ब्लैक मेटल क्रॉस-वॉक लाइट
a lone spectator behind the tennis players	टेनिस खिलाड़ियों के पीछे एक अकेला दर्शक
the picture has a date stamp	तस्वीर में एक तारीख मोहर है
Calendar has star wars characters on it	कैलेंडर में इस पर स्टार वार्स कैरेक्टर हैं
spectator seats at a tennis court	टेनिस कोर्ट में दर्शक सीटें
a hard true tennis court	एक सच्चा टेनिस कोर्ट
Grate over a concrete block	एक कंक्रीट ब्लॉक पर पीसें
foreign characters on the vehicle's side	वाहन की तरफ विदेशी अक्षर
wood platform for bird to stand on	पक्षी के लिए लकड़ी का मंच
Woman going fast downhill.	तेज गति से जा रही महिला।
second floor windows	दूसरी मंजिल की खिड़कियां
second red and blue train	दूसरी लाल और नीली ट्रेन
White lamp shade on tall stand	लंबे स्टैंड पर सफेद लैंप की छटा
fast pass tickets on bus window	बस खिड़की पर तेजी से टिकट पास
an english style toilet	एक अंग्रेजी शैली का शौचालय
Large models in the park field	पार्क क्षेत्र में बड़े मॉडल
chair is decorated with Disney characters	कुर्सी को डिज्नी के पात्रों से सजाया गया है
knife on the chopping block	काट ब्लॉक पर चाकू
A bed of steel springs	स्टील स्प्रिंग्स का एक बिस्तर
this is a fast food place	यह एक फास्ट फूड जगह है
beige table lamp on stand	स्टैंड पर बेज टेबल लैंप
the tennis court	टेनिस कोर्ट
trunk of elephant forms a C	हाथी के सूंड से C बनता है
food on english muffin with yellow sauce	पीले सॉस के साथ अंग्रेजी मफिन पर खाना
This part of the court is blue	कोर्ट का यह हिस्सा नीला है
an attraction for a fair	एक मेले के लिए एक आकर्षण
blue box on tennis court	टेनिस कोर्ट पर ब्लू बॉक्स
black metal plant stand	काले धातु संयंत्र स्टैंड
the players hanging out in the dugout	डगआउट में बाहर घूमने वाले खिलाड़ी
Base of the yellow umbrella second from the left	पीले छतरी का आधार बाईं ओर से दूसरा है
the black fast forward arrow	काले तेजी से आगे तीर
Orange color night lamp with wooden stand	लकड़ी के स्टैंड के साथ नारंगी रंग का नाइट लैंप
line where block fit together	लाइन जहां ब्लॉक एक साथ फिट हो
bat stand in middle of bats	चमगादड़ के बीच में बल्लेबाजी
doilee stand is silver	डोली स्टैंड सिल्वर है
person on the court wearing black shirt	अदालत में काली शर्ट पहने व्यक्ति
different plane models are seen.	विभिन्न विमान मॉडल देखे जाते हैं।
Two press buttons of the sweater	स्वेटर के दो प्रेस बटन
Time and date stamp in corner	कोने में समय और तारीख मोहर
The stand of the t.v.	टी। वी। का स्टैंड।
sharp knife on the chopping block	चॉपिंग ब्लॉक पर तेज चाकू
second bird on right	दाईं ओर दूसरा पक्षी
woman wearing dress about to cross street	सड़क पार करने के बारे में पोशाक पहने हुए महिला
two motor cycle springs	दो मोटर साइकिल स्प्रिंग्स
a lava lamp on stand	स्टैंड पर एक लावा लैंप
black springs	काले स्प्रिंग्स
a mirror on a stand	स्टैंड पर एक दर्पण
green grass as tennis court	टेनिस कोर्ट के रूप में हरी घास
antique golf clubs and stand	प्राचीन गोल्फ क्लब और स्टैंड
wheels of train with springs	स्प्रिंग्स के साथ ट्रेन के पहिए
clear plastic French press	स्पष्ट प्लास्टिक फ्रेंच प्रेस
fine brown dirt	भूरे रंग की गंदगी
lifeguard stand is blue and white	लाइफगार्ड स्टैंड नीला और सफेद है
fast food	फास्ट फूड
a red cross on the paper	कागज पर एक लाल क्रॉस
a fast food meal served on a white plate	एक फास्ट फूड भोजन एक सफेद प्लेट पर परोसा जाता है
Dirt is on the baseball players outfit	बेसबॉल खिलाड़ियों के आउटफिट में गंदगी होती है
A cinder block wall.	एक सिंडर ब्लॉक दीवार।
Man playing tennis on purple and green tennis court.	मैन बैंगनी और हरे रंग की टेनिस कोर्ट पर टेनिस खेलता है।
Cartoon characters on his shirt	उसकी शर्ट पर कार्टून पात्र
black TV stand with flat screen	फ्लैट स्क्रीन के साथ ब्लैक टीवी स्टैंड
Some people are at the county fair	कुछ लोग काउंटी मेले में हैं
charger stand on a desk	चार्जर एक डेस्क पर है
security forces vehicle with open windows	सुरक्षा बल खुली खिड़कियों के साथ वाहन
Staircase leading to the second floor	दूसरी मंजिल की ओर जाने वाली सीढ़ी
a stand of snow covered trees	बर्फ से ढके पेड़ों का एक स्टैंड
Three different cellphone models	तीन अलग सेलफोन मॉडल
this is the cross	यह क्रॉस है
hedge bush growing outside of the tennis court	टेनिस कोर्ट के बाहर उगने वाली हेज बुश
a fine skateboard	एक बढ़िया स्केटबोर्ड
the trees in the tennis court	टेनिस कोर्ट में पेड़
wood cross	लकड़ी पार
a knife block on the shelf	शेल्फ पर एक चाकू ब्लॉक
line of trees to the left of the court	दरबार के बाईं ओर पेड़ों की कतार
surfer stand a surfboard	सर्फर एक सर्फ़बोर्ड खड़ा है
date book with plastic cover	प्लास्टिक कवर के साथ तारीख बुक
a stamp in the wood	लकड़ी में एक मोहर
yellow time and date stamp	पीला समय और तारीख मोहर
some kind of festival or fair	किसी प्रकार का त्योहार या मेला
gate/door to fence surrounding court	गेट / दरवाजे के आसपास बाड़ लगाने के लिए अदालत
The bench the players are sitting on.	खिलाड़ी जिस बेंच पर बैठे हैं।
Helmet on the second horse rider.	दूसरे घोड़े के सवार पर हेलमेट।
poles that block entrance by large vehicles	पोल जो बड़े वाहनों द्वारा प्रवेश को अवरुद्ध करते हैं
black shadow on baseball field beneath baseball players feet	बेसबॉल खिलाड़ियों के पैरों के नीचे बेसबॉल मैदान पर काली छाया
sign on brass stand	पीतल के स्टैंड पर साइन करें
Soccer players sitting on a bench	एक बेंच पर बैठे फुटबॉल खिलाड़ी
the second hand of the clock	घड़ी का दूसरा हाथ
A girl on the tennis court is preparing to hit the ball	टेनिस कोर्ट पर एक लड़की गेंद को हिट करने की तैयारी कर रही है
brick building on a city block	शहर के ब्लॉक में ईंट निर्माण
foul lines marking the court	अदालत को चिह्नित करने वाली बेईमानी लाइनें
A large screen with information about the players.	खिलाड़ियों के बारे में जानकारी के साथ एक बड़ी स्क्रीन।
part of a tennis court	एक टेनिस कोर्ट का हिस्सा
baseball players shoe	बेसबॉल खिलाड़ी जूता
a golden stand for the tub	टब के लिए एक सुनहरा स्टैंड
the trains are toy models	ट्रेन खिलौना मॉडल हैं
baseball bat in players hands	खिलाड़ियों के हाथों में बेसबॉल का बल्ला
person in black with a camera at the side of the court	अदालत के किनारे एक कैमरे के साथ काले रंग में व्यक्ति
press type electric cooking grill	प्रेस प्रकार इलेक्ट्रिक कुकिंग ग्रिल
Award for state fair pears	राज्य के निष्पक्ष नाशपाती के लिए पुरस्कार
players shorts are red	खिलाड़ी शॉर्ट्स लाल हैं
The sole of a second green shoe.	एक दूसरे हरे रंग के जूते का तलवा
the players uniform is green and white	खिलाड़ियों की वर्दी हरे और सफेद है
The yellow vase on the second shelf on the right.	दाईं ओर दूसरी शेल्फ पर पीला फूलदान।
a group of game officials at the corner of tennis court	टेनिस कोर्ट के कोने पर खेल अधिकारियों का एक समूह
large patch of grass next to fast food restaurant	फास्ट फूड रेस्तरां के बगल में घास के बड़े पैच
Silver springs on the side of bike.	बाइक के किनारे सिल्वर स्प्रिंग्स।
White copyright stamp	सफेद कॉपीराइट की मुहर
the word front on the sign in the english section	इंग्लिश सेक्शन में साइन पर सामने वाला शब्द
Chinese characters on the window	खिड़की पर चीनी पात्र
wide brown night stand	चौड़ी भूरा नाइट स्टैंड
cartoon characters on the bottle	बोतल पर कार्टून चरित्र
top glass block in wall	दीवार में शीर्ष कांच ब्लॉक
A stand with devices on it and wires behind it.	इस पर उपकरणों के साथ एक स्टैंड और इसके पीछे तारों।
Several forms of public transportation	सार्वजनिक परिवहन के कई रूप
second skateboard in picture	तस्वीर में दूसरा स्केटबोर्ड
really fast moving hand	वास्तव में तेजी से बढ़ रहा हाथ
blue television on stand	स्टैंड पर नीला टेलीविजन
The stand in the background with products the color white.	रंग सफेद उत्पादों के साथ पृष्ठभूमि में स्टैंड।
A big tv on a stand	एक स्टैंड पर एक बड़ा टीवी
group of cross country skiers	क्रॉस कंट्री स्कीयर का समूह
Screen of second laptop on desk	डेस्क पर दूसरे लैपटॉप की स्क्रीन
A time stamp	एक समय की मोहर
computer monitor on stand	स्टैंड पर कंप्यूटर मोनिटर
white forms on a keyboard	एक कीबोर्ड पर सफेद रूप
the court is made of sand	कोर्ट रेत से बना है
stone block building side	स्टोन ब्लॉक बिल्डिंग साइड
fence around the court.	अदालत के चारों ओर बाड़।
Blue scooter kick stand	नीला स्कूटर किक स्टैंड
small patch of grass beside a tennis court	एक टेनिस कोर्ट के पास घास के छोटे-छोटे टुकड़े
a fence between the field and players	मैदान और खिलाड़ियों के बीच एक बाड़
Sponsor signs hanging on the walls of the tennis court.	टेनिस कोर्ट की दीवारों पर प्रायोजक के निशान लटके हुए हैं।
Many stairs up to a second story.	कई सीढ़ियाँ एक दूसरी कहानी तक।
section of fine gray sand	महीन भूरे बालू का खंड
Blue, yellow and white stripes on players uniform.	खिलाड़ियों की वर्दी पर नीली पीली और सफेद धारियां।
