en	hi
dog reflection on a door window	एक दरवाजे की खिड़की पर कुत्ते का प्रतिबिंब
face of a skater	स्केटर का चेहरा
Cutting boards on a rack.	एक रैक पर बोर्ड काटना।
Giraffee is looking at camera and in the shade of a tree	जिराफ़ कैमरे की तरफ देख रहा है और एक पेड़ की छाँव में
A wood burning oven.	एक लकड़ी जलाने का ओवन।
a lemon wedge	एक नींबू कील
cloudless clear blue sky	स्पष्ट नीला आकाश
wakesurfer being pulled by a boat	एक नाव द्वारा खींचा जा रहा wakesurfer
Foam on top of waves	लहरों के शीर्ष पर फोम
yellow logo with circles	हलकों के साथ पीला लोगो
glass jar of parmesan cheese	परमेसन चीज़ का ग्लास जार
a zipper on the bag	थैले पर जिप्पर
a person in a wet suit	गीला सूट में व्यक्ति
Picture taken outside.	बाहर की तस्वीर।
a person holding a sign advertising tattoos and piercing	एक व्यक्ति जो एक विज्ञापन विज्ञापन टैटू और भेदी है
Toilet is white	टॉयलेट सफेद है
woman wearing white tank top	सफेद टैंक टॉप पहने महिला
the fighter jet is silver	फाइटर जेट सिल्वर है
orange bike in black and white picture	काले और सफेद तस्वीर में नारंगी साइकिल
the hand of a person	एक व्यक्ति का हाथ
orange and white traffic cone	नारंगी और सफेद यातायात शंकु
Two people on beach	समुद्र तट पर दो लोग
a man after throwing something	एक आदमी कुछ फेंकने के बाद
Cell phone in mans hand	हाथ में सेल फोन
Glass of water	पानी का गिलास
Palm trees in background	पृष्ठभूमि में ताड़ के पेड़
man wearing blue jeans	नीली जींस पहने आदमी
a green and white bus	एक हरे और सफेद बस
a chocolate and orange quarter birthday cake	एक छोकोलेट और नारंगी केक का जन्मदिन
Person holding ski poles.	स्की पोल पकडा एक आदमी
Woman lying on bed	बिस्तर पर महिला लेटी है
The cowboy fell off the horse.	चरवाहे घोड़े से गिर गए।
The number 3 in white	सफेद में नंबर 3
brick wall painted white	ईंट की दीवार सफेद रंग की
girl wearing multi-colored bracelets	लड़की बहुरंगी कंगन पहने हुए
black bear	काला भालू
trees have no leaves	पेड़ों में कोई पत्ता नहीं होता
Person wearing white shirt.	सफेद शर्ट पहने व्यक्ति।
the sky is gray	आकाश धूसर है
several large green plants planted beside the road	सड़क के किनारे कई बड़े हरे पौधे लगाए गए
building has clock on it	इमारत में घड़ी है
Small snow covered mountain	छोटा सा बर्फ से ढका पहाड़
dark wood hall way	अंधेरे लकड़ी हॉल रास्ता
racks with pot and pan lids	पॉट और पैन ढक्कन के साथ रैक
Dinner plate with sauteed steak	सईद स्टेक के साथ डिनर प्लेट
the woman is holding the statue's hand	महिला मूर्ति का हाथ पकड़े हुए है
part of a snowy landscape	एक बर्फीले परिदृश्य का हिस्सा
An egg baked on a pizza	एक अंडा पिज्जा पर बेक किया हुआ
green leaves on a tree	एक पेड़ पर हरे पत्ते
lamp with white shade	सफेद शेड वाला दीपक
a single round donut	एक गोल डोनट
the elephant is gray	हाथी धूसर होता है
large padded oven mitt	बड़े गद्देदार ओवन मिट्ट
An old rusted building	एक पुरानी जंग लगी इमारत
branches of a tree	एक पेड़ की शाखाएँ
Men in suits	सूट में पुरुष
White toilet bowl.	सफेद शौचालय का कटोरा।
a black and white image	एक काले और सफेद छवि
face of happy giraffe	प्रसन्न गिराफ़ का चेहरा
bowl of fruit on counter	काउन्टर पर फल का कटोरा
Opened pink umbrella with sun beaming down on it	उस पर नीचे सूरज की किरण के साथ खुला गुलाबी छाता
guy on a skateboard	एक स्केटबोर्ड पर आदमी
surface of a tennis court	एक टेनिस कोर्ट की सतह
White fondant	सफेद फंडेंट
Giraffe looking up against a fence	जिराफ एक बाड़ के खिलाफ देख रहे हैं
this is a table	यह मेज़ है
An umbrella to block the sun	सूर्य को अवरुद्ध करने के लिए एक छाता
White bus parked on side of street	सफेद बस सडक के किनारे खडि है
Language is not English	भाषा अंग्रेजी नहीं है
Two people are standing.	दो लोग खड़े हैं।
section of road	सड़क का खंड
Picture taken indoors.	चित्र अंदर ले गया .
Trees in early spring bloom	शुरुआती वसंत में पेड़ खिलते हैं
round silver pot	राउंड सिल्वर पॉट
there are two trains	दो ट्रेनें हैं
Green bench on field	मैदान पर हरी पीठ
this is the sky	यह आकाश है
Skateboard in the middle of a trick.	एक चाल के बीच में स्केटबोर्ड।
an onion on the pizza	पिज्जा पर एक प्याज
lunch entree on blue plate	नीली प्लेट पर दोपहर का भोजन
this is a child	यह एक बच्चा है
Sky is blue color.	आकाश नीला रंग है ।
The word Boston's on a cup.	एक कप पर बोस्टन शब्द।
the head of a person	एक व्यक्ति का सिर
A man in a suit holding up the peace sign.	एक सूट में एक आदमी शांति संकेत पकड़े हुए।
blue jacket on bench	नीली जैकेट बेंच पर
A young blonde girl	एक युवा गोरा लड़की
Red sign says STOP.	रेड साइन कहता है STOP।
a green banana	एक हरा केला
a delicious brown cake	स्वादिष्ट ब्राउन केक
man in white playing tennis	आदमी सफेद टेनिस खेल रहा है
this is the sky	यह आकाश है
Six people have stand up paddle boards	छह लोगों ने पैडल बोर्ड लगाए हैं
three people are shown	तीन लोगों को दिखाया गया है
Banana are green color.	केला हरा रंग है।
tower clock on building	निर्माण पर टॉवर घड़ी
red white blue banners	लाल सफेद नीला बैनर
the green color truck	हरा रंग ट्रक
small spot on street	छोटा स्थल
section of a red jacket	एक लाल जैकेट का खंड
Horse by a fence.	एक बाड़ से घोड़ा।
spoke of motorcycle wheel	मोटरसाइकिल के पहिये की बात की
the eggs are yellow	अंडे पीले है
a blue and red train	एक नीली और लाल ट्रेन
stones on the track	ट्रैक पर पत्थरों
red clay tennis court	लाल मिट्टी टेनिस न्यायालय
tall pole made from wood	लकड़ी से बना लंबा खंभा
the headlight of a train	एक ट्रेन की हेडलाइट
zebras in a rocky field	एक चट्टानी क्षेत्र में ज़ेबरा
there is a sink plug	एक सिंक प्लग है
People skateboarding in skateboard park.	स्केटबोर्ड पार्क में स्केटबोर्डिंग करते लोग।
this is a glove	यह एक दस्ताना है
directions for spring st	वसंत सेंट के लिए दिशा-निर्देश
St. Luke's church on the brick wall	ईंट की दीवार पर सेंट ल्यूक का चर्च
this is a man	यह एक आदमी है
this is a bird	यह एक पक्षी है
a person is standing	एक व्यक्ति खड़ा है
a slice of a carrot	एक गाजर का एक टुकड़ा
tennis	टेनिस
bike parked against building	बिल्डिंग के खिलाफ खड़ी की बाइक
this is a sky	यह एक आकाश है
the face of a very pretty girl.	बहुत सुंदर लड़की का चेहरा।
this is the sky	यह आकाश है
A red number on a phone	एक फोन पर एक लाल नंबर
this is an office chair	यह एक कार्यालय की कुर्सी है
the ears of a cat	एक बिल्ली के कान
a window on a building	इमारत पर खिड़्की
this is a mouse	यह एक माउस है
man wearing a long green coat	एक लंबे हरे कोट पहने हुए आदमी
the cow is black and white	गाय काली और सफेद होती है
the helmet is white	हेलमेट सफेद है
The man has ski boots on	आदमी के पास स्की बूट हैं
this is the sky	यह आकाश है
Military horse with rider.	सवार के साथ सैन्य घोड़ा।
two baseball players on playing field	खेल के मैदान पर दो बेसबॉल खिलाड़ी
a vehicle in the road	सड़क में एक वाहन
Various pumpkins sit on the top of the counter	विभिन्न कद्दू काउंटर के शीर्ष पर बैठते हैं
red fire engine	लाल दमकल
a person is standing	एक व्यक्ति खड़ा है
glasses on a persons face	एक व्यक्ति के चेहरे पर चश्मा
green grass in a field	एक खेत में हरी घास
a white person's hand	एक सफेद व्यक्ति हाथ
Picture taken outside.	बाहर की तस्वीर।
a few whole blueberries	कुछ पूरे ब्लूबेरी
a pair of wire rimmed glasses	तार की एक जोड़ी गिलास
An older laptop computer.	एक पुराना लैपटॉप कंप्यूटर।
the sky is blue.	आसमान नीला है।
One dog is inside the house.	एक कुत्ता घर के अंदर है।
A stop sign	एक रोकने वाला चिह्न
this is the wall	यह दीवार है
nose of a dog	कुत्ते का नाक
two dogs are running	दो कुत्ते भाग रहे हैं
Toasted bagels in a toaster oven.	टोस्टर ओवन में टोस्टेड बैगेल्स।
heavy grey rain clouds	भारी ग्रे बारिश के बादल
a bottle on a shelf	रैक पर बोतल
a yellow fire hydrant	एक पीला आग हाइड्रेंट
A row of traveling bags	यात्रा बैग की एक पंक्ति
This is a church	यह एक चर्च है
person in blue jacket in dugout area with arms resting on knees	घुटनों पर आराम करने वाले हथियारों के साथ डगआउट क्षेत्र में नीली जैकेट में व्यक्ति
a foot of a giraffe	जिराफ का एक पैर
clear blue waters in the ocean	समुद्र में साफ नीला जल
three story house on the river	नदी पर तीन कहानी घर
a silver necklace	एक चांदी का हार
Black red and white sign.	काला लाल और सफेद रंग का चिन्ह।
There is a clock on the building	भवन पर एक घड़ी लगी है
SLICE OF CHEESE PIZZA	पनीर पिज्जा की कीमत
cup filled half way with coffee	कॉफ़ी के साथ प्याला
A zebra is grazing on grass	एक ज़ेबरा घास पर चर रहा है
the sky is cloudy	आसमान में बादल हैं
MOON HAS INDIAN FACE	चंद्रमा भारतीय टीम है
man on a surfboard	सर्फबोर्ड पर आदमी
orntae meta bench	मेटा बेंच
the leaf is green	पत्ता हरा है
a green beer bottle	एक हरे रंग की बीयर की बोतल
a face of a boy	एक लड़के का चेहरा
Four lawn chairs are on the beach	चार लॉन कुर्सियाँ समुद्र तट पर हैं
a number '8' written in white	सफेद में लिखा एक संख्या '8'
Neon WINE sign	नियॉन वाइन साइन
The bear is eating	भालू खा रहा है
giraffe walking down the beach	जिराफ़ समुद्र तट के नीचे चल रहा है
framed painting on night stand	रात्रि पर बनी चित्रकलानाइट स्टैंड पर बनाई गई पेंटिंग
black and white soccer ball	काले और सफेद फुटबॉल की गेंद
shining sun	चमकता हुआ सूर्य
man wearing a gray cap	ग्रे कैप पहनाना
silver floor in station	सस्टेशन में चांदी का फर्श
a large ship in a harbor	एक बंदरगाह में एक बड़ा जहाज
the dog is sitting on the bench	कुत्ता बेंच पर बैठा है
\Both of her feet are in the air\	उसके दोनों पैर हवा में हैं
A white frisbee	एक सफेद फ्रिसबी
Skier with red parka.	लाल पार्का के साथ स्कीयर
Hat on man's head	आदमी के सिर पर टोपी
the man is jumping in the water	व्यक्ति पानी में कूद रहा है
a black and white striped zebra	एक काले और सफेद धारीदार ज़ेबरा
Giraffe in the zoo	चिड़ियाघर में जिराफ
Bear wearing red tie.	लाल टाई पहने भालू।
city bus with headlights on	शहरी बस हेडलाइट्स के साथ
letter t on a stop sign.	एक रोक संकेत पर पत्र टी।
the frisbee is yellow	फ्रिसबी पीला है
boy in green baseball cap	हरी बेसेबॉल कैप में लड़का
the sandwich is on the plate	सैंडविच प्लेट पर है
An uneaten plate of food	भोजन की एक बिना प्लेट की थाली
A table set for dinner.	खाने के लिए एक टेबल सेट।
Boy leaning down in grass	लड़का घास में झुक गया
A girl with ringlets	रिंगलेट वाली एक लड़की
part of a floor	एक मंजिल का हिस्सा
two elephants with large white tusks	दो हाथी बड़े सफेद तुस्क के साथ
Front facing clock face	सामने की ओर का मुख
the truck belongs to Newlin Grist Mill	ट्रक न्यूलिन ग्रिस्ट मिल का है
The cow is spotted.	गाय चित्तीदार है।
black sharpie medium point permanent marker	काले शार्की मध्यम बिंदु स्थायी मार्कर
yellow and blue airplane	पीला और नीला हवाई जहाज
Woman with a head scarf	सिर पर दुपट्टा रखने वाली महिला
brown house with brown roof	भूरा छत के साथ भूरा घर
purple tablecloth on table	मेज पर बैंगनी मेज़पोश
brown leaves	भूरे रंग के पत्ते
a person riding a bicycle on a busy street	एक व्यस्त सड़क पर एक साइकिल की सवारी करने वाला व्यक्ति
Blue yellow and white train.	नीली पीली और सफेद ट्रेन।
the face of the clock	घड़ी का चेहरा
large shadow on the ground	जमीन पर बड़ी छाया
Woman holding white dish.	सफ़ेद पकवान रखने वाली महिला।
yellow building with storefront	स्टोरफ्रंट के साथ पीली इमारत
outdated silver flip cell phone	पुराने सिल्वर फ्लिप सेल फोन
An orange traffic sign	एक नारंगी यातायात संकेत
the person has a color full shirt	व्यक्ति के पास पूरी रंग की शर्ट है
A school bus is reflecting in the mirror	एक स्कूल बस दर्पण में प्रतिबिंबित हो रही है
group of advertising billboards	विज्ञापन होर्डिंग का समूह
people are using the laptop	लोग लैपटॉप का उपयोग कर रहे हैं
the man holds a remote	मनुष्य एक रिमोट पकरता है
WOODEN BUNK BEDS	लकड़ी के बंक बेड
the man is eating donuts	आदमी डोनट्स खा रहा है
a female tennis player throwing the ball into the air to serve	एक महिला टेनिस खिलाड़ी गेंद को हवा में फेंक कर सेवा करने के लिए
the giraffes are eating	जिराफ खा रहे हैं
woman's shoe is grey	महिला धूसर है
Woman in a blue dress	एक नीली पोशाक में महिला
small stone on ground	जमीन पर छोटा पत्थर
the skateboarder in black	ब्लैक में स्केटबोर्डर
man on motorcycle carrying bags	मोटरसाइकिल पर आदमी बैग ले जाता है
large tree with many curvy branches	बहुत - सी मुर्गियों वाली वृक्ष
green trees in the background	पृष्ठभूमि में हरे पेड़
woman on the phone	फोन पर महिला
large pink open umbrella	बड़ा गुलाबी खुला छाता
metal clock with roman numerals	रोमन अंकों के साथ धातु घड़ी
A bird at the beach.	समुद्र तट पर एक पक्षी।
A yellow soccer jersey hanging on the line	लाइन पर लटका एक पीले फुटबॉल जर्सी
A dark shadow on the floor	फर्श पर एक अंधेरा छाया
Black bike pedal with yellow reflector.	पीले रिफ्लेक्टर के साथ काली बाइक पेडल।
a child standing on the sidewalk holding an umbrella	एक बच्चा एक छतरी पकड़े फुटपाथ पर खड़ा था
semi truck	अर्ध ट्रक
BUS WITH 3 WHEELS	3 व्हेल के साथ बस
the train conductor is dressed in his uniform	रेलगाड़ी का कंडक्टर उनके समान वर्णावस्था में पहना जाता है ।
the flowers are yellow	फूल पीले होते हैं
birds sitting on a light pole	प्रकाश ध्रुव पर बैठे पक्षी
Person wearing blue shirt.	नीली शर्ट पहने व्यक्ति।
a long passenger train on the track	ट्रैक पर एक लंबी पैसेंजर ट्रेन
man wearing snow shoes	बर्फ के जूते पहने हुए आदमी
one way sign	एक तरीका चिह्न
a tan horse with a cream colored mane	एक भूरा घोड़ा क्रीम रंगीन माने के साथ
wooden clock on the wall	दीवार पर लकड़ी की घड़ी
part of a water	एक पानी का हिस्सा
a warm flannel robe	एक गर्म फलालैन बागे
a person's hand	एक व्यक्ति का हाथ
The orange sticker on the meter.	मीटर पर नारंगी स्टिकर |
yellow and black pedestrian crossing sign	पीले और काले पेडेस्ट्रियन पारिंग चिह्न
onion rings on a tray	प्याज एक ट्रे पर बजता है
A red helicopter in a parking lot	एक पार्किंग में एक लाल हेलीकाप्टर
backwards orange slow sign	पीछे नारंगी धीमी संकेत
Coach instructing young baseball player	युवा बेसबॉल खिलाड़ी को निर्देश देते कोच
a bakery with fresh bread displayed in the window	खिड़की में प्रदर्शित ताजी रोटी के साथ एक बेकरी
a wet red t-shirt	एक गीला लाल टी-शर्ट
small tree on a cliff	एक चट्टान पर छोटा पेड़
two tomatoes on the vine	बेल पर दो टोमेट्स
Highland cattle is orange	हाइलैंड मवेशी नारंगी है
sheep running and playing together	भेड़ें दौड़ती हुई और साथ खेल रही हैं
A surfer in the water.	पानी में एक शल्यक्रिया |
a white baseball on the wheel	पहिये पर सफेद बेसबॉल
the elephant is eating	हाथी खा रहा है
man holding umbrella	छाता पकड़े आदमी
a black wheel on the stroller	घुमक्कड़ पर एक काला पहिया
food on the plate	प्लेट पर खाना
Water fountain in front of building	भवन के सामने पानी का फव्वारा
A zucchini and squash covered pizza	एक तोरी और स्क्वैश पिज्जा
bread and cheese with bacon and pepper	बेकन और मिर्च के साथ रोटी और पनीर
A parked car	एक खड़ी कार
two zebras together	एक साथ दो ज़ेबरा
a yellow and gray train on the tracks	पटरियों पर एक पीले और भूरे रंग की ट्रेन
orange tabby laying on a bed	एक बिस्तर पर नारंगी टैबी बिछाना
vintage looking mirror frame	विंटेज दिखने वाला मिरर फ्रेम
Head is not visible.	सिर दिखाई नहीं दे रहा है।
a ripe orange orange	एक पका हुआ संतरा
Wood floor in kitchen	रसोई में लकड़ी का फर्श
the tire of a vehicle	एक वाहन का टायर
Nemesis written on side of plane.	हवाई जहाज के किनारे पर लिखा गया
clock atop black pointy post	घड़ी ऊपर काली नुकीली पोस्ट
neighborhood near the train tracks	ट्रेन की पटरियों के पास पड़ोस
front wheel of a car	कार के सामने चक्र
a man in a suit	एक सूट में एक आदमी
Man wearing tan pants.	तन की पैंट पहने आदमी।
crowded market street scene	भीड़भाड़ वाले बाजार सड़क दृश्य
two sunlights on roof	छत पर दो धूप
unidentified flying object.	अज्ञात फ्लाइंग ऑब्जेक्ट।
A metal water bowl with a rubber base	रबर बेस के साथ एक धातु पानी का कटोरा
A PERSON'S HEAD	एक व्यक्ति का सिर
a person on the snow	बर्फ पर एक व्यक्ति
a green leaf of a plant	पौधे का हरा पत्ता
a window on a bus	एक बस में एक खिड़की
a white board	व्हाईट बोर्ड
White baseball with red trim in the air.	सफेद बेसबॉल हवा में लाल ट्रिम के साथ।
Green mobile phone	हरा मोबाइल फोन
three white sinks in a public bathroom	एक सार्वजनिक बाथरूम में तीन सफेद सिंक
boy in blue shirt	लड़का नीली शर्ट में
recessed ceiling light	सीलिंग लाइट
a black stop light	एक ब्लैक स्टॉप लाइट
white sheep	सफेद भेड़
cat sitting on car	बिल्ली कार पर बैठी
A clear blue sky	एक साफ नीला आकाश
Three giraffes	तीन जिराफ
front part of a boat	एक नाव का सामने का हिस्सा
Lady with an open white umbrella.	खुली सफेद छतरी वाली महिला
there is snow on the ground	जमीन पर बर्फ है
a person standing	एक व्यक्ति खड़ा है
Two persons playing frisbee	दो व्यक्ति फ्रिसबी खेलते हैं
box of multicolored paints	बहु रंगीन पेंट का डिब्बा
A wooden fence	लकड़ी की बाड़
electrical appliances	बिजली के उपकरण
a small red tag	एक छोटा लाल टैग
Two lights on the left front side of the train.	ट्रेन के बायीं ओर दो बत्तियाँ।
tall metal pole	लम्बा धातु ध्रुव
part of a tree	पेड़ का एक हिस्सा
island beach scene	द्वीप बीच का दृश्य
the head of an adult man	एक वयस्क व्यक्ति का सिर
A giraffe is into the camera.	एक जिराफ़ कैमरे में है।
part of a screen	एक स्क्रीन का हिस्सा
the hand of a boy	एक लड़के का हाथ
blue sky	नीला आकाश
you have the power sign	आपके पास शक्ति चिह्न है
Black and yellow bike near skateboarder.	स्केटबोर्डर के पास काले और पीले रंग की बाइक।
A chocolate covered doughut.	एक चॉकलेट कवर आटा।
a man riding a horse	एक आदमी घोड़े की सवारी करता है
green bushy landscape	हरी झाड़ीदार परिदृश्य
A city street scene is shown	शहर का एक दृश्य दिखाया गया है
The dog is sticking his tongue out.	कुत्ता अपनी जीभ बाहर निकाल रहा है।
Terracotta colored flower pot with plant in it.	इसके पौधे के साथ टेरैकोट्टा रंग का पुष्प
green trees on a cliff above the sea	समुद्र के ऊपर एक चट्टान पर हरे पेड़
Three little girls playing outside a tent.	एक टेंट के बाहर खेलती तीन छोटी लड़कियाँ।
Large black clock face on the building.	इमारत पर बड़ी काली घड़ी का चेहरा।
long wing of airplane	हवाई जहाज की लंबी विंग
snow on the mountains	पहाड़ों पर बर्फ
Man carrying a surf board	सर्फ बोर्ड ले जाने वाला आदमी
young boy sitting on toilet	टॉयलेट पर बैठा जवान लड़का
Baseball player swinging bat	बेसबॉल खिलाड़ी स्विंग बल्लेबाजी
Water is blue color.	पानी नीला रंग है।
A gray and white cat.	एक ग्रे और सफेद बिल्ली।
the black bear in the forest	वन में काले भालू
part of the sky	आकाश का हिस्सा
An outdoor commercial area.	एक बाहरी वाणिज्यिक क्षेत्र
White birthday cake with icing	आइसिंग के साथ व्हाइट बर्थडे केक
blue barrels are stacked up	नीले बैरल इकट्ठा किया गया है
An orange cat sitting in a vehicle.	एक नारंगी बिल्ली जो एक वाहन में बैठी थी।
A round brown clock.	एक गोल भूरे रंग की घड़ी।
Two blonde furred bears playing in the water.	दो सुनहरे बालों वाली भालू पानी में खेल रही थी।
A gray sky full of clouds.	बादलों से भरा एक धूसर आकाश।
The girl has on black shorts.	लड़की के काले शॉर्ट्स हैं।
gray tip of clock tower	घड़ी टॉवर की ग्रे टिप
A clock with roman numerals	रोमन अंकों के साथ एक घड़ी
Front hoof of a horse.	घोड़े के आगे का खुर।
colorful unframed poster on wall with a large skeleton depicted	एक बड़े कंकाल के साथ दीवार पर रंगीन अपरिचित पोस्टर
The bus is a double decker.	बस एक डबल डेकर है।
Silver back of a mirror on a motorcycle.	एक मोटरसाइकिल पर दर्पण का सिल्वर
man wearing blue hat	आदमी नीली टोपी पहने हुए
decorative city clock	सजावटी शहर की घड़ी
The zebra is black and white.	ज़ेबरा काले और सफेद है।
a temporary fence with cloth material	कपड़ा सामग्री के साथ एक अस्थायी बाड़
green bowl on coffee table	कॉफी टेबल पर हरी कटोरी
A guy playing wii.	एक आदमी wii खेल रहा है।
Doughnuts in a case.	एक मामले में डोनट्स।
keyboard is black and bulky	कुंजीपटल काला और भारी है
pineapples in boat	नाव में पिनअप्प्लेस
Man with dreadlocks in his hair	अपने बालों में ड्रेडलॉक्स के साथ आदमी
A display of baked goods.	पके हुए माल का प्रदर्शन।
Woman in pink top on the phone	फोन पर गुलाबी टॉप में महिला
The water is green.	पानी हरा है
a red caboose of a train	एक ट्रेन के एक लाल टैक्सी
a person snowboarding	एक व्यक्ति स्नोबोर्डिंग
Five cows in a field.	एक क्षेत्र में पांच गाय |
tennis ball is round and yellow	टेनिस बॉल गोल और पीले रंग की होती है
man with a smile	एक मुस्कान के साथ आदमी
boat cabin is blue	नाव केबिन नीला है
Large oval black sign with white lettering.	सफेद अक्षर के साथ बड़े अंडाकार काले संकेत।
The white word STOP on a sign.	एक संकेत पर सफेद शब्द STOP।
the ocean	महासागर
The animals are cows	जानवर गाय हैं
Man enjoying surfing in Ocean	महासागर में सर्फिंग का आनंद लेते हुए आदमी
Goat has many horns	बकरी के कई सींग होते हैं
man is surfing in the ocean	आदमी समुद्र में सर्फिंग कर रहा है
a man who has little hair	एक आदमी जिसके छोटे बाल हैं
partially eaten pizza	आंशिक रूप से पिज्जा खाया
sandwich and french fries	सैंडविच और फ्रेंच फ्राइज़
Photographer's name in the lower left corner	निचले बाएं कोने में फोटोग्राफर का नाम
man walking in rain with umbrella	छाता के साथ बारिश में चलना आदमी
body of water beside hill	पहाड़ी के बगल में पानी का शरीर
part of lamp	दीपक का हिस्सा
this is a bear	यह एक भालू है
windshield on right side of truck	ट्रक के दाईं ओर विंडशील्ड
this is a woman	यह एक महिला है
Missing slice in pizza	पिज्जा में छूटी हुई स्लाइस
donut is black and brown	डोनट काला और भूरा है
A red train engine.	एक लाल ट्रेन का इंजन।
Round white plate with food on it.	उस पर खाने के साथ गोल सफेद प्लेट।
shoe is blue with blue laces	जूता नीली लेस के साथ नीला है
this is a giraffe	यह एक जिराफ है
this is a kite	यह एक पतंग है
part of a door handle	एक दरवाजे के हैंडल का हिस्सा
part of the sky	आकाश का हिस्सा
White bowl sitting on counter	काउंटर पर बैठे सफेद कटोरे
these zebras are drinking water	ये ज़ेबरा पानी पी रहे हैं
part of some green grass	कुछ हरी घास का हिस्सा
bicyclists riding side by side	साइकिल सवार अगल-बगल
a shiny black SUV driving down the street	सड़क के नीचे एक चमकदार काली एसयूवी
brown horse in the grass	घास में भूरा घोड़ा
white bird on vase.	कलश पर सफेद पक्षी।
black bear walking on grass	घास पर चलने वाला काला भालू
this is a goalkeeper	यह एक गोलकीपर है
a tennis ball in mid-air	मध्य हवा में एक टेनिस बॉल
plane is large and bulky	विमान बड़ा और भारी है
this is a kite	यह एक पतंग है
Flags are on the wall.	दीवार पर झंडे लगे हैं।
four vertical balloons	चार ऊर्ध्वाधर गुब्बारे
A black and white cat.	एक काली और सफेद बिल्ली।
the sand is brown	रेत भूरी है
yellow and blue train next to platform	पीले और नीली रेलगाड़ी के बगल में प्लेटफार्म
one horse is seen.	एक घोड़ा देखा जाता है।
large iced cake	बड़े टुकड़े केक
this is a zebra	यह एक ज़ेबरा है
Ground is grey color.	ग्राउंड ग्रे रंग का है।
this is a table	यह एक मेज है
Grey tall grass growing over the wall.	दीवार के ऊपर उगने वाली धूसर घास।
part of a white top	एक सफेद शीर्ष का हिस्सा
A brown oat on a spoon.	एक चम्मच पर एक भूरे रंग का जई।
a little girl sitting on the ground with her teddy bear	एक छोटी - सी लड़की उसकी भालू के साथ जमिन पर बैठी थी ।
A snowboarder in red.	लाल रंग में एक स्नोबोर्डर।
A man snowboarder in the air.	हवा में एक आदमी स्नोबोर्डर।
this is the gray letter T	यह ग्रे अक्षर T है
Black and white zebra	काला और सफ़ेद ज़ेबरा
Man holding a donut.	डोनट पकड़े हुए आदमी
Large kite in the sky.	आकाश में बड़ी पतंग।
this is a rock	यह एक चट्टान है
The clear blue sky.	साफ नीला आकाश।
edge of a glass	एक गिलास का किनारा
black and white flying seagulls	काले और सफेद उड़ान सीगल
car is metal and silver	कार धातु और चांदी है
a woman looking at a cell phone	एक महिला कोशिका फोन पर देख रही है
part of the sky	आकाश का हिस्सा
man in military uniform speaking	सैन्य बोलने वाले व्यक्ति
meter with hour glass figure	घंटे ग्लास आंकड़ा के साथ मीटर
Tall brown telephone pole	टेलीफोन ध्रुव
shadow of a tennis racket	एक टेनिस रैकेट की छाया
section of blue sky	नीले आकाश का खंड
giraffe with one visible eye	एक दृश्य नेत्र के साथ गिराफ़
woman wearing yellow safety vest	पीले रंग की सुरक्षा बनियान पहने महिला
The dog is sleeping.	कुत्ता सो रहा है।
part of the ground	जमीन का हिस्सा
Part of a pamphlet or magazine on table	मेज पर एक पुस्तिका या पत्रिका का हिस्सा
man in a white shirt wearing a yellow tie	आदमी एक सफेद कुर्ते में पीला टाई पहने हुए
yellow circles on the side of the train car	ट्रेन कार के बगल में पीले घेरा
brown spot on grass	घास पर भूरे रंग का धब्बा
Two trains are on two tracks	दो ट्रेनें दो पटरियों पर हैं
Sir John Betjeman is on the front of the train.	ट्रेन के सामने सर जॉन बेटजमैन है।
this is a ship	यह एक जहाज है
The bowl of orange soup	संतरे का सूप
yellow street sign with black arrow	काला तीर के साथ पीला सड़क पर हस्ताक्षर
white and tan dog facing down	सफेद और तन कुत्ते का सामना करना पड़ रहा है
this is a wii player	यह एक wii खिलाड़ी है
the words are green	शब्द हरे हैं
dog jumping in the air	हवा में कूदता कूद
this is a carpet	यह एक कालीन है
A CAT ON THE DESK TOP	डेस्क टॉप पर एक कैट
part of the floor	मंजिल का हिस्सा
this is a picture	यह एक तस्वीर है
this is a knife	यह एक चाकू है
part of the sky	आकाश का हिस्सा
Person is in the air.	व्यक्ति हवा में है।
dish is black and iron	थाली काला और लोहे का है ।
brown horse roaming the field	भूरा घोड़ा क्षेत्र में घूम रहा है
three skateboarders on a ramp	एक रैंप पर तीन स्केटबोर्डर्स
ground is red and stone	जमीन लाल और पत्थर है
Bird in the sky.	आकाश में पक्षी।
door is black and open	दरवाजा काला और खुला है
a red snowboard with black and white lettering	काले और सफेद अक्षर के साथ एक लाल स्नोबोर्ड
Black and white picture of cows.	गाय की काले और सफेद तस्वीर
sign is black with logos	साइन लोगो के साथ काला है
A glass sits on a table.	एक मेज पर एक गिलास बैठता है।
stop sign is red and white	स्टॉप साइन लाल और सफेद है
water is wavy and unclear	पानी लहरदार और अस्पष्ट है
brown bear is standing	भूरा भालू खड़ा है
man is riding surfboard	आदमी सर्फबोर्ड की सवारी कर रहा है
tree is lush and green	पेड़ रसीला और हरा है
image is a photo	छवि एक तस्वीर है
baseball field is green and brown	बेसबॉल मैदान हरा और भूरा है
a brown and black dog	एक भूरा और काला कुत्ता
a man wearing a hat	एक आदमी टोपी पहने हुए
boat is white and blue	नाव सफेद और नीली है
yellow x in a black circle	एक काले घेरे में पीली एक्स
truck driving down road near buildings	इमारतों के पास सड़क के नीचे ट्रक
