en	ml
teddy bear in chair	കസേരയിൽ ടെഡി ബിയർ
bears in and near stream	സ്ട്രീമിലും സമീപത്തും വഹിക്കുന്നു
a box holding fruit	ഫലം പിടിക്കുന്ന ഒരു പെട്ടി
Table in a living room	ഒരു സ്വീകരണ മുറിയിലെ പട്ടിക
a cart loaded with green bananas	പച്ച വാഴപ്പഴം നിറച്ച ഒരു വണ്ടി
wood and metal bench	മരം, മെറ്റൽ ബെഞ്ച്
tall green pointy roof	ഉയരമുള്ള പച്ച പോയിന്റി മേൽക്കൂര
a beef hot dog is on a bun	ഒരു ബീഫ് ഹോട്ട് ഡോഗ് ഒരു ബണ്ണിലാണ്
Six zebras are in the picture.	ആറ് സീബ്രകൾ ചിത്രത്തിലുണ്ട്.
a happy man working at a fruit market	ഒരു പഴം ചന്തയിൽ ജോലി ചെയ്യുന്ന സന്തുഷ്ടനായ മനുഷ്യൻ
sun glasses on a skier	ഒരു സ്കീയറിൽ സൺ ഗ്ലാസുകൾ
a jar of cherry jam	ചെറി ജാമിന്റെ ഒരു പാത്രം
four black cell phones	നാല് കറുത്ത സെൽ ഫോണുകൾ
a metal post	ഒരു മെറ്റൽ പോസ്റ്റ്
red and white STOP sign	ചുവപ്പും വെള്ളയും STOP ചിഹ്നം
a fluffy grey zombie teddy bear	ചാരനിറത്തിലുള്ള സോംബി ടെഡി ബിയർ
Gold doorknob on bathroom door	ബാത്ത്റൂം വാതിലിൽ സ്വർണ്ണ ഡോർക്നോബ്
a black cat walking across a floor	ഒരു തറയിൽ കുറുകെ നടക്കുന്ന ഒരു കറുത്ത പൂച്ച
jet flying in sky	ജെറ്റ് ആകാശത്ത് പറക്കുന്നു
people standing among displays at convention	കൺവെൻഷനിൽ പ്രദർശനത്തിനിടയിൽ നിൽക്കുന്ന ആളുകൾ
dog in the water	നായ വെള്ളത്തിൽ
a computer monitor	ഒരു ബാഗ് കോട്ടൺ മിഠായി
reflection of dog in car mirror	കാർ കണ്ണാടിയിൽ നായയുടെ പ്രതിഫലനം
front wheel of a bike	ഒരു ബൈക്കിന്റെ മുൻ ചക്രം
yellow food truck	യെല്ലോ ഫുഡ് ട്രക്ക്
sheep running on the grass	പുല്ലിൽ ഓടുന്ന ആടുകൾ
airplane on the tarmac	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
traffic jam in a city	ഒരു നഗരത്തിലെ ഗതാഗത തിരക്ക്
stylish vintage white motorcycle	സ്റ്റൈലിഷ് വിന്റേജ് വൈറ്റ് മോട്ടോർസൈക്കിൾ
beak of a sandpiper	ഒരു മണൽ പൈപ്പറിന്റെ ചുണ്ട്
White shirt on a man	ഒരു പുരുഷന്റെ മേൽ വെള്ള ഷർട്ട്
the black and silver handle of a suitcase	ഒരു സ്യൂട്ട്‌കേസിന്റെ കറുപ്പും വെള്ളിയും കൈകാര്യം ചെയ്യുക
three zebras drinking water	മൂന്ന് സീബ്രകൾ വെള്ളം കുടിക്കുന്നു
a group of four giraffes	നാല് ജിറാഫുകളുടെ ഒരു സംഘം
square flat screen computer monitor	സ്ക്വയർ ഫ്ലാറ്റ് സ്ക്രീൻ കമ്പ്യൂട്ടർ മോണിറ്റർ
man is carrying suitcase	മനുഷ്യൻ സ്യൂട്ട്കേസ് വഹിക്കുന്നു
The photo is black and white.	ഫോട്ടോ കറുപ്പും വെളുപ്പും ആണ്.
white metal ice machine	വൈറ്റ് മെറ്റൽ ഐസ് മെഷീൻ
a man stretching his arm above head	തലയ്ക്ക് മുകളിൽ കൈ നീട്ടുന്ന ഒരാൾ
a tasty food item	ഒരു രുചികരമായ ഭക്ഷണ ഇനം
huge hill of hay	പുല്ലിന്റെ വലിയ മല
man smiling wearing glasses	കണ്ണട ധരിച്ച മനുഷ്യൻ
the motorcycle is black	മോട്ടോർ സൈക്കിൾ കറുത്തതാണ്
blue and white sign	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
Two coca cola cans	രണ്ട് കൊക്കകോള ക്യാനുകൾ
unmade blankets on a bed	ഒരു കട്ടിലിൽ നിർമ്മിക്കാത്ത പുതപ്പുകൾ
brown stuffed teddy bear	സ്റ്റഫ് ചെയ്ത ടെഡി ബിയർ
blue visor on the player's head	കളിക്കാരന്റെ തലയിൽ നീല വിസർ
set of cows in field	വയലിലെ പശുക്കളുടെ കൂട്ടം
Brown wood chair near table.	ടേബിൾളിന്റെ സമീപം ബ്രൗൺ മരം കസേര.
a multicolored umbrella	ഒരു മൾട്ടി കളർ കുട
window on a wall	ഒരു ചുവരിൽ ജനൽ
a giraffe with its head turned	തല തിരിഞ്ഞ ഒരു ജിറാഫ്
two white paper plates	രണ്ട് വൈറ്റ് പേപ്പർ പ്ലേറ്റുകൾ
the blue plastic necklace of the woman	സ്ത്രീയുടെ നീല പ്ലാസ്റ്റിക് മാല
a large aqua blue and red airplane	ഒരു വലിയ അക്വാ നീല, ചുവപ്പ് വിമാനം
Man wearing blue helmet.	നീല ഹെൽമെറ്റ് ധരിച്ച മനുഷ്യൻ.
A white laptop computer	ഒരു വെളുത്ത ലാപ്‌ടോപ്പ് കമ്പ്യൂട്ടർ
man hunched over	മനുഷ്യൻ ഒഴിഞ്ഞുമാറി
An airplane sitting on the terminal.	ടെർമിനലിൽ ഇരിക്കുന്ന ഒരു വിമാനം.
A lot of oranges.	ധാരാളം ഓറഞ്ചുകൾ.
a shampoo bottle on the table	മേശപ്പുറത്ത് ഒരു ഷാംപൂ കുപ്പി
A group of sheep.	ഒരു കൂട്ടം ആടുകൾ.
large amount of flowers on a bike	ഒരു ബൈക്കിൽ ധാരാളം പൂക്കൾ ഇരിക്കുന്നു
elephant trunk curled at end	ആന തുമ്പിക്കൈ അവസാനം ചുരുണ്ടു കിടക്കുന്നു
the people are playing baseball	ആളുകൾ ബേസ്ബോൾ കളിക്കുന്നു
The plane is parked	വിമാനം പാർക്ക് ചെയ്തിരിക്കുന്നു
piece of steak on plate	പാത്രത്തിലെ സ്റ്റീക്ക് കഷണം
front of a train	ഒരു ട്രെയിനിന്റെ മുൻവശം
person standing out in snow	മഞ്ഞുവീഴ്ചയിൽ നിൽക്കുന്ന വ്യക്തി
number 91 on the bus	ബസ്സിലെ നമ്പർ 91
cell phone in hands	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
Nintendo wii controller	നിന്റെൻഡോ വൈ കൺട്രോളർ
the head of a man	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
two women have finished surfing	രണ്ട് സ്ത്രീകൾ സർഫിംഗ് പൂർത്തിയാക്കി
Grey wing of plane	വിമാനത്തിന്റെ ചാരനിറത്തിലുള്ള ചിറക്
man playing tennis	ദ്വീപ് ബീച്ച് രംഗം
Man in black shirt	കറുത്ത കുപ്പായത്തിൽ മനുഷ്യൻ
Man about to serve a tennis ball	ഒരു ടെന്നീസ് പന്ത് വിളമ്പാൻ മനുഷ്യൻ
the man is skiing	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
bare deciduous trees in winter	ശൈത്യകാലത്ത് ഇലപൊഴിയും മരങ്ങൾ
The zebra is eating	സീബ്ര കഴിക്കുന്നു
people standing by the water	കുഞ്ഞ് ആന
the man is surfing	മനുഷ്യൻ സർഫിംഗ് ചെയ്യുന്നു
the man has a spoon	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
black rain boots	കറുത്ത മഴ ബൂട്ട്
a small silver laptop computer	ഒരു ചെറിയ വെള്ളി ലാപ്‌ടോപ്പ് കമ്പ്യൂട്ടർ
the crowd of people	ജനക്കൂട്ടം
The orange cone sits next to the plane.	ഓറഞ്ച് കോൺ വിമാനത്തിന് അടുത്തായി ഇരിക്കുന്നു.
Mother elephant carrying foliage to eat	ഭക്ഷിക്കാൻ സസ്യജാലങ്ങൾ വഹിക്കുന്ന അമ്മ ആന
the horse is eating	കുതിര തിന്നുന്നു
White banner with black lettering	ഒരു കെട്ടിടത്തിലെ വലിയ വിൻഡോ
thin black plane propeller	നേർത്ത കറുത്ത വിമാനത്തിന്റെ പ്രൊപ്പല്ലർ
a yellow and white bus	മഞ്ഞ, വെള്ള ബസ്
black and white tennis racket	കറുപ്പും വെളുപ്പും ടെന്നീസ് റാക്കറ്റ്
Sign annoucing promotion of refrigerator.	റഫ്രിജറേറ്ററിന്റെ പ്രമോഷൻ അനൗൺസ് ചെയ്യുന്ന സൈൻ
motorcycle on inside display	മോട്ടോർ സൈക്കിൾ അകത്തെ ഡിസ്‌പ്ലേയിൽ
white letters that spell tennis	ടെന്നീസ് ഉച്ചരിക്കുന്ന വെളുത്ത അക്ഷരങ്ങൾ
Cat sleeping on the comforter	ആശ്വാസകന്റെ മുകളിൽ ഉറങ്ങുന്ന പൂച്ച
meat sandwich on a table	മേശപ്പുറത്ത് ഒരു ഇറച്ചി കൊണ്ടുള്ള സാൻഡ്‌വിച്ച്
Two birds sitting on a tree branch.	ഒരു മരക്കൊമ്പിൽ ഇരിക്കുന്ന രണ്ട് പക്ഷികൾ.
a man standing in the train	ഒരാൾ തീവണ്ടിയിൽ നിൽക്കുന്നു
A bus driving down the road	റോഡിലൂടെ ഒരു ബസ് ഓടിക്കുന്നു
citizen volunteer on back of shirt	ഷർട്ടിന്റെ പുറകിൽ പൗരൻ സന്നദ്ധപ്രവർത്തകൻ
Green safari style hat on top of the body.	ശരീരത്തിന് മുകളിൽ പച്ച സഫാരി സ്റ്റൈൽ തൊപ്പി.
neon store sign on door	വാതിൽക്കൽ നിയോൺ സ്റ്റോർ ചിഹ്നം
clean water on the stones	കല്ലുകളിൽ ശുദ്ധജലം
An orange Frisbee in the air	വായുവിൽ ഒരു ഓറഞ്ച് ഫ്രിസ്ബീ
ground covered in sand	മണലിൽ പൊതിഞ്ഞ നിലം
Wooden floor in the bathroom	കുളിമുറിയിൽ തടികൊണ്ടുള്ള തറ
Large square green sign.	വലിയ ചതുര പച്ച ചിഹ്നം.
grape tomatos	മുന്തിരി തക്കാളി
MAN WITH UMBRELLA IN RAIN	റെയിനിൽ അംബ്രെല്ലയുമായി മനുഷ്യൻ
knife on the table.	മേശപ്പുറത്ത് കത്തി.
a red light above a road	റോഡിന് മുകളിൽ ഒരു ചുവന്ന ലൈറ്റ്
a store front sign.	ഒരു സ്റ്റോർ മുൻ ചിഹ്നം.
a man wearing a orange safety vest	ഓറഞ്ച് സുരക്ഷാ വസ്ത്രം ധരിച്ച ഒരാൾ
a circular globe of light lining the walkway	നടപ്പാതയിൽ ഒരു വൃത്താകൃതിയിലുള്ള ഗ്ലോബ് ലൈറ്റ്
Woman eating a slice of pizza.	ഒരു സ്ലൈസ് പിസ്സ കഴിക്കുന്ന സ്ത്രീ.
Grey and red truck	ഗ്രേ, റെഡ് ട്രക്ക്
a skinny brown bear	ഒരു മെലിഞ്ഞ തവിട്ട് കരടി
white truck on the street	തെരുവിൽ വെളുത്ത ട്രക്ക്
orange cone near tire	ടയറിനടുത്തുള്ള ഓറഞ്ച് കോൺ
woman is walking with a kid	സ്ത്രീ ഒരു കുട്ടിയുമായി നടക്കുന്നു
the water is blue.	വെള്ളം നീലയാണ്.
A woman wearing a striped shirt	വരയുള്ള ഷർട്ട് ധരിച്ച ഒരു സ്ത്രീ
man riding a brown horse	മനുഷ്യൻ തവിട്ടുനിറത്തിലുള്ള കുതിര സവാരി ചെയ്യുന്നു
a crowd of people at the beach	കടൽത്തീരത്ത് ഒരു കൂട്ടം ആളുകൾ
yellow frisbee rolling on side	മഞ്ഞ ഫ്രിസ്‌ബീ വശത്ത് ഉരുളുന്നു
streetlight with round globe	റൗണ്ട് ഗ്ലോബുള്ള സ്ട്രീറ്റ്ലൈറ്റ്
A frisbee is in mid air.	ഒരു ഫ്രിസ്‌ബീ വായുവിലാണ്.
a small laptop computer	ഒരു ചെറിയ ലാപ്‌ടോപ്പ് കമ്പ്യൂട്ടർ
Nice clear blue water	നല്ല നീല വെള്ളം
a tall yellow fire hydrant	ഒരു ഉയരമുള്ള മഞ്ഞ അഗ്നിശമന ഹൈഡ്രന്റ്
Man skateboarding at night.	രാത്രിയിൽ സ്കേറ്റ്ബോർഡിംഗ് ചെയ്യുന്ന ഒരാൾ.
headlight on small black car	ചെറിയ കറുത്ത കാറിൽ ഹെഡ്‌ലൈറ്റ്
a lot of parked bicycles	പാർക്ക് ചെയ്തിരിക്കുന്ന ധാരാളം സൈക്കിളുകൾ
Brown horse pulling carriage	തവിട്ട് കുതിര വലിക്കുന്ന വണ്ടി
The tree has leaves on it.	മരത്തിൽ ഇലകളുണ്ട്.
a cement patio on the beach	കടൽത്തീരത്ത് ഒരു സിമൻറ് നടുമുറ്റം
a plate with a knife on it	ഒരു പ്ലേറ്റ്ഇൽ ഒരു കത്തി
a black dog with curly hair	ചുരുണ്ട മുടിയുള്ള ഒരു കറുത്ത നായ
A black and white photograph	കറുപ്പും വെളുപ്പും ഫോട്ടോ
part of a ground	കുഞ്ഞ് ആന
This is a jar of jelly that is on the counter	ഇത് ക .ണ്ടറിലെ ജെല്ലിയുടെ ഒരു പാത്രമാണ്
three players at bat	മൂന്ന് കളിക്കാർ ബാറ്റിൽ
man surfing some waves	മനുഷ്യൻ ചില തിരമാലകൾ തിരയുന്നു
path covered in snow	മഞ്ഞുമൂടിയ പാത
a very tall snow covered mountain.	വളരെ ഉയരമുള്ള മഞ്ഞുമൂടിയ പർവ്വതം.
black computer key board behind sandwich	സാൻഡ്‌വിച്ചിന് പിന്നിലുള്ള കറുത്ത കമ്പ്യൂട്ടർ കീ ബോർഡ്
the pizza is cooked.	പിസ്സ പാകം ചെയ്യുന്നു.
vase made of ceramics	സെറാമിക്സ് കൊണ്ട് നിർമ്മിച്ച വാസ്
He is wearing a red hat.	അവൻ ചുവന്ന തൊപ്പി ധരിക്കുന്നു.
man holding a black bat	കറുത്ത ബാറ്റ് പിടിച്ചിരിക്കുന്ന മനുഷ്യൻ
a white visor	ഒരു വെളുത്ത വിസർ
The pole the street signs are mounted on.	തെരുവ് അടയാളങ്ങൾ ധരിച്ചിരിക്കുന്ന ധ്രുവം.
orange vehicle in background	പശ്ചാത്തലത്തിൽ ഓറഞ്ച് വാഹനം
pile of green beans	പച്ച പയർ കൂമ്പാരം
part of the sky	കുഞ്ഞ് ആന
the door of an airplane	ഒരു വിമാനത്തിന്റെ വാതിൽ
white plate with yellow and gold edges	മഞ്ഞ, സ്വർണ്ണ അരികുകളുള്ള വെളുത്ത പാത്രം
Front of yellow bus	മഞ്ഞ ബസിന്റെ മുൻവശത്ത്
part of the sky	കുഞ്ഞ് ആന
man inside a small plane	ഒരു ചെറിയ വിമാനത്തിനുള്ളിൽ മനുഷ്യൻ
part of a wheel	കുഞ്ഞ് ആന
a blue and white train	നീലയും വെള്ളയും ഉള്ള ട്രെയിൻ
a person next to a horse	ഒരു കുതിരയുടെ അടുത്തുള്ള ഒരാൾ
A truck is parked.	ഒരു ട്രക്ക് പാർക്ക് ചെയ്തിരിക്കുന്നു.
the tail of an elephant	ആനയുടെ വാൽ
Picture of a workshop.	ഒരു വർക്ക് ഷോപ്പിന്റെ ചിത്രം.
a white leather love seat is in the room	മുറിയിൽ ഒരു വെളുത്ത ലെതർ ലവ് സീറ്റ് ഉണ്ട്
Large yellow sign with black letters	കറുത്ത അക്ഷരങ്ങളുള്ള വലിയ മഞ്ഞ ചിഹ്നം
net behind home plate	ഹോം പ്ലേറ്റിന് പിന്നിലുള്ള വല
a blue knit hat	ഒരു നീല നിറത്തിലുള്ള തൊപ്പി
a young boy playing games	ഗെയിമുകൾ കളിക്കുന്ന ഒരു കൊച്ചുകുട്ടി
black leather catcher's mitt	കറുത്ത ലെതർ ക്യാച്ചറിന്റെ മിറ്റ്
reflection on the glass.	ഗ്ലാസിലെ പ്രതിഫലനം.
sand on the ground.	നിലത്ത് മണൽ.
Skateboard in the air	ചുവപ്പ് വെള്ള, നീല തലം എഞ്ചിൻ
black traffic signal light	കറുത്ത ട്രാഫിക് സിഗ്നൽ ലൈറ്റ്
Four sheep are in the picture.	നാല് ആടുകൾ ചിത്രത്തിലുണ്ട്.
Second kite from the right.	വലതുഭാഗത്ത് നിന്ന് രണ്ടാമത്തെ കൈറ്റ്.
White and grey house in landscape background	ലാൻഡ്‌സ്‌കേപ്പ് പശ്ചാത്തലത്തിൽ വെള്ളയും ചാരനിറത്തിലുള്ള വീട്
a grey gravelly shore	ചാരനിറത്തിലുള്ള ചരൽ തീരം
the white dirty tusk of a gentle elephant	സൗമ്യമായ ആനയുടെ വെളുത്ത വൃത്തികെട്ട പല്ല്
A cave opening.	ഒരു ഗുഹ തുറക്കൽ.
this is a train	ഇതൊരു ട്രെയിൻ ആണ്
man is surfing	മനുഷ്യൻ സർഫിംഗ് ചെയ്യുന്നു
The sky is clear.	ആകാശം വ്യക്തമാണ്.
a bedroom	ഒരു ബാഗ് കോട്ടൺ മിഠായി
woman looking off screen	സ്‌ക്രീനിൽ നിന്ന് നോക്കുന്ന സ്ത്രീ
this is a man	ഇത് ഒരു മനുഷ്യനാണ്
a man surfing	ഒരു കറുത്ത ട്രാഷ് ബാഗ്.
An alarm clock	ഒരു അലാറം ക്ലോക്ക്
a hand holding a tennis racket	ഒരു കൈ ടെന്നീസ് റാക്കറ്റ് പിടിക്കുന്നു
A large group of asian women riding bikes	ബൈക്ക് ഓടിക്കുന്ന ഏഷ്യൻ വനിതകളുടെ ഒരു വലിയ സംഘം
Rolls of metal on a train car	ഒരു ട്രെയിൻ കാറിൽ ലോഹത്തിന്റെ റോളുകൾ
Woman riding bicycle on road	റോഡിൽ സൈക്കിൾ ഓടിക്കുന്ന സ്ത്രീ
Two full bottles of milk	നിറയെ പാലുള്ള രണ്ടു കുപ്പികൾ
green loading door on building	കെട്ടിടത്തിന്റെ പച്ച ലോഡിംഗ് വാതിൽ
Green liquid in mug	മൊന്തയിൽ പച്ച ദ്രാവകം
the head of a brown bear.	തവിട്ടുനിറത്തിലുള്ള കരടിയുടെ തല.
train traveling on rails	റെയിലുകളിൽ യാത്ര ചെയ്യുന്ന ട്രെയിൻ
brown tabby cat on a window sill	ഒരു വിൻഡോ സില്ലിലൂടെ തവിട്ടുനിറത്തിലുള്ള ടാബി പൂച്ച
guy with brown hair	ബ്രൗൺ നിറമുള്ള മുടിയുള്ളയാൾ
tan tabletop with electronic devices	ഇലക്ട്രോണിക് ഉപകരണങ്ങളുള്ള ടാൻ ടാബ്‌ലെറ്റ്
blue handle of scissors	കത്രികയുടെ നീല പിടി
long neck of giraffe	ദ്വീപ് ബീച്ച് രംഗം
Th head of the zebra	സീബ്രയുടെ തല
step by step photo on how to make pizza	പിസ്സ എങ്ങനെ ഉണ്ടാക്കാം എന്നതിനെക്കുറിച്ചുള്ള ഘട്ടം ഘട്ടമായുള്ള ഫോട്ടോ
A baseball game	ഒരു ബേസ്ബോൾ ഗെയിം
a skateboarder soarding through the air	ഒരു സ്കേറ്റ്ബോർഡർ വായുവിലൂടെ കുതിക്കുന്നു
asian meal on a plate	ഒരു പ്ലേറ്റിൽ ഏഷ്യൻ ഭക്ഷണം
two yellow doors	രണ്ട് മഞ്ഞ വാതിലുകൾ
a horse playing in the water.	ഒരു കുതിര വെള്ളത്തിൽ കളിക്കുന്നു.
Clear and blue sky	തെളിഞ്ഞ നീലാകാശം
a wooden coffee table.	ഒരു മരം കൊണ്ടുള്ള കാപ്പി മേശ.
giraffe sitting on ground	ജിറാഫ് നിലത്ത് ഇരിക്കുന്നു
tan two-door refrigerator	ടാൻ രണ്ട് - വാതിൽ റഫ്രിജറേറ്റർ
man surfing in the ocean	ദ്വീപ് ബീച്ച് രംഗം
this is a podium	ഇതൊരു പോഡിയമാണ്
part of a floor	കുഞ്ഞ് ആന
a taupe army jeep	ഒരു ട്യൂപ്പ് ആർമി ജീപ്പ്
plane taking off	വിമാനം പറന്നുയരുന്നു
A group of several people attempting to surf	നിരവധി ആളുകൾ സർഫ് ചെയ്യാൻ ശ്രമിക്കുന്നു
Three lights hanging from ceiling.	മേൽക്കൂരയിൽ നിന്ന് വിളക്കുകൾ തൂക്കിയിരിക്കുന്നു.
panda is on sign	പാണ്ട അടയാളത്തിലാണ്
a couple embracing.	ഒരു ദമ്പതികൾ ആലിംഗനം ചെയ്യുന്നു.
a man walking beside an elephant	ആനയുടെ അരികിലൂടെ നടക്കുന്ന ഒരാൾ
Tiny red and green apple.	ചെറിയ ചുവപ്പും പച്ചയും ആപ്പിൾ.
two motorcycles are parked in a parking lot	രണ്ട് മോട്ടോർസൈക്കിളുകൾ ഒരു പാർക്കിംഗ് സ്ഥലത്ത് പാർക്ക് ചെയ്തിരിക്കുന്നു
this is a tennis player	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
orange neon eyeglasses on sign	ചിഹ്നത്തിൽ ഓറഞ്ച് നിയോൺ കണ്ണട
a traffic signal.	ഒരു ഗതാഗത അടയാളം
Large brick buildings with windows.	ജാലകങ്ങളുള്ള വലിയ ഇഷ്ടിക കെട്ടിടങ്ങൾ.
a brown crunchy noodle	തവിട്ടുനിറത്തിലുള്ള ക്രഞ്ചി നൂഡിൽ
brown bear outdoors somewhere	തവിട്ടുനിറത്തിലുള്ള കരടി എവിടെയെങ്കിലും
a man squatting down	ഒരാൾ താഴെ ഇരിക്കുന്നു
White number 4 in blue sign.	നീല ചിഹ്നത്തിൽ വെളുത്ത അക്കം 4.
White wave on the water	വെള്ളത്തിൽ വെളുത്ത തരംഗം
The trashcan is white.	ചവറ്റുകുട്ട വെളുത്തതാണ്.
window of the truck	ട്രക്കിന്റെ വിൻഡോ
this is a horse	ഇതൊരു കുതിരയാണ്
In flight passenger airplane	ഫ്ലൈറ്റ് പാസഞ്ചർ വിമാനത്തിൽ
the man's black hat	മനുഷ്യന്റെ കറുത്ത തൊപ്പി
Blue circular sticker on post.	തൂണിൽ നീല വൃത്താകൃതിയിലുള്ള സ്റ്റിക്കർ.
large RON LEE letters on wall	ചുമരിൽ വലിയ റോൺ ലീ അക്ഷരങ്ങൾ
broccoli starting to grow	ബ്രൊക്കോളി വളരാൻ തുടങ്ങുന്നു
The person is wearing a baseball mitt.	വ്യക്തി ഒരു ബേസ്ബോൾ മിറ്റ് ധരിക്കുന്നു.
bird on a blue thing	ഒരു നീല നിറത്തിലുള്ള പക്ഷി
traffic light above the road	റോഡിന് മുകളിലുള്ള ട്രാഫിക് ലൈറ്റ്
a woman drinks a shot	ഒരു സ്ത്രീ ഒരു ഷോട്ട് കുടിക്കുന്നു
a dog hanging it's head out of a window.	ഒരു നായ അതിന്റെ വിൻഡോയിൽ നിന്ന് തല തൂക്കിയിടുന്നു.
Man is wearing a white tank top	മനുഷ്യൻ ഒരു വൈറ്റ് ടാങ്ക് ടോപ്പ് ധരിക്കുന്നു
man is wearing earbuds	മനുഷ്യൻ ഇയർബഡുകൾ ധരിക്കുന്നു
a skateboard under the person	വ്യക്തിയുടെ കീഴിൽ ഒരു സ്കേറ്റ്ബോർഡ്
zebras grazing in brown grass	തവിട്ടുനിറത്തിലുള്ള പുല്ലിൽ മേയിക്കുന്ന സീബ്രകൾ
a canoe on the water	വെള്ളത്തിൽ ഒരു പീരങ്കി
this is a plant	ഇതൊരു ചെടിയാണ്
the white window above the toilet	ടോയ്‌ലറ്റിന് മുകളിലുള്ള വെളുത്ത ജാലകം
baby elephant walking in front of its mother	കുഞ്ഞ് ആന അമ്മയുടെ മുന്നിൽ നടക്കുന്നു
man holding a red umbrella	ചുവന്ന കുട പിടിക്കുന്ന മനുഷ്യൻ
edge of a roof	മേൽക്കൂരയുടെ അറ്റം
the tail is blue	വാൽ നീലയാണ്
lady wearing red dress	ചുവന്ന വസ്ത്രം ധരിച്ച സ്ത്രീ
overcast skies with sun shining	മൂടിക്കെട്ടിയ ആകാശത്തിൽ സൂര്യൻ തിളങ്ങുന്നു
A GRAY HELMET	ഒരു ചാര ശിരോകവജം
a woman petting a giraffe.	ഒരു സ്ത്രീ ജിറാഫിനെ വളർത്തുന്നു.
nice fireplace area in home	വീട്ടിലെ നല്ല അടുപ്പ് പ്രദേശം
this is a man	ഇത് ഒരു മനുഷ്യനാണ്
a bear standing in water	ഒരു കരടി വെള്ളത്തിൽ നിൽക്കുന്നു
black and yellow and green logo	കറുപ്പും മഞ്ഞയും പച്ചയും ലോഗോ
Ski lift at the top of the hill	കുന്നിൻ മുകളിൽ സ്കീ ലിഫ്റ്റ്
the blue maroon orange and yellow tail of a plane	ഒരു വിമാനത്തിന്റെ നീല മെറൂൺ ഓറഞ്ച്, മഞ്ഞ നിറങ്ങൾ ഉള്ള വാൽ
no bottles warning label	മുന്നറിയിപ്പ് ലേബലുകളൊന്നുമില്ല
green sign with black figure on it	പച്ച ചിഹ്നത്തിൽ കറുത്ത ചിഹ്നം
this is a train	ഇതൊരു ട്രെയിൻ ആണ്
woman leaning her head on a man's shoulder	ഒരു പുരുഷൻ്റെ തോളിൽ സ്ത്രീ ചാരിയിരിക്കുന്നു
design is on board	രൂപകൽപ്പന ബോർഡിലാണ്
Duck with a green head	പച്ച തലയുള്ള താറാവ്
a train emerging from a tunnel	ഒരു തുരങ്കത്തിൽ നിന്ന് ഇറങ്ങിവരുന്ന ട്രെയിൻ
man leaving a place	മനുഷ്യൻ ഒരു സ്ഥലം വിടുന്നു
a small brown tea pot	ഒരു ചെറിയ തവിട്ട് ടീ കലം
part of a grass	കുഞ്ഞ് ആന
woman with glasses on	കണ്ണട ധരിച്ച സ്ത്രീ
part of a court	ഒരു കോടതിയുടെ ഭാഗം
A man playing Wii	Wii കളിക്കുന്ന ഒരാൾ
this is a lady	ഇത് ഒരു സ്ത്രീയാണ്
a patch of green and brown vegetation	പച്ച, തവിട്ട് സസ്യങ്ങളുടെ ഒരു പാച്ച്
camera on a stuffed elephant	സ്റ്റഫ് ചെയ്ത ആനയിലെ ക്യാമറ
a computer screen.	ഒരു കമ്പ്യൂട്ടർ സ്ക്രീൻ.
grimace on face of man	മനുഷ്യന്റെ മുഖത്ത് ക്രൂരത
head of a cat	നിലത്ത് കറുത്ത പുള്ളി
this is a kitchen	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
leaky melted cheese drips	ചോർന്ന ഉരുകിയ ചീസ് ഡ്രിപ്പ്സ്
the woman wears glasses	സ്ത്രീ കണ്ണട ധരിക്കുന്നു
a baseball player headed to base	ഒരു ബേസ്ബോൾ കളിക്കാരൻ അടിസ്ഥാനത്തിലേക്ക്
red and white stop sign	കുഞ്ഞ് ആന
the green opened umbrella	തുറന്ന പച്ച കുട
a winter scene	ഒരു ശീതകാല രംഗം
the head of a man	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
the head of a man	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
the homemade tortilla pizza	ഭവനങ്ങളിൽ ടോർട്ടില്ല പിസ്സ
green stripes on black shorts	കറുത്ത ഷോർട്ട്സിൽ പച്ച വരകൾ
bench in the woods	കാട്ടിൽ ബെഞ്ച്
Cat is lying in bed.	പൂച്ച കട്ടിലിൽ കിടക്കുന്നു.
two people riding horses	ഒരു കെട്ടിടത്തിലെ വലിയ വിൻഡോ
rainbow colored flag	മഴവില്ല് നിറമുള്ള പതാക
part of a floor	കുഞ്ഞ് ആന
Two zebra head is focused.	രണ്ട് സീബ്ര തല കേന്ദ്രീകരിച്ചിരിക്കുന്നു.
