en	ml
a fence behind the players	കളിക്കാർക്ക് പിന്നിൽ ഒരു വേലി
jelly jar on top of a chopping block	ഒരു ചോപ്പിംഗ് ബ്ലോക്കിന് മുകളിൽ ജെല്ലി പാത്രം
Back of court is green.	മൈതാനത്തിന്റെ പിൻഭാഗം പച്ചയാണ്.
many wires criss-cross overhead	കുരിശ്‌അടയാളത്തിലുള്ള പല വയറുകൾ ഉയരത്തിൽ നിൽക്കുന്നു
People waiting to cross street	തെരുവ് മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന ആളുകൾ
crumbly english muffin bread	ക്രംബിലി ഇംഗ്ലീഷ് മഫിൻ ബ്രെഡ്
tennis court with white stripes	വെളുത്ത വരകളുള്ള ടെന്നീസ് കോർട്ട്
a daytime picture of a couple cross country skiing	ക്രോസ് കൺട്രി സ്കീയിംഗിങ്ങ് ചെയ്യുന്ന ദമ്പതികളുടെ ഒരു പകൽ ചിത്രം
a white sign with black Asian characters going vertically	വെളുത്ത ചിഹ്നം ഉള്ള കറുത്ത ഏഷ്യൻ പ്രതീകങ്ങൾ കുറുകെ പോകുന്നു
Asian characters written on a sign	ഒരു ചിഹ്നത്തിൽ എഴുതിയ ഏഷ്യൻ പ്രതീകങ്ങൾ
the blue painted do not cross line on the train platform	നീല നിറം തീവണ്ടി പ്ലാറ്റഫോംമിൽ വര കടന്നു പോകരുത്
a fine silver pocket watch	മികച്ച സിൽവർ പോക്കറ്റ് വാച്ച്
Blue scooter kick stand	ബ്ലൂ സ്കൂട്ടർ കിക്ക് സ്റ്റാൻഡ്
marked pedestrian cross walk	അടയാളപ്പെടുത്തിയ കാൽനട ക്രോസ് വാക്ക്
block of green water in front of surfer	സർഫറിന് മുന്നിലൂടെ പച്ചവെള്ളത്തിന്റെ ബ്ലോക്ക്
a rounded edged wood block	വൃത്താകൃതിയിലുള്ള മരം ബ്ലോക്ക്
sheep running really fast	ആടുകൾ വളരെ വേഗത്തിൽ ഓടുന്നു
the necktie has a circle cross motif	നെക്റ്റിക്ക് ഒരു സർക്കിൾ ക്രോസ് മോട്ടിഫ് ഉണ്ട്
the blue 28 on the back of the players shirt	കളിക്കാരന്റെ ഷർട്ടിന്റെ പുറകിലുള്ള നീല 28
large tennis court	വലിയ ടെന്നീസ് കോർട്ട്
a celtic cross stone monument	ഒരു കെൽറ്റിക് ക്രോസ് സ്റ്റോൺ സ്മാരകം
A TV stand	ഒരു ടിവി സ്റ്റാൻഡ്
this is a blue court	ഇതൊരു നീല കളിസ്ഥലമാണ്
hind leg forms one quadrant	പിൻ‌കാലുകൾ‌ ഒരു ക്വാഡ്രൻറ് രൂപപ്പെടുത്തുന്നു
the steeple has a cross on top	സ്റ്റീപ്പിളിന് മുകളിൽ ഒരു കുരിശുണ്ട്
baseball players signing autographs	ഓട്ടോഗ്രാഫ് ഒപ്പിടുന്ന ബേസ്ബോൾ കളിക്കാർ
the date says 7-1	തീയതി 7-1 പറയുന്നു
A women skiing fast.	വേഗത്തിൽ സ്കീയിംഗ് ചെയ്യുന്ന സ്ത്രീ
the players shoes have spikes	കളിക്കാരന്റെ ഷൂസിന് സ്പൈക്കുകളുണ്ട്
2010 date in black	2010 തീയതി കറുപ്പിൽ
littleyiye photographers stamp	ലിറ്റിൽയിയി ഫോട്ടോഗ്രാഫർമാർ സ്റ്റാമ്പ്
the sport is cross country	ക്രോസ്സ് കൺട്രി ഒരു കായികമാണ്
A black and brown dog fast asleep on the couch.	കറുത്തതും തവിട്ടുനിറമുള്ളതുമായ ഒരു നായ കട്ടിലിൽ വേഗത്തിൽ ഉറങ്ങുന്നു.
silver and black french coffee press on shelf	ഷെൽഫിലെ വെള്ളിയും, കറുപ്പും ഫ്രഞ്ച് കോഫി പ്രസ്സ്
Green grass forms the ground.	പച്ച പുല്ല് ഗ്രൗണ്ടിൽ രൂപാന്തരപ്പെടുന്നു
a advertisement for highland springs	ഹൈലാൻഡ് സ്പ്രിങ്ങ്സ് പരസ്യം
Red table with fast food above it	ചുവന്ന മേശയുടെ മുകളിലുള്ള ഫാസ്റ്റ്ഫുഡ്
yellow safety tape at a tennis court	ഒരു ടെന്നീസ് കോർട്ടിലെ മഞ്ഞ സുരക്ഷാ ടേപ്പ്
Silver springs on the side of bike.	ബൈക്കിന്റെ വശത്ത് വെള്ളി നിറത്തിലെ സ്പ്രിംഗ്‌
Three baseball players on baseball field.	ബേസ്ബോൾ മൈതാനത്ത് മൂന്ന് ബേസ്ബോൾ കളിക്കാർ.
leaves on tennis court	ടെന്നീസ് കോർട്ടിൽ ഇലകൾ
a skate boarder going fast	ഒരു സ്കേറ്റ് ബോർഡർ വേഗത്തിൽ പോകുന്നു
The night stand is wooden.	നൈറ്റ് സ്റ്റാൻഡ് വുഡൻ ആണ്
Light green tennis court	ഇളം പച്ച ടെന്നീസ് കോർട്ട്
a mirror on a stand	ഒരു സ്റ്റാന്റിൽ ഒരു കണ്ണാടി
Name and date on the bottom right corner.	ചുവടെ വലത് കോണിലുള്ള പേരും തീയതിയും.
players name on his shirt	കളിക്കാരുടെ പേര് അവന്റെ ഷർട്ടിൽ
a cross walk across street white pattern	റോഡിലെ വെളുത്ത വരയ്ക്ക് കുറുകെ സീബ്ര ക്രോസ്സ് ലൈൻ
4 players on the court	കോർട്ടിൽ നാല് കളിക്കാർ
the second street light	രണ്ടാമത്തെ തെരുവ് വെളിച്ചം
a group of people watching the baseball players	ഒരു കൂട്ടം ആളുകൾ ബേസ്ബോൾ കളിക്കാരെ കാണുന്നു
an attraction for a fair	ഒരു മേളയ്ക്കുള്ള ആകർഷണം
a butcher block with knives	കത്തികളുള്ള ഒരു കശാപ്പ് ബ്ലോക്ക്
the models perky lips	മോഡലിന്റെ പെർകി ചുണ്ടുകൾ
gold religious cross on top of golden ball	സ്വർണ്ണ പന്തിന്റെ മുകളിൽ സ്വർണ്ണ മത കുരിശ്
yellow stand	മഞ്ഞ തട്ട്
two bicyclists waiting to cross intersection	കവല മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന രണ്ട് സൈക്കിൾ യാത്രക്കാർ
Young woman in grey sweatshirt hoping to block frisbee.	ചാരനിറത്തിലുള്ള സ്‌വറ്റ്ഷർട്ടിലുള്ള യുവതി ഫ്രിസ്‌ബിയെ തടയുമെന്ന് പ്രതീക്ഷിക്കുന്നു.
second level of building	കെട്ടിടത്തിന്റെ രണ്ടാം നില
Coming fast around the bend	വളവിന് ചുറ്റും വേഗത്തിൽ വരുന്നു
gold Chinese characters on a red flag	ചുവന്ന പതാകയിൽ സ്വർണ്ണ ചൈനീസ് പ്രതീകങ്ങൾ
Two female tennis players shaking hands	രണ്ട് വനിതാ ടെന്നീസ് കളിക്കാർ കൈ കുലുക്കുന്നു
young female date wearing a purple rhinestone sleeveless gown	ഒരു പർപ്പിൾ റിൻ‌സ്റ്റോൺ സ്ലീവ്‌ലെസ് ഗൗൺ ധരിച്ച യുവതി
easel stand for painting	പെയിന്റിംഗിനുള്ള ഈസൽ സ്റ്റാന്റ്
stand full of baseball fans	ബേസ്ബോൾ ആരാധകർ നിറഞ്ഞ സ്റ്റാന്റ്
two motor cycle springs	രണ്ട് മോട്ടോർ സൈക്കിൾ സ്പ്രിങ്ങുകൾ
Chinese characters on the sign	ചിഹ്നത്തിലെ ചൈനീസ് പ്രതീകങ്ങൾ
the players socks are blue	കളിക്കാരുടെ സോക്സ് നീലയാണ്
the button to press for the light is below the signal	ലൈറ്റ് സിഗ്നലിനായി അമർത്തേണ്ട ബട്ടൺ താഴെയാണ്
a woman walking throw a trade fair	വ്യാപാര മേളയിലൂടെ നടക്കുന്ന ഒരു സ്ത്രീ
grey concrete cross by the building	കെട്ടിടത്തിൽ ചാരനിറത്തിലുള്ള കോൺക്രീറ്റ് ക്രോസ്
Yellow time and date stamp	മഞ്ഞ സമയവും തീയതിയും ഉള്ള സ്റ്റാമ്പും
baseball bat in players hands	കളിക്കാരുടെ കൈകളിലെ ബേസ്ബോൾ ബാറ്റ്
do not block intersection sign is above the right lane must turn right sign	കവല ചിഹ്നം വലത് പാതയ്ക്ക് മുകളിലായി തടയരുത് വലത് ചിഹ്നം തിരിക്കണം
Dresser with dinosaur models on top	മുകളിൽ ദിനോസർ മോഡലുകളുള്ള ഡ്രെസ്സർ
the side of the second train	രണ്ടാമത്തെ ട്രെയിനിന്റെ വശം
Man helping child stand on snowboard	സ്നോബോർഡിൽ നിൽക്കാൻ കുട്ടിയെ സഹായിക്കുന്ന മനുഷ്യൻ
a second statue of a cow	പശുവിന്റെ രണ്ടാമത്തെ പ്രതിമ
Man stand in crane	ക്രെയിനിൽ നിൽക്കുന്നു മനുഷ്യൻ
green wall on tennis court	ടെന്നീസ് കോർട്ടിന്റെ പച്ച മതിൽ
a man sitting on a cement block	സിമൻറ് ബ്ലോക്കിൽ ഇരിക്കുന്ന ഒരാൾ
players shorts are red	കളിക്കാരുടെ ഷോർട്ട്സ് ചുവപ്പാണ്
Man standing on a tennis court	ഒരു ടെന്നീസ് കോർട്ടിൽ നിൽക്കുന്ന മനുഷ്യൻ
The traffic lights stand out a lot.	ട്രാഫിക് ലൈറ്റുകൾ വളരെയധികം വേറിട്ടുനിൽക്കുന്നു.
green floor next to court	മൈതാനത്തിന്അടുത്തുള്ള പച്ച തറ
The man's hand forms a fist	ആ മനുഷ്യൻ മുഷ്ടി ചുരുട്ടി പിടിക്കുന്നു
horse running fast with cowboy on the back	കുതിര സവാരിക്കാരനുമായി കുതിര വേഗത്തിൽ ഓടുന്നു
second car attached to train engine	ട്രെയിൻ എഞ്ചിനിൽ ഘടിപ്പിച്ചിരിക്കുന്ന രണ്ടാമത്തെ കാർ
a red don't cross signal.	ഒരു ചുവപ്പ് സിഗ്നൽ ക്രോസ് ചെയ്യരുത്.
three black Japanese characters	മൂന്ന് കറുത്ത ജാപ്പനീസ് പ്രതീകങ്ങൾ
White cross walk in road	റോഡിലെ വൈറ്റ് ക്രോസ് വാക്ക്
mini hi-fi on small stand	ചെറിയ സ്റ്റാൻഡിലെ മിനി ഹൈ-ഫൈ
car moving incredibly fast	അവിശ്വസനീയമാംവിധം വേഗത്തിൽ നീങ്ങുന്നു കാർ
extremely fast bullet train	വളരെ വേഗതയുള്ള ബുള്ളറ്റ് ട്രെയിൻ
Blue border around tennis court	ടെന്നീസ് കോർട്ടിന് ചുറ്റും നീല അതിർത്തി
a table filled with assorted models and tools	വിവിധ തരം മോഡലുകളും ഉപകരണങ്ങളും നിറഞ്ഞ ഒരു ടേബിൾ
A date underneath a clock face	ഒരു ക്ലോക്ക് മുഖത്തിന് ചുവടെയുള്ള തീയതി
group of cross country skiers	തുറസ്സായ മഞ്ഞു പ്രതലത്തിലൂടെ തെന്നിപ്പായുന്ന ഒരു കൂട്ടം
several baseball players in the dugout	ഡഗൗട്ടിൽ നിരവധി ബേസ്ബോൾ കളിക്കാർ
baseball players dressed in red and gray	ചുവപ്പും ചാരനിറവും ധരിച്ച ബേസ്ബോൾ കളിക്കാർ
The net on a tennis court	ഒരു ടെന്നീസ് കോർട്ടിലെ വല
People with umbrellas waiting to cross the street.	തെരുവ് മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന കുടകളുള്ള ആളുകൾ.
A wooden stand	ഒരു വുഡൻ സ്റ്റാന്റ്
couple guys walking on tennis court	ടെന്നീസ് കോർട്ടിൽ നടക്കുന്ന കപ്പിൾസ്
metal stand for ropes	കയറുകൾക്കുള്ള മെറ്റൽ സ്റ്റാൻഡ്
Big springs on the bottom of train.	ട്രെയിനിന്റെ അടിയിൽ വലിയ സ്പ്രിങ്ങുകൾ .
press type electric cooking grill	ഇലക്ട്രിക് പാചക ഗ്രിൽ അച്ച്
dark wooden wash stand	ഇരുണ്ട തടി വാഷ് സ്റ്റാൻഡ്
umbrella to block sun	സൂര്യനെ തടയാനുള്ള കുട
teal sign with white asian characters	വെളുത്ത ഏഷ്യൻ പ്രതീകങ്ങളുള്ള ടീൽ ചിഹ്നം
microphone on angled stand	ആംഗിൾ സ്റ്റാൻഡിലെ മൈക്രോഫോൺ
Bread dough cross hatched design	ക്രോസ് ഹാച്ചിട് ഡിസൈൻ ഉള്ള ബ്രെഡിന്റെ മാവ്
soccer players connect chin and forehead	സോക്കർ കളിക്കാർ താടിയും നെറ്റിയും കൂട്ടിമുട്ടിക്കുന്നു
players waiting in dugout	ഡഗഔട്ടിൽ കാത്തിരിക്കുന്ന കളിക്കാർ
tennis players shadow on court	കോർട്ടിൽ ടെന്നീസ് കളിക്കാരിയുടെ നിഴൽ
a door on the side of the court	കോർട്ടിന്റെ വശത്ത് ഒരു വാതിൽ
The players are male.	കളിക്കാർ പുരുഷന്മാരാണ്.
Baseball team players in the dugout	ഒറ്റത്തടി വള്ളത്തിൽ ബേസ്ബോൾ ടീം കളിക്കാർ
shadow on tennis court.	ടെന്നീസ് കോർട്ടിൽ നിഴൽ.
date stamp of photo	ഫോട്ടോയുടെ തീയതി സ്റ്റാമ്പ്
a wooden block sitting on the table	മേശപ്പുറത്ത് ഇരിക്കുന്ന ഒരു മരം ബ്ലോക്ക്
a fruit stand with lots of fruits and vegetables	ധാരാളം പഴങ്ങളും പച്ചക്കറികളും ഉള്ള ഒരു ഫ്രൂട്ട് സ്റ്റാൻഡ്
spikes on a players shoe	കളിക്കാരുടെ ഷൂവിൽ സ്പൈക്കുകൾ
doilee stand is silver	ഡോയിലീ സ്റ്റാന്റ് വെള്ളിയാണ്
Three baseball players are in the field.	മൂന്ന് ബേസ്ബോൾ കളിക്കാർ കളത്തിലുണ്ട്.
block of white text	വെളുത്ത വാചകത്തിന്റെ ബ്ലോക്ക്
Man sits floor cross legged	മനുഷ്യൻ ഫ്ലോറിൽ കാല് ക്രോസ്സ് ചെയ്ത് ഇരിക്കുന്നു
grass tennis court	പുൽ ടെന്നീസ് മൈതാനം
second red and blue train	രണ്ടാമത്തെ ചുവപ്പ്, നീല ട്രെയിൻ
Cather's mit for hand protection against fast pitches.	ഫാസ്റ്റ് പിച്ചുകളിൽ നിന്ന് കൈ സംരക്ഷണത്തിനായി കാതേർസ് മിറ്റ്.
man is waiting to cross	മനുഷ്യൻ കടക്കാൻ കാത്തിരിക്കുന്നു
a time and date stamp	ഒരു സമയ, തീയതി സ്റ്റാമ്പ്
people enjoying themselves at the fair	മേളയിൽ ആളുകൾ സ്വയം ആസ്വദിക്കുന്നു
A sign for the 550 west block of Bliss Ct.	ബ്ലിസ് സിടിയുടെ അഞ്ഞൂറ്റി അമ്പത് പടിഞ്ഞാറൻ ബ്ലോക്കിലേക്കുളള ഒരു അടയാളം.
The water is flowing fast	വെള്ളം അതിവേഗത്തിൽ ഒഴുകുന്നു
Watermark, showing copyright date.	വാട്ടർമാർക്ക്, പകർപ്പവകാശ തീയതി കാണിക്കുന്നു.
Part of the tennis court is green.	ടെന്നീസ് കോർട്ടിന്റെ ഭാഗം പച്ചയാണ്.
Green and red tennis court	പച്ചയും, ചുവപ്പും ടെന്നീസ് കോർട്ട്
A indoor tennis court.	ഇൻഡോർ ടെന്നീസ് കോർട്ട്.
A bed of steel springs	ഉരുക്ക് സ്പ്രിങ്ങുകൾ ഉള്ള ഒരു കിടക്ക
display models of cell phones	സെൽ‌ഫോണുകളുടെ മോഡലുകൾ‌ പ്രദർശിപ്പിച്ചിരിക്കുന്നു
a lone spectator behind the tennis players	ടെന്നീസ് കളിക്കാർക്ക് പിന്നിൽ ഒരു കാഴ്ചക്കാരൻ
Cement forms sticking out of ground.	സിമൻറ് രൂപങ്ങൾ നിലത്തു നിന്ന് പുറത്തുകടക്കുന്നു.
A time stamp	ഒരു ടൈം സ്റ്റാമ്പ്
fast food hot dogs and onion rings	ഫാസ്റ്റ് ഫുഡ് ഹോട്ട് ഡോഗുകളും ഒണിയൻ റിങ്സുo
owners manual for a panini press	പാനിനി പ്രസ്സിനായി ഉടമകളുടെ മാനുവൽ
Asian characters on side of building	കെട്ടിടത്തിന്റെ വശത്തുള്ള ഏഷ്യൻ പ്രതീകങ്ങൾ
an orange sign with written characters	ഒരു ഓറഞ്ച് ചിഹ്നത്തിൽ എഴുതിയ പ്രതീകങ്ങൾ ഉണ്ട്
truck has two white Chinese characters	ട്രക്കിന് രണ്ട് വെളുത്ത ചൈനീസ് പ്രതീകങ്ങളുണ്ട്
a copy of vanity fair is displayed	വാനിറ്റി മേളയുടെ ഒരു പകർപ്പ് പ്രദർശിച്ചിട്ടുണ്ട്
a baseball players bat	ഒരു ബേസ്ബോൾ കളിക്കാരൻ ബാറ്റ് ചെയ്യുന്നു
advertising to the state fair is mounted on the lamp post	സംസ്ഥാന മേളയിലേക്കുള്ള പരസ്യം വിളക്ക് പോസ്റ്റിൽ സ്ഥാപിച്ചിരിക്കുന്നു
A stand of trees along the edge of the lake	തടാകത്തിന്റെ അരികിലുള്ള മരങ്ങളുടെ ഒരു കൂട്ടം
The tennis players arm extended.	ടെന്നീസ് കളിക്കാരന്റെ കൈ നീട്ടിയിരിക്കുന്നു.
a hand moving too fast for the camera	ക്യാമറ വളരെ വേഗത്തിൽ ചലിക്കുന്നു
Four baseball players on field.	മൈതാനത്ത് നാല് ബേസ്ബോൾ കളിക്കാർ.
A cross on a tower.	ഗോപുരത്തിന്റെ മുകളിൽ ഒരു കുരിശ്.
White writing on a blue court.	നീല കോർട്ടിൽ വെളുത്ത എഴുത്ത്.
Shadow on the ground of the second racket from the left	ഇടതുവശത്ത് നിന്നുള്ള രണ്ടാമത്തെ റാക്കറ്റിന്റെ നിലത്ത് നിഴൽ
a wood night stand.	തടി മേശ
Snow covered cross walk	മഞ്ഞ് മൂടിയ ക്രോസ്സ് വാക്ക്
green grass by tennis court	പച്ച പുല്ല് ഉള്ള ടെന്നീസ് കോർട്ട്
The brick wall behind the court	കോർട്ടിന് പിന്നിലെ ഇഷ്ടിക മതിൽ
a railing forms a corner sitting area	ഒരു റെയിലിംഗ് ഒരു കോണിൽ ഇരിക്കുന്ന സ്ഥലമായി മാറുന്നു
Banana shaped yellow banana stand	വാഴപ്പഴത്തിന്റെ ആകൃതിയിലുള്ള മഞ്ഞ വാഴ സ്റ്റാൻഡ്
Green part of a tennis court.	ഒരു ടെന്നീസ് കോർട്ടിന്റെ പച്ച ഭാഗം.
Box springs of bed.	കിടക്കയിലെ ബോക്സ് സ്പ്രിങ്ങ്സ്.
Small section of baseline on a tennis court	ഒരു ടെന്നീസ് കോർട്ടിലെ ബേസ്‌ലൈനിന്റെ ചെറിയ വിഭാഗം
Large cross outside of a church.	ഒരു പള്ളിക്ക് പുറത്ത് വലിയ കുരിശ്.
two white chairs on tennis court	ടെന്നീസ് കോർട്ടിലെ രണ്ട് വെളുത്ത കസേരകൾ
white edge of white tennis court	വൈറ്റ് ടെന്നീസ് കോർട്ടിന്റെ വെളുത്ത അഗ്രം
Brown box is on the tennis court	ബ്രൗൺ ബോക്സ് ടെന്നീസ് കോർട്ടിലാണ്
a sponsors name on the tennis court wall	ടെന്നീസ് കോർട്ട് ചുമരിൽ ഒരു സ്പോൺസർ നാമം
the date is shown on the outter portion	തീയതി ബാഹ്യ ഭാഗത്ത് കാണിച്ചിരിക്കുന്നു
exte stamp on yellow metal	മഞ്ഞ ലോഹത്തിൽ എക്സ്റ്റെ സ്റ്റാമ്പ്
Bright red semi-gloss block wall	തിളക്കമുള്ള ചുവന്ന പകുതി മിനുക്കമുള്ള മതിൽ
Name and date stamp on picture	ചിത്രത്തിലെ പേരും തീയതി സ്റ്റാമ്പും
fine texture of feathers	തൂവലുകളുടെ മികച്ച ഘടന
clock face on wall date	മതിൽ തീയതിയിലെ ക്ലോക്ക് മുഖം
Brown painted signature and date.	ബ്രൗൺ പെയിന്റിൽ എഴുതിയ ഒപ്പും തീയതിയും.
Neon green time and date stamp	നിയോൺ പച്ച സമയവും തീയതി സ്റ്റാമ്പും
white teeth-like forms on top of wing	ചിറകിന്റെ മുകളിൽ വെളുത്ത പല്ലുകൾ പോലുള്ള രൂപങ്ങൾ
Headpiece of the second rider from the right	വലതുവശത്ത് നിന്നുള്ള രണ്ടാമത്തെ റൈഡറിന്റെ ഹെഡ്‌പീസ്
The items of the second rack	രണ്ടാമത്തെ റാക്കിലെ ഇനങ്ങൾ
a cross on the top of a spire	ഒരു സ്പൈറിന്റെ മുകളിൽ ഉള്ള ഒരു കുരിശ്
the characters are chinese	പ്രതീകങ്ങൾ ചൈനീസ് ആണ്
tree root jutting out in jagged forms	ട്രീ റൂട്ട് മുല്ലപ്പൂ രൂപത്തിൽ പുറത്തേക്ക് തളളി നില്ക്കുന്നു
bicycles in stand	സൈക്കിളുകൾ സ്റ്റാന്റിൽ
second floor windows	രണ്ടാം നിലയിലെ വിൻഡോകൾ
there are two players in the court	കോർട്ടിൽ രണ്ട് കളിക്കാരുണ്ട്
Partial view of second bus	രണ്ടാമത്തെ ബസിന്റെ ഭാഗിക കാഴ്ച
Chinese characters on sign	ചിഹ്നത്തിലുള്ള ചൈനീസ് പ്രതീകങ്ങൾ
large soft drink cup from a fast food restaurant or store	ഒരു ഫാസ്റ്റ്ഫുഡ് റെസ്റ്റോറന്റിൽ നിന്നോ സ്റ്റോറിൽ നിന്നോ ഉള്ള വലിയ ശീതള പാനപാത്രം
Baseball players are in the background	ബേസ്ബോൾ കളിക്കാർ ബാക്ക് ഗൗണ്ടിൽ ഉണ്ട്
rolls of towels on stand	തൂവാലകളുടെ റോളുകൾ സ്റ്റാന്റിൽ
a cement block wall	ഒരു സിമന്റ് ബ്ലോക്ക് മതിൽ
People waiting to cross street.	തെരുവ് മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന ആളുകൾ.
Mud forms along the edge of the watering hole	നനവ് ദ്വാരത്തിന്റെ അരികിൽ ചെളി രൂപം കൊള്ളുന്നു
bananas and oranges on fruit stand	ഫ്രൂട്ട് സ്റ്റാൻഡിൽ വാഴപ്പഴവും ഓറഞ്ചും
Cows laying down in the hay at a county fair	ഒരു കൗണ്ടി മേളയിൽ പശുക്കൾ പുല്ലിൽ കിടക്കുന്നു
players standing behind chain link fence	ചെയിൻ ലിങ്ക് വേലിക്ക് പിന്നിൽ നിൽക്കുന്ന കളിക്കാർ
Knives in wood block	തടിക്കഷണത്തിൽ കത്തികൾ
College baseball players on the field.	മൈതാനത്ത് കോളേജ് ബേസ്ബോൾ കളിക്കാർ.
The blue tennis court	നീല ടെന്നീസ് കോർട്ട്
poster with cartoon characters	കാർട്ടൂൺ പ്രതീകങ്ങളുള്ള പോസ്റ്റർ
boundary lines on court	കോർട്ടിലെ അതിർത്തി രേഖകൾ
a church tower with a cross on the roof	മേൽക്കൂരയിൽ കുരിശുള്ള പള്ളി ഗോപുരം
a photographers stamp on the photo	ഒരു ഫോട്ടോയിലെ ഫോട്ടോഗ്രാഫറുടെ സ്റ്റാമ്പ്
a bunch of baseball players waiting for their turn	ഒരു കൂട്ടം ബേസ്ബോൾ കളിക്കാർ അവരുടെ അവസരത്തിനായി കാത്തിരിക്കുന്നു
time stamp with red number	ചുവന്ന നമ്പറുള്ള ടൈം സ്റ്റാമ്പ്
orange street block	ഓറഞ്ച് സ്ട്രീറ്റ് ബ്ലോക്ക്
picture taken at drive up fast food chain	ഡ്രൈവ് അപ്പ് ഫാസ്റ്റ്ഫുഡ് ചെയിനിൽ എടുത്ത ചിത്രം
foul lines marking the court	കളിസ്ഥലത്തു അടയാളപ്പെടുത്തിയ തെറ്റായ വരികൾ
second green sign from the top	മുകളിൽ നിന്ന് രണ്ടാമത്തെ പച്ച ചിഹ്നം
second leaf from left	ഇടത് വശത്ത് നിന്ന് രണ്ടാമത്തെ ഇല
the picture has a date stamp	ചിത്രത്തിന് ഒരു തീയതി സ്റ്റാമ്പ് ഉണ്ട്
the tennis court net divides the court in the middle	ടെന്നീസ് കോർട്ട് നെറ്റ് കോർട്ടിനെ മധ്യഭാഗത്ത് വിഭജിക്കുന്നു
this stand is yellow in color	ഈ സ്റ്റാന്റ് മഞ്ഞ നിറത്തിലാണ്
Soccer players on field.	മൈതാനത്ത് സംഘ പന്തുകളിക്കാർ.
players in team dugout	ഡഗ്ഔട്ടിൽ കളിക്കാർ
different plane models are seen.	വ്യത്യസ്ത തരം മോഡലുകൾ കാണാം.
baseball players on field	മൈതാനത്ത് ബേസ്ബോൾ കളിക്കാർ
a red and white county fair tent	ചുവപ്പും വെള്ളയും ഉള്ള കൗണ്ടി മേള കൂടാരം
time stamp in corner of image	ചിത്രത്തിന്റെ മൂലയിൽ ടൈം സ്റ്റാമ്പ്
green colored material separating the court	മൈതാനത്തെ വേർതിരിക്കുന്ന പച്ച നിറമുള്ള മെറ്റീരിയൽ
farmer's market stand	കർഷകന്റെ വിപണി സ്റ്റാന്റ്
a tree on a city block	സിറ്റി ബ്ലോക്കിലെ ഒരു മരം
aqua press wall with white advertising signs	വെളുത്ത പരസ്യ ചിഹ്നങ്ങളുള്ള അക്വാ പ്രസ്സ് മതിൽ
man using a hand press to make juice	ജ്യൂസ് ഉണ്ടാക്കാൻ ഹാൻഡ് പ്രസ്സ് ഉപയോഗിക്കുന്ന മനുഷ്യൻ
the train is a fast speed train	ട്രെയിൻ അതിവേഗ ട്രെയിനാണ്
Two characters on the television	ടെലിവിഷനിൽ രണ്ട് കഥാപാത്രങ്ങൾ
men of forces wearing the dress uniforms	യൂണിഫോം ധരിച്ച സേനാംഗങ്ങൾ
red second hand on top of other hands	മറ്റ് സൂചികളുടെ മുകളിലാണ് ചുവന്ന സെക്കന്റ്‌ സൂചി
a cats closed eye forms a slit	പൂച്ച അടച്ച കണ്ണ് ഒരു വിടവ് ഉണ്ടാക്കുന്നു
the two male players are after the ball	രണ്ട് പുരുഷ കളിക്കാർ പന്തിന് പുറകേയാണ്
Glass safety rail on second floor.	രണ്ടാം നിലയിലെ ഗ്ലാസ് സുരക്ഷാ റെയിൽ.
Soccer players in action	സോക്കർ കളിക്കുന്ന കളിക്കാർ
a book is on the night stand	രാത്രി സ്റ്റാൻഡിൽ ഒരു പുസ്തകം ഉണ്ട്
Black bike seat with silver springs.	വെള്ളി സ്പ്രിങ്ങുകൾ ഉള്ള കറുത്ത ബൈക്ക് സീറ്റ്.
a baseball players uniform	ഒരു ബേസ്ബോൾ കളിക്കാരന്റെ യൂണിഫോം
the seat of the second motorcycle	രണ്ടാമത്തെ മോട്ടോർസൈക്കിളിന്റെ സീറ്റ്
pattern on side of second giraffe	രണ്ടാമത്തെ ജിറാഫിന്റെ വശത്തുള്ള പാറ്റേൺ
A red metal frame forms the half pipe	ഒരു ചുവന്ന മെറ്റൽ ഫ്രെയിം പകുതി പൈപ്പ് ഉണ്ടാക്കുന്നു
fast blue and white train	വേഗത്തിലുള്ള നീലയും വെള്ളയും ട്രെയിൻ
red second hand	ചുവന്ന സെക്കൻഡ് ഹാൻഡ്
red on players sleeve	കളിക്കാരുടെ സ്ലീവിൽ ചുവപ്പ്
Luggage sign in english and spanish	ലഗ്ഗേജ് ചിഹ്നം ഇംഗ്ലീഷിലും സ്പാനിഷിലും
net of the tennis court	ടെന്നീസ് കോർട്ടിലെ വല
The tracks cross here	ട്രാക്കുകൾ ഇവിടെ കടക്കുന്നു
Blue, yellow and white stripes on players uniform.	കളിക്കാരുടെ യൂണിഫോമിൽ നീല, മഞ്ഞ, വെള്ള വരകൾ.
the net across their court	അവരുടെ കോർട്ടിന് കുറുകെ ഉള്ള വല
part of a tennis court	ഒരു ടെന്നീസ് കോർട്ടിന്റെ ഭാഗം
the copyright and date stamp of the photographer	ഫോട്ടോഗ്രാഫറുടെ പകർപ്പവകാശവും തീയതി സ്റ്റാമ്പും
fast food items on plates	പ്ലേറ്റുകളിലെ ഫാസ്റ്റ്ഫുഡ് ഇനങ്ങൾ
