image_idx	en	hi	obj_tags
1159721	A pot is fitted in a stand.	एक बर्तन को एक स्टैंड में फिट किया जाता है।	bowl,microwave,bowl,spoon,book,oven,cup,book,toothbrush,book
2370324	Safety railing on second story of building	इमारत की दूसरी कहानी पर सुरक्षा रेलिंग	person,person,umbrella,motorcycle,person,person,car,person,person,umbrella,motorcycle,umbrella,umbrella,person,potted plant,umbrella,potted plant,umbrella,umbrella,person,person,person,person,person,motorcycle,potted plant,potted plant,motorcycle,umbrella,potted plant,person,umbrella,umbrella,umbrella,umbrella,umbrella,car,person,potted plant,umbrella,motorcycle,umbrella,umbrella,umbrella,car,motorcycle,person,umbrella,umbrella
2403695	Man sits floor cross legged	मैन फ्लोर क्रॉस लेग साइड बैठता है	suitcase,dog,person,person,person,suitcase,suitcase,baseball bat,person,suitcase
2405318	White writing on a blue court.	नीली अदालत पर सफेद लेखन।	person,person,tennis racket,person,person,person,person,bench,person,person,person,person,chair,person,person,chair,person,person,person,person,chair,person,person,person,person,person
2331963	a very fast baseball	एक बहुत तेज बेसबॉल	person,person,person,person,baseball glove,person,person,person,person,person,baseball bat,person,backpack,baseball bat,baseball bat,baseball bat,person,person,backpack,person
2384572	White clock face with brown characters	भूरे रंग के पात्रों के साथ सफेद घड़ी चेहरा	clock,stop sign,spoon,traffic light
2384688	buildings are behind the road block	सड़क ब्लॉक के पीछे इमारतें हैं	truck,person,car,handbag,car,truck,car
2399408	Young woman in grey sweatshirt hoping to block frisbee.	ग्रे स्वेटशर्ट में युवा महिला फ्रिसबी को ब्लॉक करने की उम्मीद करती है।	person,person,frisbee,person,person,person,person,person,person,car,car,car
3905	people on the second floor	दूसरी मंजिल पर लोग	person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,handbag,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,suitcase,person,suitcase,person,bicycle,person,person,suitcase,handbag,person,person
2354724	a red dirt tennis court	एक लाल गंदगी टेनिस कोर्ट	person,sports ball,tennis racket
2333863	Black block with number on it	उस पर नंबर के साथ ब्लैक ब्लॉक	person
2358542	stuffed disney characters	भरवां डिज्नी पात्रों	person,cup,bed,teddy bear,teddy bear,person
2403172	players waiting in dugout	डगआउट में इंतजार कर रहे खिलाड़ी	person,person,person,person,person,baseball glove,person,person,person,baseball bat,person,person,baseball bat,person,person,person,person,person,person,bench,person,person,person,bench
2348915	baseball players white pants	बेसबॉल खिलाड़ी सफेद पैंट	person,person,baseball bat,baseball glove,baseball glove
2371371	A motorcycle kick stand.	एक मोटरसाइकिल किक स्टैंड।	motorcycle,potted plant,person,person,motorcycle,motorcycle,motorcycle
2320374	There is some fine sand here	यहाँ कुछ ठीक रेत है	umbrella,person,person,bench
2322945	a metal orange juice press	एक धातु संतरे का रस प्रेस	chair,cup,orange,chair,chair,orange,apple,orange,carrot,donut,orange,orange,bottle,orange,carrot,cup,cup,orange,orange
2410706	a baseball players uniform	एक बेसबॉल खिलाड़ियों की वर्दी	person,baseball glove,sports ball,person,person,person,person,person,person,person,person
2397603	Three baseball players on baseball field.	बेसबॉल मैदान पर तीन बेसबॉल खिलाड़ी।	person,person,person,person,baseball bat,person,baseball glove,baseball glove,baseball glove,person,person,person,person,person,person,person,person,person,person,person,person,sports ball,clock,person,person
2373185	Booths at a street fair.	एक सड़क मेले में बूथ।	person,person,person,vase,handbag,umbrella,sandwich,dining table,sandwich,person,person,banana,umbrella,cake,sandwich,person,person,sandwich,person,person,donut,donut,book,person,handbag,book,person,donut,sandwich,donut,donut,person,donut
2361707	Back right foot of the second goat	दूसरे बकरे का पिछला दाहिना पैर	sheep,sheep,couch
2383937	fine toothed blade of knife	चाकू के ठीक दांतेदार ब्लेड	scissors,knife,scissors,scissors,person,knife,knife,knife,cell phone
2338873	guy's hand trying to block the camera	कैमरे को अवरुद्ध करने की कोशिश कर रहा आदमी का हाथ	laptop,person
2387150	Baseball in players right hand	खिलाड़ियों के दाएं हाथ में बेसबॉल	person,person,baseball glove,baseball glove,person,person,sports ball
2369263	The second highest rail of the jump	छलांग का दूसरा सबसे बड़ा रेल	person,horse,umbrella,umbrella
2414888	a white paper not in english	एक सफेद कागज अंग्रेजी में नहीं	person,motorcycle,motorcycle,motorcycle,motorcycle,person,motorcycle,motorcycle,car,person,motorcycle
2388199	green and white concession stand near umbrella	हरे और सफेद रियायत छाता के पास खड़े हैं	person,person,person,frisbee,person,person,person,person,person,umbrella,person,person,person,person,person,umbrella,person,person,person,person,person,person,person,person,person,person
2402548	metal stand for ropes	रस्सियों के लिए धातु स्टैंड	bowl,bowl,dining table,bowl,sink,dining table,book,bowl,bowl,chair,book,oven,vase,book,microwave,cup
2324022	an umbrella standing in a tennis court	एक टेनिस कोर्ट में एक छाता खड़ा है	person,person,person,chair,chair,person,umbrella,tennis racket,backpack,umbrella
2320526	there are english and Chinese characters	अंग्रेजी और चीनी अक्षर हैं	traffic light
2381914	a bench along a tennis court	एक टेनिस कोर्ट के साथ एक बेंच	person,person,person,person,sports ball,kite,bottle,bottle
2327556	a young girl with a fair complexion	एक युवा लड़की एक निष्पक्ष संगति के साथ	person,person,person,teddy bear,person,person,backpack,backpack,person,person,person,person,person
2385263	The players uniform is white	खिलाड़ियों की वर्दी सफेद है	person,person,person,person,person,person,chair,baseball bat,chair,chair,baseball bat,chair,chair,chair,chair,chair,chair,chair,fire hydrant,chair,chair,suitcase,chair,sports ball,baseball glove,chair
2334905	a motorcycle side stand	एक मोटर साइकिल साइड स्टैंड	motorcycle,potted plant
2415210	The second clock showing on the tower.	टावर पर दिखने वाली दूसरी घड़ी।	clock,clock
61525	tennis court floor	टेनिस कोर्ट का फर्श	person,person,person,tennis racket,person,person,person,person,person,person,person,sports ball,person,chair,person,chair,person,person,person,person,person,chair,person,chair,baseball bat,person,person,person,person,person,person,person,chair,chair,person,chair,chair,chair,person,chair
1592015	cross on top of steeple	सीढ़ियों के ऊपर से पार	horse,horse,horse,horse,person,traffic light,person,person,clock,person,person,person,person,traffic light,bus,person,bus,person,traffic light,potted plant,person,person,person,person,person,person,potted plant,motorcycle,bicycle
2348912	the players are on a field	खिलाड़ी एक मैदान पर हैं	frisbee,person,person,person,person,car,sports ball,sports ball,car
2387291	the second car in the train	ट्रेन में दूसरी कार	train,person
2373489	A TV stand sitting under TV	टीवी के नीचे एक टीवी स्टैंड	tv,person,chair,tv,person,chair,chair,chair,person
2372527	two young softball players sitting on the bench	बेंच पर बैठे दो युवा सॉफ्टबॉल खिलाड़ी	person,person,baseball glove,bench
2352278	man on a tennis court on a sunny day	एक धूप दिन पर टेनिस कोर्ट में आदमी	person,tennis racket
2350475	mass sheep and woolcraft fair ribbon	बड़े पैमाने पर भेड़ और ऊन का मेला रिबन	carrot,carrot,sheep,sheep,sheep,sheep,sheep,teddy bear,sheep,bird,couch,sheep,sheep
2340791	the combs are fine	कंघी ठीक हैं	bench
2366739	cap on players head	खिलाड़ियों के सिर पर टोपी	person,baseball glove,sports ball
2328622	the models are red and black	मॉडल लाल और काले हैं	car,car,chair,truck
2404215	Green and red tennis court	ग्रीन और रेड टेनिस कोर्ट	person,sports ball,person,person,person,person,person,person,person,person,person,tennis racket,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,tennis racket,baseball glove,person,person,person
2395627	a celtic cross stone monument	एक केल्टिक क्रॉस स्टोन स्मारक	sheep,sheep,sheep,sports ball,sheep,parking meter,sheep,sheep
2368864	plants behind toy models	खिलौना मॉडल के पीछे पौधे	train
2362942	wave is moving fast	लहर तेज चल रही है	person,surfboard
2389320	red double decker bus with Chinese characters and number 8	लाल डबल डेकर बस woth चीनी अक्षर और नंबर 8	bus,car,person,traffic light,car,person,traffic light,person,person,person,person,car,handbag,car,person,person,person,person,person,person,person,person
2347705	this shop sells fine ales	यह दुकान बढ़िया एल्स बेचती है	fire hydrant,book,book
2409284	orange street block	नारंगी सड़क ब्लॉक	skateboard,person,person,person
2348567	cross section of fans at baseball game	बेसबॉल खेल में प्रशंसकों का क्रॉस सेक्शन	person,baseball glove,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,baseball glove,person
2407642	large soft drink cup from a fast food restaurant or store	फास्ट फूड रेस्तरां या स्टोर से बड़े शीतल पेय कप	remote,laptop,cup,chair,person,keyboard,dining table,remote,keyboard
2388831	red bananas at a fruit stand	एक फल स्टैंड पर लाल केले	banana,banana,banana,apple,banana,apple,apple,apple,apple,apple,apple,banana,apple,apple
2325480	train moving fast blurring image	ट्रेन तेजी से धुंधला छवि चलती है	backpack,person,person,person,bicycle,person,person,person,bus,backpack,backpack,person,train
2367875	this sign is not in english	यह संकेत अंग्रेजी में नहीं है	bicycle,person,car,person,person,bus,person,person,truck,person
2328509	an apple cider press	एक सेब साइडर प्रेस	person,person,person,apple,bottle,apple,apple,apple,apple,apple,apple,apple,person,apple,apple
497960	Black tv on top of brown stand.	ब्राउन स्टैंड के शीर्ष पर ब्लैक टीवी।	tv,vase,vase,couch,potted plant,potted plant,vase,book,couch,potted plant,clock,banana,teddy bear,book,person,teddy bear,person,teddy bear,chair,remote
2405046	a hand moving too fast for the camera	एक हाथ कैमरे के लिए बहुत तेजी से आगे बढ़ रहा है	laptop,person,person,person,potted plant,cell phone,person,person,hot dog,hot dog,potted plant,hot dog,car
2389540	Starps on the stand.	स्टैंड पर तारे।	chair,tv,couch,couch,chair,chair,remote,chair,dining table,vase,chair,chair,potted plant,vase,dining table,remote,dining table,potted plant
2324174	medium brown wood fine grained table	मध्यम भूरे रंग की लकड़ी ठीक दानेदार मेज	fork,dining table,laptop,dining table,spoon
2393927	Back of court is green.	कोर्ट ऑफ बैक हरा है।	person,person,tennis racket,person,tennis racket
2411694	white trail that can only be made by incredibly fast planes	सफेद निशान जो केवल अविश्वसनीय रूप से तेज विमानों द्वारा बनाया जा सकता है	airplane
2365509	score card being held by a man on tennis court	टेनिस कोर्ट पर एक आदमी द्वारा आयोजित किया जा रहा स्कोर कार्ड	person,person,person,tennis racket,sports ball
1140	Man seated at food court table	मैन फूड कोर्ट टेबल पर बैठा	person,chair,person,person,chair,person,person,person,person,person,person,chair,chair,chair,dining table,chair,dining table,bottle,refrigerator,dining table,handbag,chair,dining table,chair,dining table,clock,chair,chair,chair,vase,dining table
2326682	black cap on players head	खिलाड़ियों के सिर पर काली टोपी	person,person,person,person,person,person,person,person,person,chair,baseball glove
2345878	sydney written in white letters on court	अदालत में श्वेत पत्र में लिखा गया sydney	person
2383151	fine whiskers on animal's chin	जानवरों की ठोड़ी पर ठीक मूंछ	cow,bench
2325168	a green chair on a tennis court	टेनिस कोर्ट पर हरी कुर्सी	person,tennis racket,chair,chair,chair
2364969	Dollar amount of the penalty.	जुर्माना की डॉलर राशि।	traffic light
2386725	Baseball catcher watching players	खिलाड़ियों को देखते हुए बेसबॉल पकड़ने वाला	person,person,person,person,person,person,person,person,person,chair,person,person,person,person,person,person,person,baseball glove,person,person,person,baseball glove
2372431	white Arabic characters on sign	सफेद अरबी अक्षर	stop sign,person,suitcase
2408661	poster with cartoon characters	कार्टून पात्रों के साथ पोस्टर	person,laptop,mouse,person,bottle,chair,bird,chair,keyboard,mouse,keyboard,cup,cup,book,laptop
2317109	A time date stamp in the corner	कोने में एक समय की तारीख मोहर	truck,traffic light,train,truck
2336140	window planters outside second story	दूसरी कहानी के बाहर खिड़की बागान	bus,person,person,person,person,bicycle,bicycle,bicycle,bicycle,person,bicycle,person,person,backpack,traffic light,person,person,bicycle,traffic light
2401413	green floor next to court	अदालत के आगे हरी मंजिल	person,person,person,person,person,tennis racket,person,person,person,person,person,person,person,baseball bat,person
713178	The boy has a orange stamp on his hand.	लड़के के हाथ पर नारंगी मोहर है।	person,zebra,car,toilet
2378339	black mit in players hand	खिलाड़ियों के हाथ में काली घटा	person,person,person,person,person,handbag,person,baseball glove,person,person,person,person,person
285883	cross next to the clock tower	क्लॉक टॉवर के बगल में स्थित है	clock,car
2395414	sheep running really fast	भेड़ें बहुत तेज दौड़ रही हैं	sheep,sheep,sheep
2404847	advertising to the state fair is mounted on the lamp post	राजकीय मेले का विज्ञापन लैंप पोस्ट पर लगाया जाता है	
2381845	bed pillow with cartoon characters on it	उस पर कार्टून पात्रों के साथ बिस्तर तकिया	bed,person,person,person,book,person,book
2317023	tennis court being used in a match	एक मैच में टेनिस कोर्ट का इस्तेमाल किया जा रहा है	person,person,person,person,chair,person,person,chair,person,chair,person,person,chair,person,person,bench,person,person,person,cup,person,skateboard,chair,backpack
2408358	Knives in wood block	लकड़ी के ब्लॉक में चाकू	toaster,chair,chair,chair,bottle,knife,dining table,knife,knife,oven,toaster,couch,bench,bottle,oven,cup,backpack,bowl
2350911	part of the ball field with players getting ready to play	खिलाड़ियों के खेलने के लिए तैयार होने के साथ गेंद मैदान का हिस्सा	person,person,baseball glove,person,person,person,person,person,person,person,chair,person,chair,person,person,person,umbrella,chair,person,chair,chair,person,sports ball,person,chair,person,chair,chair,chair,umbrella,person,chair,chair,chair,chair
2368900	the weather is fair	मौसम निष्पक्ष है	person,skis,skis,backpack,backpack,backpack,backpack,backpack
2412491	cement block siding on church	चर्च पर सीमेंट ब्लॉक साइडिंग	clock,person,person,clock,handbag,backpack,traffic light
285971	a man in the armed forces	सशस्त्र बलों में एक आदमी	person,person,frisbee,backpack,truck,truck,car,car,car
2352701	The car is moving fast.	कार तेजी से आगे बढ़ रही है।	train,car
2315994	block wall behind giraffe head	जिराफ सिर के पीछे की दीवार	giraffe,giraffe,giraffe
2399143	yellow stand	पीला स्टैंड	bus,car,person,person,car,car,person,person,handbag,car
2378756	chinese characters are in the sign	चीनी अक्षर संकेत में हैं	
2410773	the seat of the second motorcycle	दूसरी मोटरसाइकिल की सीट	motorcycle,motorcycle
2405852	Green part of a tennis court.	एक टेनिस कोर्ट का हरा हिस्सा।	person,tennis racket
2346832	the wave moves fast	लहर तेज चलती है	person,surfboard
2355317	White second hand on the clock.	घड़ी पर सफेद दूसरा हाथ।	clock,person
2410079	green colored material separating the court	हरे रंग की सामग्री अदालत को अलग करती है	person,person,person,person,person,person,person,person,tennis racket,person,person,person,person,person,clock,bottle,chair,chair,person
2401317	The traffic lights stand out a lot.	ट्रैफिक लाइट बहुत बाहर खड़ी है।	person,traffic light,car,car,traffic light,person,traffic light,car,person,car,traffic light,car,car,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,person,traffic light,traffic light,traffic light,car,person,car,traffic light,traffic light,traffic light,traffic light,traffic light,truck,traffic light,car,car,traffic light
2374570	fine stitching on leash	पट्टा पर ठीक सिलाई	dog
498316	Kick stand on a motorcycle.	एक मोटरसाइकिल पर किक स्टैंड।	motorcycle,person,traffic light,traffic light,car,car,car,person,motorcycle,fire hydrant,motorcycle,motorcycle,person,motorcycle,person,motorcycle
2336018	An electronic display showing the date	एक इलेक्ट्रॉनिक डिस्प्ले जिसमें तारीख दिखाई गई है	clock,tv
2323607	cement block facade on a building	एक इमारत पर सीमेंट ब्लॉक मुखौटा	person,person,cell phone
2376928	person forces cow to ramble over rocks for unknown reason	व्यक्ति अज्ञात कारणों से गाय को चट्टानों पर फेंकने के लिए मजबूर करता है	cow,person,baseball bat
2398241	a cross walk across street white pattern	सड़क के पार सफेद पैटर्न पर एक क्रॉस वॉक	fire hydrant,car,car,car,car,car,car,car,car,car,car,car,car,car,car,car,car,bus,car,car,traffic light
2347389	two lemons together on a block	एक ब्लॉक पर एक साथ दो नींबू	orange,orange,potted plant,oven,dining table,oven,cup,broccoli
2407073	white teeth-like forms on top of wing	सफेद दांत जैसे पंख के ऊपर के रूप	airplane,car
2334056	date in red letters and numerals	लाल अक्षरों और अंकों में तारीख	umbrella,clock,potted plant,clock,umbrella,potted plant,potted plant,potted plant,clock
2347753	empire near second base	दूसरे बेस के पास साम्राज्य	person,person,baseball bat,person,baseball glove,tie,tie
2364340	second place is wearing yellow	दूसरा स्थान पीला पहने हुए है	person,sheep,sheep,umbrella,sheep,dog,teddy bear,person,dog,person,umbrella,person,person,horse,person,person,cow,sheep,teddy bear,person,person,dog,person,person,person,person,person,person,person,person,person,person,person,dog
2325449	man in the middle of tennis court	टेनिस कोर्ट के बीच में आदमी	person
2353768	The second sign says 4 way.	दूसरा संकेत 4 तरह से कहता है।	stop sign,stop sign
2315814	five wheels on the court	कोर्ट पर पांच पहिए	person,person,bicycle,person,bicycle,person,chair,person,person,remote,person,person,person,bicycle
285844	Red T-shirt with white cross patch	सफेद क्रॉस पैच के साथ लाल टी-शर्ट	person,tennis racket,sports ball,person,person,person,person,person,person,person,person,person,person,chair,person,person,person,person,person,person,person,person,chair,person,person,banana,person
4212	small white rocking chair with mother and child models in it	इसमें मां और बच्चे के मॉडल के साथ छोटी सफेद रॉकिंग कुर्सी	person,person,person,person,person,person,person,person,boat,person,person,person,person,person,person,person,person,person,person,bird,person
2389255	The comb is fine toothed.	कंघी ठीक दांतेदार है।	person,person,person
2348363	date stamp on the photo	फोटो पर तारीख की मोहर	person,person,airplane,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person
2400226	Chinese characters on the sign	चिन्ह पर चीनी अक्षर	person,person,remote,chair,laptop,chair,chair,laptop
2387495	The sky is fair.	आसमान साफ ​​है।	bicycle,bench,bench,bottle,boat,bicycle,boat,boat,boat,bottle,boat,boat
2361959	a green court	एक हरी कोर्ट	person,tennis racket,sports ball
2400237	a woman walking throw a trade fair	व्यापार मेला से गुजरती एक महिला	person,toilet,person,sink,refrigerator,laptop,cup,person,person
2415736	A crowd of people standing at the fair.	मेले में खड़े लोगों की भीड़।	person,person,kite,person,kite,kite,umbrella,person,person,person,kite,umbrella,person,car,person,person,car,person,person
2388714	a man standing on court	एक आदमी अदालत में खड़ा है	person,person,person,sports ball,bicycle
2325267	cross on a building	एक इमारत पर क्रॉस	bird,bird,bird,bird,bird,bird
2396663	the players shoes have spikes	खिलाड़ियों के जूते में स्पाइक्स होते हैं	person,person,person,person,baseball bat,person,person,person,person,person,person,car,person,person,person
2417191	A large brown block.	एक बड़ा भूरा ब्लॉक।	person,car,person,person,skateboard,dog,car,person,person,car,person,person,car,bench,traffic light,person,car,car,bench,parking meter
2392523	Man skiing fast	आदमी स्कीइंग तेजी से	person,person,person,person,person,skis,person,person,person,skis,person,skis,skis
2325094	the person has fair skin	व्यक्ति की त्वचा निष्पक्ष होती है	remote,keyboard,keyboard,person,keyboard
2386781	Skid foot marks on a tennis court	टेनिस कोर्ट पर स्किड फुट के निशान	person,tennis racket,sports ball
2391614	a woman in a fair isle sweater	फेयर आइल स्वेटर में एक महिला	person,bottle,bottle,cake,oven,bottle,bottle,cake,bottle,bottle,bottle,refrigerator,cup,bottle,bottle,knife,bottle,book,bottle,bottle,knife
2405347	Shadow on the ground of the second racket from the left	बाईं ओर से दूसरे रैकेट की जमीन पर छाया	person,person,sports ball,person,tennis racket,person,person,person,person,person,tennis racket,tennis racket
2322755	A backwards baseball hat on the players head.	खिलाड़ियों के सिर पर पीछे की तरफ वाली बेसबॉल टोपी।	person,tennis racket,sports ball
2371762	a watermark and date	एक वॉटरमार्क और दिनांक	person,surfboard
2319060	the toys are on the stand	खिलौने स्टैंड पर हैं	tv,couch,suitcase,tv,dining table,vase
2400763	a second statue of a cow	एक गाय की दूसरी मूर्ति	cow,cow
2321462	large crack in tennis court	टेनिस कोर्ट में बड़ी दरार	person,person,tennis racket,tennis racket,car
2339494	The white ice models in the room.	कमरे में सफेद बर्फ के मॉडल।	bear
2343362	hairy arm with fair pale skin	निष्पक्ष हाथ की त्वचा के साथ बालों वाली बांह	person,refrigerator,truck,truck
2029	Paper on night stand	नाइट स्टैंड पर कागज	bed,chair,couch,cup
2370289	date stamp that reads 12/04/2010	दिनांक स्टैम्प जो 12/04/2010 को पढ़ता है	truck,truck,person,truck,truck,truck,person
2341047	Yellow criss cross on the street by train.	ट्रेन से सड़क पर उतरता पीला क्रास।	train,traffic light,train,person,train,car,car,traffic light
2343928	base ball opponent players	बेस बॉल विरोधी खिलाड़ी	person,person,person,baseball bat,person,person,person,baseball glove,person,person,person,person,person,person,person,person,person,person,person,person,chair,person,baseball bat,person,person
2413969	three baseball players playing a game	खेल खेलने वाले तीन बेसबॉल खिलाड़ी	person,person,person,person,baseball glove,person,person,baseball bat,person,person,person
2376954	The white bins on the second shelf of the fridge.	फ्रिज के दूसरे शेल्फ पर सफेद डिब्बे।	chair,refrigerator,bowl,bottle,microwave,bottle
2406956	fine texture of feathers	पंख की ठीक बनावट	bird
2361127	large orange and green sign giving name and date	बड़े नारंगी और हरे रंग का नाम और तारीख देते हुए	motorcycle,person,motorcycle,person,motorcycle,truck,car,car,motorcycle,motorcycle,person,person,motorcycle,person,motorcycle,car,motorcycle,person,backpack,motorcycle,motorcycle,suitcase,motorcycle,person,suitcase,motorcycle,motorcycle,truck,backpack,person,person,car,suitcase,motorcycle
2425	green cross on top of building	इमारत के शीर्ष पर हरे रंग की क्रॉस	
2320317	colorful bus parked next to a stand and umbrella	रंगीन बस स्टैंड और छतरी के बगल में खड़ी है	bus,person,umbrella,person,umbrella,person,person,person,person
2347025	a purple umbrella with little cartoon characters	बैंगनी कार्टून जिसमें छोटे कार्टून चरित्र हैं	umbrella,person,person
2406706	the date is shown on the outter portion	तारीख को बाहरी भाग पर दिखाया गया है	clock
2340616	fast moving ball towards home plate	तेजी से चलती गेंद घर की प्लेट की ओर	person,person,sports ball,baseball glove
2373674	a fast food ordering bar	एक फास्ट फूड ऑर्डरिंग बार	person,person,person,person,person,person,person,person,handbag,person,tie,book,person,person,sink,person,person,sink,person,person,tv,person,dining table,oven,person
2318187	The date 02/10/2009.	दिनांक 02/10/2009।	knife,person,carrot,carrot,knife,carrot,dining table
2339107	train going by fast	ट्रेन तेजी से जा रही है	person,train,bench,person
2371811	date and time stamp	तारीख और समय टिकट	keyboard,dining table
2348705	person has fair colored skin	व्यक्ति की त्वचा का रंग गोरा होता है	horse,person,dog
2414441	the copyright stamp on the photo	फोटो पर कॉपीराइट की मुहर	person,sports ball,tennis racket,tennis racket
2324578	grey fine toothed comb	ग्रे ठीक दांतेदार कंघी	scissors,toothbrush,scissors,scissors
2371596	pizza on a butcher block table	कसाई ब्लॉक की मेज पर पिज्जा	cup,pizza,pizza,broccoli
2399680	gold Chinese characters on a red flag	लाल झंडे पर सोने के चीनी पात्र	traffic light,tv
2384145	The date stamp on the photo.	फोटो पर तारीख की मोहर।	
2415032	red and white cross on man's shoulder	आदमी के कंधे पर लाल और सफेद क्रॉस	person,cow,baseball glove,cow
2412741	second bird is standing on car	दूसरा पक्षी कार पर खड़ा है	bird,bird,person,person,car,car
1159682	white lines painted on court	कोर्ट पर चित्रित सफेद लाइनें	person,person,person,person,clock,person,person,person,person,tennis racket,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person
2323353	A tennis court has snow on the surface	एक टेनिस कोर्ट में सतह पर बर्फ है	person
2328963	a metal stand under the seat of a bench	एक बेंच की सीट के नीचे एक धातु स्टैंड	refrigerator,bench,suitcase,chair
2405721	a railing forms a corner sitting area	एक रेलिंग एक कोने के बैठने का क्षेत्र बनाती है	suitcase,chair,clock,bed,person
2414841	boy sitting cross-legged on ground	लड़का जमीन पर क्रॉस-लेग किया हुआ बैठा था	person,person,person,person,person,person,baseball bat,baseball bat,person,person,person,person,person,person,person,person,baseball bat,baseball bat,person,person,baseball glove,tie,baseball bat,baseball glove,baseball glove,bench
2381359	date and hotel that the photo was taken	तारीख और होटल कि तस्वीर ली गई थी	teddy bear,cake,person,person,person,dining table
2357970	fine china with flower design	फूल डिजाइन के साथ ठीक चीन	person,wine glass,person,spoon,spoon,knife,dining table,chair,chair,spoon,fork,fork,carrot,chair,dining table,fork,spoon,spoon,bowl
2351059	green field next to players	खिलाड़ियों के आगे हरा मैदान	person,person,person,baseball glove
2337228	black metal cross-walk light	ब्लैक मेटल क्रॉस-वॉक लाइट	traffic light,car,traffic light,traffic light
2404456	a lone spectator behind the tennis players	टेनिस खिलाड़ियों के पीछे एक अकेला दर्शक	person,person,person,person,person,person,person,person,person,person,person,tennis racket,person,tennis racket,tennis racket,tennis racket,tie,person,tennis racket,tennis racket,person,person,person,tie,tennis racket,person
2409384	the picture has a date stamp	तस्वीर में एक तारीख मोहर है	keyboard,tv,book,book
2352697	Calendar has star wars characters on it	कैलेंडर में इस पर स्टार वार्स कैरेक्टर हैं	keyboard,chair,tv,mouse,tv,cup,book,book,book,book,book,book,book,book,book,person,book
2388311	spectator seats at a tennis court	टेनिस कोर्ट में दर्शक सीटें	person,tennis racket
2379175	a hard true tennis court	एक सच्चा टेनिस कोर्ट	person,sports ball,tennis racket
2329041	Grate over a concrete block	एक कंक्रीट ब्लॉक पर पीसें	banana,person,banana,banana
2336627	foreign characters on the vehicle's side	वाहन की तरफ विदेशी अक्षर	train,bus,person,bird
2352371	wood platform for bird to stand on	पक्षी के लिए लकड़ी का मंच	bird,person,clock
2412900	Woman going fast downhill.	तेज गति से जा रही महिला।	person,skis
2407415	second floor windows	दूसरी मंजिल की खिड़कियां	bus,person,person,car,person,person,person,person,person,person,person,person,person,person
2403736	second red and blue train	दूसरी लाल और नीली ट्रेन	train,train,train,train,train,train,person,car,train,car,person
2346424	White lamp shade on tall stand	लंबे स्टैंड पर सफेद लैंप की छटा	tv,cat,couch,couch,bowl
2344409	fast pass tickets on bus window	बस खिड़की पर तेजी से टिकट पास	bus
2387443	an english style toilet	एक अंग्रेजी शैली का शौचालय	sink,traffic light,toilet,bottle,traffic light,sink,toilet,cup,bottle,cake,sink
2315526	Large models in the park field	पार्क क्षेत्र में बड़े मॉडल	person,person,kite,kite,person,person,person,person,person,kite,person,person,umbrella,kite,person,kite,person,person,person,person,person,person,bicycle,car,car,person,truck,person,car,car
2383301	chair is decorated with Disney characters	कुर्सी को डिज्नी के पात्रों से सजाया गया है	cup,person,bowl,bottle,spoon,dining table,dining table,potted plant
2333725	knife on the chopping block	काट ब्लॉक पर चाकू	person,person,knife,knife,bowl,bottle,oven,oven,oven,bottle,knife,bowl,knife,knife
2404278	A bed of steel springs	स्टील स्प्रिंग्स का एक बिस्तर	toilet
4215	this is a fast food place	यह एक फास्ट फूड जगह है	person,person,chair,chair,dining table,chair,dining table,microwave,chair,bottle,bottle,bench
1593198	beige table lamp on stand	स्टैंड पर बेज टेबल लैंप	person,suitcase,book,cat,book,book,chair,chair,bed,bed,bottle,book,couch,book,dog,book,book,couch,chair,book,book,book,orange,book,book,bed,bed,book
285602	the tennis court	टेनिस कोर्ट	person,person,person,person,person,person,tennis racket,chair,person,chair,person,person,person,bench,handbag,person,baseball glove,bottle
2358802	trunk of elephant forms a C	हाथी के सूंड से C बनता है	elephant,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra
2381902	food on english muffin with yellow sauce	पीले सॉस के साथ अंग्रेजी मफिन पर खाना	fork,orange,cake,cup,sandwich,dining table,cake,cup
2368085	This part of the court is blue	कोर्ट का यह हिस्सा नीला है	person,chair,person,person,person,person,person,person,person,person,person,person,person,person,chair,person,person,person,chair,person,person,tennis racket,person,person,person,person,suitcase,person,person,skateboard,person,person,person,chair,person,chair,person,person,chair,person,person
2398695	an attraction for a fair	एक मेले के लिए एक आकर्षण	motorcycle
2328447	blue box on tennis court	टेनिस कोर्ट पर ब्लू बॉक्स	person,tennis racket,sports ball
2115	black metal plant stand	काले धातु संयंत्र स्टैंड	person,potted plant,couch,knife
2380962	the players hanging out in the dugout	डगआउट में बाहर घूमने वाले खिलाड़ी	person,person,person,person,person,bench,person,person,person,bench,handbag
