en	bn
people on the second floor##person,person,person,person,person,person,person,person,person,person	দ্বিতীয় তলায় মানুষ
a red dirt tennis court##person,sports ball,tennis racket	একটি লাল ময়লা টেনিস কোর্ট
Black block with number on it##person	এটিতে নম্বর সহ ব্লক ব্লক
stuffed disney characters##person,cup,bed,teddy bear,teddy bear,person	স্টাফ ডিজনি অক্ষর
players waiting in dugout##person,person,person,person,person,baseball glove,person,person,person,baseball bat	খেলোয়াড় dugout মধ্যে অপেক্ষা
baseball players white pants##person,person,baseball bat,baseball glove,baseball glove	বেসবল খেলোয়াড় সাদা প্যান্ট
A motorcycle kick stand.##motorcycle,potted plant,person,person,motorcycle,motorcycle,motorcycle	একটি মোটরসাইকেলের কিক স্ট্যান্ড।
There is some fine sand here##umbrella,person,person,bench	এখানে কিছু সূক্ষ্ম বালি আছে
a metal orange juice press##chair,cup,orange,chair,chair,orange,apple,orange,carrot,donut	একটি ধাতব কমলা রস প্রেস
a baseball players uniform##person,baseball glove,sports ball,person,person,person,person,person,person,person	একটি বেসবল খেলোয়াড় ইউনিফর্ম
Three baseball players on baseball field.##person,person,person,person,baseball bat,person,baseball glove,baseball glove,baseball glove,person	বেসবল মাঠে তিন বেসবল খেলোয়াড়।
Booths at a street fair.##person,person,person,vase,handbag,umbrella,sandwich,dining table,sandwich,person	রাস্তার মেলায় বুথ।
Back right foot of the second goat##sheep,sheep,couch	দ্বিতীয় ছাগলের ডান পা পিছনে
fine toothed blade of knife##scissors,knife,scissors,scissors,person,knife,knife,knife,cell phone	ছুরি জরিমানা দাঁতযুক্ত ফলক
guy's hand trying to block the camera##laptop,person	লোকটির হাত ক্যামেরাটি ব্লক করার চেষ্টা করছে
Baseball in players right hand##person,person,baseball glove,baseball glove,person,person,sports ball	খেলোয়াড়দের ডান হাতে বেসবল
The second highest rail of the jump##person,horse,umbrella,umbrella	লাফের দ্বিতীয় সর্বোচ্চ রেল
a white paper not in english##person,motorcycle,motorcycle,motorcycle,motorcycle,person,motorcycle,motorcycle,car,person	একটি সাদা কাগজ ইংরেজি না
green and white concession stand near umbrella##person,person,person,frisbee,person,person,person,person,person,umbrella	ছাতার কাছাকাছি সবুজ এবং সাদা ছাড়
metal stand for ropes##bowl,bowl,dining table,bowl,sink,dining table,book,bowl,bowl,chair	দড়ি দড়ি জন্য স্ট্যান্ড
an umbrella standing in a tennis court##person,person,person,chair,chair,person,umbrella,tennis racket,backpack,umbrella	টেনিস কোর্টে একটি ছাতা দাঁড়িয়ে আছে
there are english and Chinese characters##traffic light	ইংরেজি এবং চীনা অক্ষর আছে
a bench along a tennis court##person,person,person,person,sports ball,kite,bottle,bottle	টেনিস কোর্ট বরাবর একটি বেঞ্চ
a young girl with a fair complexion##person,person,person,teddy bear,person,person,backpack,backpack,person,person	একটি ফর্সা বর্ণের সঙ্গে একটি যুবা মেয়ে
The players uniform is white##person,person,person,person,person,person,chair,baseball bat,chair,chair	খেলোয়াড়দের ইউনিফর্ম সাদা
a motorcycle side stand##motorcycle,potted plant	মোটরসাইকেলের সাইড স্ট্যান্ড
The second clock showing on the tower.##clock,clock	টাওয়ারে দেখানো দ্বিতীয় ঘড়ি।
tennis court floor##person,person,person,tennis racket,person,person,person,person,person,person	টেনিস কোর্ট ফ্লোর
cross on top of steeple##horse,horse,horse,horse,person,traffic light,person,person,clock,person	স্টেপল উপর ক্রস
the players are on a field##frisbee,person,person,person,person,car,sports ball,sports ball,car	খেলোয়াড়রা একটি মাঠে আছে
the second car in the train##train,person	ট্রেনের দ্বিতীয় গাড়ি
A TV stand sitting under TV##tv,person,chair,tv,person,chair,chair,chair,person	টিভির নিচে বসে একটি টিভি স্ট্যান্ড
two young softball players sitting on the bench##person,person,baseball glove,bench	দুই তরুণ সফটবল খেলোয়াড় বেঞ্চে বসে আছেন
man on a tennis court on a sunny day##person,tennis racket	টেনিস কোর্টে এক রোদ রোজ মানুষ
mass sheep and woolcraft fair ribbon##carrot,carrot,sheep,sheep,sheep,sheep,sheep,teddy bear,sheep,bird	ভর মেষ এবং উলক্রাফট মেলা ফিতা
the combs are fine##bench	ঝুঁটি ভাল আছে
cap on players head##person,baseball glove,sports ball	খেলোয়াড়দের মাথায় ক্যাপ
the models are red and black##car,car,chair,truck	মডেলগুলি লাল এবং কালো
Green and red tennis court##person,sports ball,person,person,person,person,person,person,person,person	সবুজ এবং লাল টেনিস কোর্ট
a celtic cross stone monument##sheep,sheep,sheep,sports ball,sheep,parking meter,sheep,sheep	একটি সেল্টিক ক্রস পাথর স্মৃতিস্তম্ভ
plants behind toy models##train	খেলনা মডেল পিছনে গাছপালা
wave is moving fast##person,surfboard	তরঙ্গ দ্রুত গতিতে চলছে
red double decker bus with Chinese characters and number 8##bus,car,person,traffic light,car,person,traffic light,person,person,person	চীনা অক্ষর এবং 8 নম্বর সহ লাল ডাবল ডেকার বাস
this shop sells fine ales##fire hydrant,book,book	এই দোকান জরিমানা বিক্রি করে
orange street block##skateboard,person,person,person	কমলা স্ট্রিট ব্লক
cross section of fans at baseball game##person,baseball glove,person,person,person,person,person,person,person,person	বেসবল খেলায় ভক্তদের ক্রস বিভাগ
large soft drink cup from a fast food restaurant or store##remote,laptop,cup,chair,person,keyboard,dining table,remote,keyboard	একটি ফাস্ট ফুড রেস্তোঁরা বা স্টোর থেকে বড় সফট ড্রিঙ্ক কাপ
red bananas at a fruit stand##banana,banana,banana,apple,banana,apple,apple,apple,apple,apple	একটি ফল স্ট্যান্ডে লাল কলা
train moving fast blurring image##backpack,person,person,person,bicycle,person,person,person,bus,backpack	দ্রুত চলা ট্রেনের ঝাপসা ছবি
this sign is not in english##bicycle,person,car,person,person,bus,person,person,truck,person	এই চিহ্নটি ইংরেজিতে নেই
an apple cider press##person,person,person,apple,bottle,apple,apple,apple,apple,apple	একটি আপেল সিডার প্রেস
Black tv on top of brown stand.##tv,vase,vase,couch,potted plant,potted plant,vase,book,couch,potted plant	ব্রাউন স্ট্যান্ডের উপরে কালো টিভি।
a hand moving too fast for the camera##laptop,person,person,person,potted plant,cell phone,person,person,hot dog,hot dog	একটি হাত ক্যামেরার জন্য খুব দ্রুত গতিতে চলেছে
Starps on the stand.##chair,tv,couch,couch,chair,chair,remote,chair,dining table,vase	স্ট্যান্ডের উপর স্ট্র্যাপ্গুলো
medium brown wood fine grained table##fork,dining table,laptop,dining table,spoon	মাঝারি বাদামী কাঠ সূক্ষ্ম দানযুক্ত টেবিল
Back of court is green.##person,person,tennis racket,person,tennis racket	কোর্টের পিছনে সবুজ।
white trail that can only be made by incredibly fast planes##airplane	সাদা ট্রেইল যা কেবল অবিশ্বাস্যভাবে দ্রুত প্লেন দ্বারা তৈরি করা যায়
score card being held by a man on tennis court##person,person,person,tennis racket,sports ball	টেনিস কোর্টে একজন লোক দ্বারা স্কোর কার্ড রাখা হচ্ছে
Man seated at food court table##person,chair,person,person,chair,person,person,person,person,person	মানুষ ফুড কোর্টের টেবিলে বসে আছে
black cap on players head##person,person,person,person,person,person,person,person,person,chair	খেলোয়াড়দের মাথায় ব্ল্যাক ক্যাপ
sydney written in white letters on court##person	সিডনি কোর্টে সাদা অক্ষরে লেখা
fine whiskers on animal's chin##cow,bench	পশুর চিবুক উপর সূক্ষ্ম চুল
a green chair on a tennis court##person,tennis racket,chair,chair,chair	টেনিস কোর্টে একটি সবুজ চেয়ার
Dollar amount of the penalty.##traffic light	জরিমানার ডলার পরিমাণ।
Baseball catcher watching players##person,person,person,person,person,person,person,person,person,chair	খেলোয়াড়দের দেখছেন বেসবল ক্যাচার
white Arabic characters on sign##stop sign,person,suitcase	সাইন ইন সাদা আরবী অক্ষর
poster with cartoon characters##person,laptop,mouse,person,bottle,chair,bird,chair,keyboard,mouse	কার্টুন চরিত্রযুক্ত পোস্টার
A time date stamp in the corner##truck,traffic light,train,truck	কোণে একটি সময় তারিখ স্ট্যাম্প
window planters outside second story##bus,person,person,person,person,bicycle,bicycle,bicycle,bicycle,person	দ্বিতীয় তলের বাইরে উইন্ডো রোপনকারীরা
green floor next to court##person,person,person,person,person,tennis racket,person,person,person,person	কোর্টের পাশের সবুজ তল
The boy has a orange stamp on his hand.##person,zebra,car,toilet	ছেলেটির হাতে কমলা স্ট্যাম্প রয়েছে।
black mit in players hand##person,person,person,person,person,handbag,person,baseball glove,person,person	খেলোয়াড়দের হাতে কালো এমআইটি
cross next to the clock tower##clock,car	ঘড়ির টাওয়ারের পাশ দিয়ে পার
sheep running really fast##sheep,sheep,sheep	মেষ সত্যিই দ্রুত চলমান
advertising to the state fair is mounted on the lamp post##	রাষ্ট্র মেলায় বিজ্ঞাপন প্রদীপ পোস্টে লাগানো হয়
bed pillow with cartoon characters on it##bed,person,person,person,book,person,book	এটিতে কার্টুন চরিত্রগুলি সহ বিছানার বালিশ
tennis court being used in a match##person,person,person,person,chair,person,person,chair,person,chair	টেনিস কোর্ট একটি ম্যাচ ব্যবহার করা হচ্ছে
Knives in wood block##toaster,chair,chair,chair,bottle,knife,dining table,knife,knife,oven	কাঠের ব্লকে ছুরি
part of the ball field with players getting ready to play##person,person,baseball glove,person,person,person,person,person,person,person	খেলোয়াড়দের খেলতে প্রস্তুত হয়ে বল মাঠের একটি অংশ
the weather is fair##person,skis,skis,backpack,backpack,backpack,backpack,backpack	আবহাওয়া ভাল
cement block siding on church##clock,person,person,clock,handbag,backpack,traffic light	গির্জার উপর সিমেন্ট ব্লক সাইডিং
a man in the armed forces##person,person,frisbee,backpack,truck,truck,car,car,car	সশস্ত্র বাহিনীর একজন
The car is moving fast.##train,car	গাড়ি দ্রুত এগিয়ে চলেছে।
block wall behind giraffe head##giraffe,giraffe,giraffe	জিরাফ মাথার পিছনে প্রাচীর ব্লক
yellow stand##bus,car,person,person,car,car,person,person,handbag,car	হলুদ স্ট্যান্ড
chinese characters are in the sign##	চীনা অক্ষর চিহ্ন আছে
the seat of the second motorcycle##motorcycle,motorcycle	দ্বিতীয় মোটরসাইকেলের সিট
Green part of a tennis court.##person,tennis racket	টেনিস কোর্টের সবুজ অংশ।
the wave moves fast##person,surfboard	তরঙ্গ দ্রুত চলে আসে
White second hand on the clock.##clock,person	ঘড়িতে সাদা সেকেন্ডের কাঁটা
green colored material separating the court##person,person,person,person,person,person,person,person,tennis racket,person	সবুজ রঙের জিনিস দিয়ে কোর্টটি আলাদা করা আছে
The traffic lights stand out a lot.##person,traffic light,car,car,traffic light,person,traffic light,car,person,car	অনেকগুলো ট্রাফিক লাইট
fine stitching on leash##dog	চেন এর উপর সূক্ষ্ম সেলাই
Kick stand on a motorcycle.##motorcycle,person,traffic light,traffic light,car,car,car,person,motorcycle,fire hydrant	একটি মোটরসাইকেলের কিকস্টান্ড
An electronic display showing the date##clock,tv	একটি বৈদ্যুতিন প্রদর্শন তারিখটি দেখায়
cement block facade on a building##person,person,cell phone	একটি বিল্ডিং সিমেন্ট ব্লক সম্মুখের
person forces cow to ramble over rocks for unknown reason##cow,person,baseball bat	ব্যক্তি অজানা কারণে গাভীকে পাথরের উপরে চলাফেরা করতে বাধ্য করে
a cross walk across street white pattern##fire hydrant,car,car,car,car,car,car,car,car,car	রাস্তার সাদা প্যাটার্ন জুড়ে ক্রস ওয়াক
two lemons together on a block##orange,orange,potted plant,oven,dining table,oven,cup,broccoli	একটি ব্লকে দুটি লেবু একসাথে
white teeth-like forms on top of wing##airplane,car	ডানা উপরে সাদা দাঁত মত ফর্ম
date in red letters and numerals##umbrella,clock,potted plant,clock,umbrella,potted plant,potted plant,potted plant,clock	লাল বর্ণ এবং সংখ্যাগুলিতে তারিখ
empire near second base##person,person,baseball bat,person,baseball glove,tie,tie	দ্বিতীয় বেস কাছাকাছি সাম্রাজ্য
second place is wearing yellow##person,sheep,sheep,umbrella,sheep,dog,teddy bear,person,dog,person	দ্বিতীয় স্থান হলুদ পরা হয়
man in the middle of tennis court##person	টেনিস কোর্টের মাঝখানে মানুষ
The second sign says 4 way.##stop sign,stop sign	দ্বিতীয় চিহ্নটি 4 উপায় বলে।
five wheels on the court##person,person,bicycle,person,bicycle,person,chair,person,person,remote	কোর্টে পাঁচ চাকা
Red T-shirt with white cross patch##person,tennis racket,sports ball,person,person,person,person,person,person,person	সাদা ক্রস প্যাচ সহ লাল টি-শার্ট
small white rocking chair with mother and child models in it##person,person,person,person,person,person,person,person,boat,person	এতে মা ও শিশুদের মডেল সহ ছোট ছোট দোলের চেয়ার
The comb is fine toothed.##person,person,person	চিরুনিটি দাঁতযুক্ত is
date stamp on the photo##person,person,airplane,person,person,person,person,person,person,person	ছবির উপর তারিখ স্ট্যাম্প
Chinese characters on the sign##person,person,remote,chair,laptop,chair,chair,laptop	সাইন ইন চীনা অক্ষর
The sky is fair.##bicycle,bench,bench,bottle,boat,bicycle,boat,boat,boat,bottle	আকাশটা ফর্সা।
a green court##person,tennis racket,sports ball	সবুজ কোর্ট
a woman walking throw a trade fair##person,toilet,person,sink,refrigerator,laptop,cup,person,person	একজন মহিলা হাঁটছেন একটি বাণিজ্য মেলা
A crowd of people standing at the fair.##person,person,kite,person,kite,kite,umbrella,person,person,person	মেলায় দাঁড়িয়ে মানুষের ভিড়।
a man standing on court##person,person,person,sports ball,bicycle	একজন লোক কোর্টে দাঁড়িয়ে
cross on a building##bird,bird,bird,bird,bird,bird	একটি বিল্ডিং উপর ক্রস
the players shoes have spikes##person,person,person,person,baseball bat,person,person,person,person,person	প্লেয়ার জুতা স্পাইক আছে
A large brown block.##person,car,person,person,skateboard,dog,car,person,person,car	একটি বড় বাদামী ব্লক।
Man skiing fast##person,person,person,person,person,skis,person,person,person,skis	ম্যান দ্রুত স্কিইং
the person has fair skin##remote,keyboard,keyboard,person,keyboard	ব্যক্তির ফর্সা ত্বক আছে
Skid foot marks on a tennis court##person,tennis racket,sports ball	টেনিস কোর্টে স্কিড পায়ের চিহ্ন
a woman in a fair isle sweater##person,bottle,bottle,cake,oven,bottle,bottle,cake,bottle,bottle	ফর্সা আইল সোয়েটারের এক মহিলা
Shadow on the ground of the second racket from the left##person,person,sports ball,person,tennis racket,person,person,person,person,person	বাম দিক থেকে দ্বিতীয় র‌্যাকেটের মাটিতে ছায়া
A backwards baseball hat on the players head.##person,tennis racket,sports ball	খেলোয়াড়দের মাথার পিছনে একটি বেসবল টুপি।
a watermark and date##person,surfboard	একটি জলছবি এবং তারিখ
the toys are on the stand##tv,couch,suitcase,tv,dining table,vase	খেলনা স্ট্যান্ডে আছে
a second statue of a cow##cow,cow	একটি গরুর দ্বিতীয় মূর্তি
large crack in tennis court##person,person,tennis racket,tennis racket,car	টেনিস কোর্টে বড় ফাটল
The white ice models in the room.##bear	ঘরে সাদা বরফের মডেল।
hairy arm with fair pale skin##person,refrigerator,truck,truck	ফর্সা ফ্যাকাশে ত্বক সঙ্গে লোমশ বাহু
Paper on night stand##bed,chair,couch,cup	নাইট স্ট্যান্ডে কাগজ
date stamp that reads 12/04/2010##truck,truck,person,truck,truck,truck,person	তারিখ স্ট্যাম্প যা 12/04/2010 পড়বে
Yellow criss cross on the street by train.##train,traffic light,train,person,train,car,car,traffic light	ট্রেনে রাস্তায় হলুদ ক্রাইসস অতিক্রম করে।
base ball opponent players##person,person,person,baseball bat,person,person,person,baseball glove,person,person	বেস বল প্রতিপক্ষের খেলোয়াড়
three baseball players playing a game##person,person,person,person,baseball glove,person,person,baseball bat,person,person	তিনটি বেসবল খেলোয়াড় একটি খেলা খেলছে
The white bins on the second shelf of the fridge.##chair,refrigerator,bowl,bottle,microwave,bottle	ফ্রিজের দ্বিতীয় তাকের সাদা পাতাগুলি।
fine texture of feathers##bird	পালকের সূক্ষ্ম জমিন
large orange and green sign giving name and date##motorcycle,person,motorcycle,person,motorcycle,truck,car,car,motorcycle,motorcycle	নাম এবং তারিখ প্রদত্ত বড় কমলা এবং সবুজ চিহ্ন
green cross on top of building##	বিল্ডিংয়ের উপরে সবুজ ক্রস
colorful bus parked next to a stand and umbrella##bus,person,umbrella,person,umbrella,person,person,person,person	স্ট্যান্ড এবং ছাতার পাশেই পার্কিং রঙিন বাস
a purple umbrella with little cartoon characters##umbrella,person,person	ছোট্ট কার্টুন চরিত্র সহ একটি বেগুনি ছাতা
the date is shown on the outter portion##clock	তারিখটি বহির্মুখী অংশে প্রদর্শিত হয়
fast moving ball towards home plate##person,person,sports ball,baseball glove	হোম প্লেটের দিকে দ্রুত চলমান বল
a fast food ordering bar##person,person,person,person,person,person,person,person,handbag,person	একটি ফাস্ট ফুড অর্ডার বার
The date 02/10/2009.##knife,person,carrot,carrot,knife,carrot,dining table	তারিখ 02/10/2009।
train going by fast##person,train,bench,person	দ্রুত যেতে ট্রেন
date and time stamp##keyboard,dining table	তারিখ এবং সময় স্ট্যাম্প
person has fair colored skin##horse,person,dog	ব্যক্তির ফর্সা বর্ণের ত্বক থাকে
the copyright stamp on the photo##person,sports ball,tennis racket,tennis racket	ছবির কপিরাইট স্ট্যাম্প
grey fine toothed comb##scissors,toothbrush,scissors,scissors	ধূসর জরিমানা দাঁতযুক্ত ঝুঁটি
pizza on a butcher block table##cup,pizza,pizza,broccoli	কসাই ব্লক টেবিলে পিজ্জা
gold Chinese characters on a red flag##traffic light,tv	একটি লাল পতাকায় স্বর্ণের চীনা অক্ষর
The date stamp on the photo.##	ছবির উপর তারিখ স্ট্যাম্প।
red and white cross on man's shoulder##person,cow,baseball glove,cow	মানুষের কাঁধে লাল এবং সাদা ক্রস
second bird is standing on car##bird,bird,person,person,car,car	দ্বিতীয় পাখি গাড়িতে দাঁড়িয়ে আছে
white lines painted on court##person,person,person,person,clock,person,person,person,person,tennis racket	সাদা লাইন কোর্টে আঁকা
A tennis court has snow on the surface##person	একটি টেনিস কোর্টের তলদেশে বরফ রয়েছে
a metal stand under the seat of a bench##refrigerator,bench,suitcase,chair	একটি বেঞ্চের সিটের নীচে একটি ধাতব স্ট্যান্ড
a railing forms a corner sitting area##suitcase,chair,clock,bed,person	একটি রেলিং কোণার বসার অঞ্চল গঠন করে
boy sitting cross-legged on ground##person,person,person,person,person,person,baseball bat,baseball bat,person,person	ছেলেটি মাটিতে ক্রস লেগে বসে আছে
date and hotel that the photo was taken##teddy bear,cake,person,person,person,dining table	তারিখ এবং হোটেল যে ছবি তোলা হয়েছিল
fine china with flower design##person,wine glass,person,spoon,spoon,knife,dining table,chair,chair,spoon	ফুলের নকশা সহ সূক্ষ্ম চীন
green field next to players##person,person,person,baseball glove	খেলোয়াড়দের পাশে সবুজ ক্ষেত্র
black metal cross-walk light##traffic light,car,traffic light,traffic light	কালো ধাতব ক্রস ওয়াক আলো
a lone spectator behind the tennis players##person,person,person,person,person,person,person,person,person,person	টেনিস খেলোয়াড়দের পিছনে একাকী দর্শক
the picture has a date stamp##keyboard,tv,book,book	ছবিটিতে একটি তারিখের স্ট্যাম্প রয়েছে
Calendar has star wars characters on it##keyboard,chair,tv,mouse,tv,cup,book,book,book,book	ক্যালেন্ডারে এতে তারকা যুদ্ধের অক্ষর রয়েছে
spectator seats at a tennis court##person,tennis racket	টেনিস কোর্টে দর্শকের আসন
a hard true tennis court##person,sports ball,tennis racket	একটি কঠিন সত্য টেনিস কোর্ট
Grate over a concrete block##banana,person,banana,banana	একটি কংক্রিট ব্লকের উপর কষান
foreign characters on the vehicle's side##train,bus,person,bird	গাড়ির পাশে বিদেশী অক্ষর
wood platform for bird to stand on##bird,person,clock	পাখি দাঁড়িয়ে জন্য কাঠের প্ল্যাটফর্ম
Woman going fast downhill.##person,skis	মহিলা দ্রুত উতরাইয়ের দিকে যাচ্ছে।
second floor windows##bus,person,person,car,person,person,person,person,person,person	দ্বিতীয় তলার জানালা
second red and blue train##train,train,train,train,train,train,person,car,train,car	দ্বিতীয় লাল এবং নীল ট্রেন
White lamp shade on tall stand##tv,cat,couch,couch,bowl	লম্বা স্ট্যান্ডে সাদা ল্যাম্প শেড
fast pass tickets on bus window##bus	বাসের জানালায় দ্রুত পাসের টিকিট
an english style toilet##sink,traffic light,toilet,bottle,traffic light,sink,toilet,cup,bottle,cake	একটি ইংরেজি স্টাইল টয়লেট
Large models in the park field##person,person,kite,kite,person,person,person,person,person,kite	পার্ক মাঠে বড় মডেল
chair is decorated with Disney characters##cup,person,bowl,bottle,spoon,dining table,dining table,potted plant	চেয়ার ডিজনি অক্ষর সজ্জিত
knife on the chopping block##person,person,knife,knife,bowl,bottle,oven,oven,oven,bottle	কাটা ব্লকের উপর ছুরি
A bed of steel springs##toilet	স্টিলের ঝর্ণার একটি বিছানা
this is a fast food place##person,person,chair,chair,dining table,chair,dining table,microwave,chair,bottle	এটি একটি ফাস্ট ফুডের জায়গা
beige table lamp on stand##person,suitcase,book,cat,book,book,chair,chair,bed,bed	স্ট্যান্ডে বেইজ টেবিল ল্যাম্প
the tennis court##person,person,person,person,person,person,tennis racket,chair,person,chair	টেনিস কোর্ট
trunk of elephant forms a C##elephant,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra	হাতির ট্রাঙ্ক একটি সি গঠন করে
food on english muffin with yellow sauce##fork,orange,cake,cup,sandwich,dining table,cake,cup	হলুদ সসের সাথে ইংলিশ মাফিনে খাবার
This part of the court is blue##person,chair,person,person,person,person,person,person,person,person	কোর্টের এই অংশটি নীল
an attraction for a fair##motorcycle	একটি মেলা জন্য আকর্ষণ
blue box on tennis court##person,tennis racket,sports ball	টেনিস কোর্টে ব্লু বক্স
black metal plant stand##person,potted plant,couch,knife	কালো ধাতব উদ্ভিদ স্ট্যান্ড
the players hanging out in the dugout##person,person,person,person,person,bench,person,person,person,bench	খেলোয়াড়রা হতাশায় ঝুলছে
Base of the yellow umbrella second from the left##umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella	বাম থেকে দ্বিতীয় হলুদ ছাতা বেস
the black fast forward arrow##person,couch,cell phone	কালো দ্রুত এগিয়ে তীর
Orange color night lamp with wooden stand##person,book,remote,book,book,book,book,book,book,book	কাঠের স্ট্যান্ড সহ কমলা রঙের নাইট ল্যাম্প
line where block fit together##person,traffic light,traffic light,tv	ব্লক যেখানে একসাথে ফিট
bat stand in middle of bats##person,bottle,person,baseball bat,person,baseball bat,person,person,baseball bat,baseball bat	ব্যাট ব্যাট এর মাঝখানে
doilee stand is silver##cake,cake,cake,cake,cake,cake,cake,cake,cake,cake	দোয়েলি স্ট্যান্ড সিলভার is
person on the court wearing black shirt##person,person,person,tennis racket,person,person,person,person,person,person	কোর্টে কালো শার্ট পরা ব্যক্তি
different plane models are seen.##airplane,airplane,airplane,airplane,airplane,airplane,airplane,airplane,person,airplane	বিভিন্ন বিমানের মডেল দেখা যায়।
Two press buttons of the sweater##person,toothbrush	সোয়েটারের দুটি প্রেস বোতাম
Time and date stamp in corner##refrigerator,oven,microwave,knife,knife,knife,knife,knife,knife,knife	কোণে সময় এবং তারিখ স্ট্যাম্প
The stand of the t.v.##tv,person,bottle,book,book,book,book,book,book,book	T.v. এর স্ট্যান্ড
sharp knife on the chopping block##pizza,person,cup,wine glass,dining table,cup,bottle,dining table	কাটা ব্লকের উপর ধারালো ছুরি
second bird on right##bird,bird,bird	ডানদিকে দ্বিতীয় পাখি
woman wearing dress about to cross street##person,clock,person,fire hydrant,car,person,car,car,car,car	রাস্তায় পার হওয়ার জন্য পোশাক পরা মহিলা
two motor cycle springs##person,motorcycle	দুটি মোটর চক্র স্প্রিংস
a lava lamp on stand##person,tv,remote,bottle,chair,suitcase,book,book,couch,chair	স্ট্যান্ডে একটি লাভা বাতি
black springs##bird,bicycle,surfboard	কালো ঝর্ণা
a mirror on a stand##sink,refrigerator,bowl,chair	একটি স্ট্যান্ডে একটি আয়না
green grass as tennis court##person,sports ball,tennis racket,person,person,person	টেনিস কোর্ট হিসাবে সবুজ ঘাস
antique golf clubs and stand##suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,vase,suitcase	প্রাচীন গল্ফ ক্লাব এবং স্ট্যান্ড
wheels of train with springs##train,train	স্প্রিংস সঙ্গে ট্রেন চাকা
clear plastic French press##oven,microwave,refrigerator,chair,cup,cup,cup,vase	পরিষ্কার প্লাস্টিক ফ্রেঞ্চ প্রেস
fine brown dirt##person,person,person,person,person,person,person,person,person,person	সূক্ষ্ম বাদামী ময়লা
lifeguard stand is blue and white##truck,person	লাইফগার্ড স্ট্যান্ড নীল এবং সাদা
fast food##person,person,hot dog,person,person	ফাস্ট ফুড
a red cross on the paper##cat,refrigerator,book,cup,book,toothbrush,book	কাগজে একটি রেড ক্রস
a fast food meal served on a white plate##fork,person,sandwich,dining table,sandwich,hot dog,knife,knife,dining table,knife	একটি ফাস্ট প্লেট একটি সাদা প্লেটে পরিবেশন করা
Dirt is on the baseball players outfit##person,person,person,person,person,person,person,person,person,car	গ্লাসটি বেসবল খেলোয়াড়দের পোশাকে রয়েছে
A cinder block wall.##person,sheep,person,sheep,person,sheep,person,sheep,sheep,sheep	একটি সিন্ডার ব্লক প্রাচীর।
Man playing tennis on purple and green tennis court.##person,tennis racket,person,person,person,person,tennis racket,sports ball,tennis racket	ম্যান বেগুনি এবং সবুজ টেনিস কোর্টে টেনিস খেলছেন।
Cartoon characters on his shirt##person,bird,frisbee,clock,car,dining table,bench,bench	তার শার্টে কার্টুন চরিত্রগুলি
black TV stand with flat screen##chair,chair,chair,potted plant,couch,chair,vase,chair,couch,chair	ফ্ল্যাট পর্দা সঙ্গে কালো টিভি স্ট্যান্ড
Some people are at the county fair##person,person,person,person,person,person,kite,person,kite,person	কিছু লোক কাউন্টি মেলায় আছেন
charger stand on a desk##keyboard,laptop,keyboard,keyboard	চার্জার একটি ডেস্ক স্ট্যান্ড
security forces vehicle with open windows##person,airplane,person,person	নিরাপত্তা বাহিনী খোলা জানালা দিয়ে যানবাহন
Staircase leading to the second floor##chair,potted plant,chair,couch,couch,potted plant,wine glass,chair	সিঁড়ি দ্বিতীয় তলায় এগিয়ে
a stand of snow covered trees##person,person,person,backpack,skis,snowboard,backpack,skis,backpack	বরফ ঢাকা গাছের একটি স্ট্যান্ড
Three different cellphone models##cell phone,cell phone,dining table,chair,bowl,chair,chair,cell phone,person,dining table	তিনটি পৃথক সেলফোন মডেল
this is the cross##	এই ক্রস হয়
hedge bush growing outside of the tennis court##person,tennis racket	টেনিস কোর্টের বাইরে হেজ বুশ বাড়ছে
a fine skateboard##person,skateboard,person	একটি দুর্দান্ত স্কেটবোর্ড
the trees in the tennis court##person,person,tennis racket,sports ball,sports ball,sports ball,tennis racket,sports ball,sports ball,sports ball	টেনিস কোর্টে গাছ
wood cross##bench,potted plant,bench,bench,bench,bench,bench,bench,bench,bench	কাঠ ক্রস
a knife block on the shelf##bottle,chair,knife,bottle,chair,chair,knife,bowl,bottle,dining table	বালুচর উপর একটি ছুরি ব্লক
line of trees to the left of the court##person,person,person,person,tennis racket,person,person,person,person,person	কোর্টের বামে গাছের লাইন
surfer stand a surfboard##person,dog,person,surfboard,surfboard	surfer একটি surfboard স্ট্যান্ড
date book with plastic cover##car	প্লাস্টিকের কভার সহ তারিখের বই
a stamp in the wood##baseball bat,baseball bat	কাঠ একটি স্ট্যাম্প
yellow time and date stamp##person,person,person,person,person,person,person,person,person,bench	হলুদ সময় এবং তারিখ স্ট্যাম্প
some kind of festival or fair##motorcycle,motorcycle,person,person,person,motorcycle,person,person,umbrella,umbrella	কোন এক উত্সব বা মেলা
gate/door to fence surrounding court##person,tennis racket,sports ball	দরজার আশেপাশে বেড়া দরজা / দরজা
The bench the players are sitting on.##person,person,bottle,tennis racket,person,person,person,tennis racket,tennis racket,person	খেলোয়াড়রা বসে আছেন বেঞ্চে।
Helmet on the second horse rider.##horse,horse,person,person,dog,horse,person	দ্বিতীয় ঘোড়সওয়ারে হেলমেট
