en	bn
Giraffe looks at the camera##giraffe	জিরাফ ক্যামেরার দিকে তাকাচ্ছে
edge of an umbrella##person,person,person,person,person,person,umbrella,person,person,person	একটি ছাতার প্রান্ত
Man playing tennis.##person,tennis racket,sports ball,chair,clock	ম্যান টেনিস খেলছে।
the hat is big##person,person,person,bowl,bowl,bowl,person,boat,bowl,bowl	টুপি বড়
A half eaten sandwich.##sandwich,person,carrot	অর্ধেক খেয়েছে স্যান্ডউইচ।
back of yellow bicycle##bicycle,hair drier	পিছনে হলুদ সাইকেলের
the black spire on a building##clock	একটি বিল্ডিং কালো স্পায়ার
yellow flowers on the hillside##truck	পাহাড়ের গায়ে হলুদ ফুল
coffee mug on a desk##person,cup,book,tv,dining table,tv,cell phone,book,book,person	একটি ডেস্কে কফি মগ
tennis balls on basket##person,person,tennis racket,sports ball,sports ball,sports ball,tennis racket,sports ball,sports ball,sports ball	টেনিস বল
a very quiet intersection##stop sign,car,car,car,car,car,car,car,car,car	খুব শান্ত ছেদ
white mark is spotted##tv,mouse,laptop	সাদা চিহ্ন দাগযুক্ত
The word LANDS.##	শব্দটি ল্যান্ডস।
the trunk is sliced##zebra,zebra,zebra,zebra,zebra	কাণ্ড কাটা হয়
this is the sky##sheep,sheep,person,sheep,person	এই আকাশ
White frisbee being thrown##person,person,umbrella,person,person,frisbee,handbag,backpack,person,backpack	সাদা ফ্রিবি ফেলে দেওয়া হচ্ছে
edge of a speck##person,tie	একটি ছত্রাক প্রান্ত
Black tire on van##cow,person,motorcycle,motorcycle,person,car,person,motorcycle,car,car	ভ্যানে কালো টায়ার
three people behind table##person,person,person,cup,cup,chair,cup,person,cup,dining table	টেবিলের পিছনে তিন জন
Two Asian men sitting on a cart##horse,person,person,bench,backpack	দুজন এশিয়ান লোক গাড়িতে বসে আছেন
cross on a ship##car,car,car,car,car,car,car,car,train,bus	একটি জাহাজে ক্রস
this is a boat##boat,boat,boat,person,person	এটি একটি নৌকা
an orange black and white boat##person,person,boat,person,person,person,person,person,person,person	একটি কমলা কালো এবং সাদা নৌকা
the trees has no leaves##stop sign	গাছের কোন পাতা নেই
man playing frisbee in the yard##person,person,person,person,person,person,person,frisbee,person	লোক উঠোনে ফ্রিসবি খেলছে
man playing frisbee in the yard##person,person,person,person,person,person,person,frisbee,person	লোক উঠোনে ফ্রিসবি খেলছে
The man has his finger in his mouth.##person,person,person,person,person,person,person,chair,chair,person	লোকটির মুখে আঙুল আছে।
a pink hat on top of her head##person,bottle,microwave,bottle,cup,carrot,book,wine glass,bowl,carrot	তার মাথার উপরে গোলাপী টুপি
the cat is sleeping##person,couch,cat,remote,chair	বিড়াল ঘুমিয়ে আছে
the keyboard is black##keyboard,tv,tv,clock,clock,person	কীবোর্ডটি কালো
this is the sky##clock,traffic light,traffic light,sports ball	এই আকাশ
Barry Bonds standing in batters box##person,person,person,baseball bat,person,person,person,baseball glove,chair,person	ব্যাটার্স বাক্সে দাঁড়িয়ে ব্যারি বন্ডস
red bowl of tubers##broccoli,carrot,carrot,bowl,banana,carrot,carrot,carrot,bowl,banana	কন্দের লাল বাটি
dark cat on blue motorcycle##cat,motorcycle,bicycle	নীল মোটরসাইকেলের গাঢ় বিড়াল
A lot of branches are on the ground.##dog,boat	মাটিতে প্রচুর শাখা রয়েছে।
toilet in the room##toilet,toilet	ঘরে টয়লেট
Produce market.##bowl,bowl,bowl,bowl,bowl,bowl,bowl,person,bowl,person	বাজার উত্পাদন।
Woman skier walking in the snow##person,backpack	মহিলা স্কিয়ার বরফে হাঁটা
top of a mountain##person,person,person,person,skis,backpack,snowboard,skis,skis,skis	একটি পর্বত শীর্ষ
queen sized black bed with white sheets##bed,bed,chair,dining table,tv,book,tv	সাদা চাদরযুক্ত রানী আকারের কালো বিছানা
this is a lady##person,chair,dining table,dog,chair,bench,dining table,cat,dog	এই মহিলা
red and green hydrant##fire hydrant,bench,car,car,truck,parking meter	লাল এবং সবুজ জলবাহক
the keyboard is old##keyboard,bowl,skateboard,mouse	কীবোর্ডটি পুরানো
an earring##person,tie	একটি কানের দুল
clock hang on wall##clock,potted plant,bottle,bottle,vase,vase,vase,bottle,bottle,cup	ঘড়ির কাঁটা দেয়ালে
Man holding a plate of pizza##person,person,person,pizza,cup,pizza,dining table,dining table,bowl,dining table	পিজ্জার এক প্লেট ধরে লোক
a bathroom stall##toilet,car	একটি বাথরুম স্টল
A boy swinging a bat##person,person,person,person,baseball glove,baseball bat,car,baseball bat,baseball bat,baseball bat	একটা ছেলে ব্যাট দুলছে
a white plane on a landing lane##airplane,truck,bird,bird,bird,traffic light	অবতরণ লেনে একটি সাদা বিমান
The sky is blue.##person,car,person,person,person,person,backpack,person,bicycle,car	আকাশ নীল.
A white line##car,person,car,car,car,truck,person,skateboard,person	একটি সাদা রেখা
the sky##airplane,bird	আকাশ
many different bikes##bicycle,person,bicycle,person,bicycle,bicycle,bicycle,bicycle,bicycle,person	অনেক বিভিন্ন বাইক
Green alligator on white hat##person,person,tennis racket,tennis racket	সাদা টুপিতে সবুজ অলিগেটর
this is a plane##airplane	এটি একটি বিমান
bird standing on branch##bird,bird	পাখি ডালে দাঁড়িয়ে
white snow##person,skis,skis,skis	সাদা বরফ
a small red box##sheep,potted plant,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep	একটি ছোট লাল বাক্স
The people sit together at the table##person,bottle,person,person,person,bottle,person,person,bottle,bottle	লোকেরা একসাথে টেবিলে বসে
woman at a table##person,fork,bowl,dining table,bowl,cup,bowl,knife,cup,cake	এক টেবিলে মহিলা
Red sign on side of road.##car,stop sign,car,car,car,car,car,car,car,car	রাস্তার পাশে লাল চিহ্ন।
part of some grass##person,frisbee	কিছু ঘাসের অংশ
green clock##book,book,bottle,book,book,bed,book,book,book,book	সবুজ ঘড়ি
this is a cell phone##person,cell phone,apple	এটি একটি সেল ফোন
camera flash reflection suggest object has shine##cow,zebra,zebra,dog,zebra,zebra,zebra,zebra,dog,dog	ক্যামেরা ফ্ল্যাশ প্রতিবিম্ব সুপারিশ অবজেক্ট চকমক আছে
Two people are standing.##person,person,tv,chair	দু'জন দাঁড়িয়ে আছে।
a fence##fire hydrant	একটি বেড়া
a frame on wall##person,person,person,tie,wine glass,wine glass,person,couch,cup,couch	দেয়ালে একটি ফ্রেম
There are three giraffe statues##giraffe,giraffe,giraffe,person,person,sheep,traffic light,traffic light,car,person	জিরাফের তিনটি মূর্তি রয়েছে
NON SKATERS DO NOT WEAR HELMETS##person,skateboard,person,person,person,person,person,person,person,person	কোনও স্কেটাররা হেলমেট পরেন না
a dog wearing a purple harness##dog	বেগুনী জোতা পরা একটি কুকুর
part of a bicep##person,person,person,cell phone,person	একটি বাইসপের অংশ
visible icon on laptop##laptop,person,person,chair,keyboard,dining table,laptop,chair,chair	ল্যাপটপে দৃশ্যমান আইকন
green plants are visible##giraffe,giraffe,giraffe,giraffe,car	সবুজ গাছপালা দৃশ্যমান হয়
a little girl holding a hairdryer##person,hair drier,sink,person,cup,sink	একটি ছোট মেয়ে একটি হেয়ার ড্রায়ার রাখা
The ceiling is white.##sink	সিলিং সাদা 
the sky##clock	আকাশ
yellow bowl with liquid being held##person,person,donut,cup,car,car	তরলযুক্ত হলুদ বাটি রাখা হচ্ছে
this is the ground##toilet,potted plant	এই স্থল
the snow is white##person,person,person,skis,person,skis,person,skis,skis,skis	তুষার সাদা is
yellow lemons are visible##orange,chair,orange,orange,orange,orange,orange,potted plant,orange,orange	হলুদ লেবু দেখা যায়
sign above the street##motorcycle,person,car,car,person,traffic light,person,person,person,person	রাস্তার উপরে সাইন ইন করুন
part of a runway##airplane,airplane,boat,person	একটি রানওয়ের অংশ
Woman in a red coat sitting down##horse,person,person,dog,cup	লাল কোটে মহিলা বসে আছেন
A clock##clock,clock	একটি ঘড়ি
polar bear holding green ball##bear,sports ball	মেরু ভালুক ধরে সবুজ বল
A white car##car,truck,car,car,car,car,car,car,car,car	একটি সাদা গাড়ি
red bus##bus,bus,bus,bus,person,bus	লাল বাস
boy on a skateboard##person,skateboard	একটি স্কেটবোর্ডে ছেলে
A jar##knife,knife,vase,bottle,bowl	একটি জার
Child swinging baseball bat##person,sports ball,person,person,person,person,person,sports ball,baseball bat,sports ball	শিশু বেসবল ব্যাট দোলাচ্ছে
batter in the batter's box##person,person,person,baseball glove,baseball bat,person	ব্যাটারের বাক্সে ব্যাটার
the rail road##train,train	রেল রাস্তা
green flowers on wedding cake##cake,dining table,knife,person,spoon,person,wine glass,knife,cake,potted plant	বিবাহের কেক উপর সবুজ ফুল
two birds in water##bird,bird,bird,bird	জলে দুটি পাখি
part of a metal##person,cell phone,person,cell phone,person,cell phone	একটি ধাতব অংশ
the ground##kite,kite,kite,kite,kite,kite,kite,kite,kite,kite	স্থল
a chain##fire hydrant,bus,car	একটি চেইন
the swimsuit is black##person,surfboard,surfboard,surfboard	সাঁতার কাট কালো 
gradient blue beach water##chair,chair,umbrella,umbrella,chair,chair,umbrella	গ্রেডিয়েন্ট নীল সৈকত জল
a tennis player##person,person,tennis racket,tennis racket	একটি টেনিস খেলোয়াড়
black and white zebra##zebra,zebra	কালো এবং সাদা জেব্রা
bike image on glass##pizza,broccoli,broccoli,bottle,broccoli,broccoli,broccoli,dining table,cup,broccoli	গ্লাস উপর সাইকেল ছবি
man holding a roper##person,horse,handbag	একজন রপার ধরেছে
part of a ground##horse,car,person,car,car,person,person	একটি মাটির অংশ
the sand is white##person,person,person,person,person,person,surfboard,surfboard	বালি সাদা
the barn is red##horse,person,bench	শস্যাগার লাল
Mashed potatoes in an oven##sandwich,oven,bowl,bowl,bottle	একটি ওভেনে মেশানো আলু
some rusty pipes##person,clock,person,car,fire hydrant,car	কিছু মরিচা পাইপ
little girl wearing stripped shirt##person,sink,cup,bottle,bottle,bottle,dining table,potted plant,bottle,cup	ছোট মেয়ে স্ট্রিপ শার্ট পরা
Two people on a ski lift.##person,person,skis,bench	স্কি লিফটে দুজন লোক।
fallen leaves on grass##sheep,sheep	ঘাসের উপর পতিত পাতা
a photographer's watermark##person,skateboard	একজন ফটোগ্রাফারের ওয়াটারমার্ক
bridge on top of water##truck,person,person,boat,car,boat	জলের উপরে ব্রিজ
The horse is standing##horse,horse,bird	ঘোড়া দাঁড়িয়ে আছে
A can on the stone wall.##dog,cat	পাথরের দেয়ালে ক্যান।
a red backpack on a skiers back##person,person,backpack,person,skis,backpack,skis,skis,person	একটি স্কাইয়ের পিছনে একটি লাল ব্যাকপ্যাক
pie on white plate##person,person,pizza,bowl,dining table,person,bowl,bowl	সাদা প্লেটে পাই
Triumph Motorcycle logo##motorcycle,motorcycle,motorcycle	ট্রায়াম্ফ মোটরসাইকেলের লোগো
a pepperoni on the pizza##pizza	পিজ্জার উপর একটি পেপারনি
Apples cut to eat.##knife,apple,dining table,apple,apple,apple	আপেল খেতে খেতে।
A round wall clock##person,chair,book,chair,book,dining table,book,book,book,book	একটি গোল প্রাচীর ঘড়ি
a light blue canopy of an umbrella##person,person,person,person,person,person,person,person,person,person	একটি ছাতার হালকা নীল ক্যানোপি
a baby gray elephant##elephant,elephant,elephant	একটি বাচ্চা ধূসর হাতি
white toilet in bathroom##toilet,bottle,sink,sink,sink,handbag,sink	বাথরুমে সাদা টয়লেট
Her shorts are pink##person,person,teddy bear,person	তার হাফপ্যান্ট গোলাপী
a clock on a wooden arched platform##clock	কাঠের খিলানযুক্ত প্ল্যাটফর্মের একটি ঘড়ি
a small girl with a scooter##person,person,person,tennis racket,tennis racket,sports ball,skateboard,cup,person,sports ball	একটি স্কুটার সহ একটি ছোট মেয়ে
The cake is white##cake,knife,cup,cake,person,bowl,dining table,dining table,carrot,bowl	কেক সাদা
a black laptop computer##laptop,remote,cup,keyboard,dining table,cell phone,person	একটি কালো ল্যাপটপ কম্পিউটার
a blue truck##truck,car,car,kite	একটি নীল ট্রাক
A train on the track##train,person,person,person	ট্র্যাকের একটি ট্রেন
person wearing blue helmet##person,person,person,baseball glove,person,baseball bat,person	নীল হেলমেট পরা ব্যক্তি
a red and white sign##person,person	একটি লাল এবং সাদা চিহ্ন
a dining room table and chairs##chair,dining table,chair,chair,chair,couch,chair,chair,book,dining table	একটি ডাইনিং রুম টেবিল এবং চেয়ার
A table scene##cup,bowl,cup,cup,person,bottle,person,bottle,cup,dining table	একটি টেবিলের দৃশ্য
an ornate mirror on a yellow wall##tv,bird,vase	একটি হলুদ দেয়ালে অলঙ্কৃত আয়না
Clock on a building.##clock	একটি বিল্ডিং ঘড়ি।
giraffe##giraffe,giraffe,giraffe,horse,giraffe	জিরাফ
A black beanie.##person,chair,person,chair,person,person,chair,tv,remote,remote	একটি কালো শিম।
person in blue helmet is snowboarding##person,snowboard,snowboard	নীল হেলমেটের ব্যক্তি স্নোবোর্ডিং করছে
umpire wearing a blue short sleeve shirt##person,person,person,baseball glove	নীল শর্ট স্লিভ শার্ট পরা আম্পায়ার
Green moss on branch##bird	ডালে সবুজ শ্যাওলা
an orange cat on a brown couch##cat,laptop,person,couch,person	একটি বাদামী পালঙ্ক উপর একটি কমলা বিড়াল
Flowers in the vase.##vase,dining table,potted plant	ফুলদানিতে ফুল।
wooly gorilla has somewhat devious eyes##teddy bear,teddy bear	উলের গরিলা কিছুটা ভ্রষ্ট চোখ আছে has
skateboarder performing tricks in park##person,skateboard,chair,chair,car	পার্কে স্কেটবোর্ডার কৌশল সম্পাদন করছে
A silver phone.##person,cell phone,refrigerator	একটি সিলভার ফোন।
Cows in a field##cow,cow,cow,cow,cow,cow,cow,cow,cow,cow	একটি মাঠে গরু
The wave is breaking##person,surfboard	ঢেউ ভাঙছে
man wearing a gray safety helmet##person,skateboard	একটি ধূসর সুরক্ষা হেলমেট পরা মানুষ
Double decker bus on the right of another bus##bus,bus,person,person,bus,person,backpack,person,motorcycle,person	অন্য বাসের ডানদিকে ডাবল ডেকার বাস
A person swinging a racket##person,tennis racket,person,person	একজন র‌্যাকেট দুলছে
a toy Harey Davidson motorcycle##dog,person,motorcycle,bottle,person,person	একটি খেলনা হ্যারি ডেভিডসন মোটরসাইকেল
green foliage in pen##giraffe,giraffe,giraffe,giraffe	কলমে সবুজ পাতা
Red light shining on traffic signal##traffic light,traffic light	ট্র্যাফিক সিগন্যালে জ্বলছে লাল আলো
The umbrella in the picture is blue and white.##person,person,umbrella,person,person,person,umbrella,person,backpack,umbrella	ছবির ছাতাটি নীল এবং সাদা।
Dark blue toboggan on head##person	মাথায় গাঢ় নীল রঙের টোবোগান
A woman sitting down.##person,person,person,bench,bench	এক মহিলা বসে আছেন।
white plane with blue writing##airplane,airplane,airplane,person,truck,airplane,airplane,airplane,airplane,truck	নীল লেখার সাথে সাদা বিমান
a carved stone column##person,dog,person,person,person,person,person,cow,clock,backpack	একটি খোদাই পাথর কলাম
bottom street sign##stop sign	নীচের রাস্তার চিহ্ন
red and white jet##airplane,airplane,airplane,airplane,airplane,airplane,airplane	লাল এবং সাদা জেট
the jet is on the runway##airplane,person,person,person	জেটটি রানওয়েতে রয়েছে
two boys using Apple computers##laptop,person,person,laptop,couch	দুটি ছেলে অ্যাপল কম্পিউটার ব্যবহার করছে
Person has brown hair.##person,person,truck,bus,person,cup,train,person	ব্যক্তির চুল বাদামি।
a striped deck umbrella##cup,potted plant,chair,umbrella,umbrella,vase,chair,potted plant	একটি স্ট্রিপ ডেক ছাতা
someone needs to feed these animals ASAP! sooner than ASAP! a year ago! this is wretched!##cow,cow,boat,boat,cow,boat,sheep	কেউ এএসপকে এই প্রাণীগুলিকে খাওয়ানো দরকার! যত শীঘ্র সম্ভব! এক বছর আগে! এটা খারাপ!
huge bananas bunch on top of building##apple,apple,orange,orange,orange,airplane,orange,boat,potted plant	বিল্ডিংয়ের উপরে বিশাল কলা গুচ্ছ
red and white tug boat##boat,boat,bird,bird,bird,bird,bird,person,sports ball	লাল এবং সাদা নৌকা
Horses and jockeys running in a race##horse,person,person,horse,horse,boat,person,person	ঘোড়া এবং জকি একটি দৌড়ে চলছে
a man wearing glasses##person,tie	চশমা পরা লোক
green colored broccoli##broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli,broccoli	সবুজ রঙের ব্রোকলি
lone donut left behind##donut,donut,donut,donut,donut,person	পিছনে একা ডোনাট
a picture hanging above a bed##bed,dining table,bed,clock	একটি বিছানার উপরে ঝুলন্ত একটি ছবি
a blue sticker##banana	একটি নীল স্টিকার
dirty cup on desk##cup,laptop,cell phone,book,bottle,cell phone,apple,book,dining table	ডেস্কে নোংরা কাপ
man riding elephant in river##person,elephant	নদীতে হাতি চড়ে মানুষ
white shower curtain rod##person,person,potted plant,toothbrush,toothbrush,cell phone,vase,cell phone	সাদা ঝরনা পর্দা রড
a pair of bedside lamps##bed,bed,clock,chair,cell phone	বেডসাইড ল্যাম্প একজোড়া
Bicycle on the road##person,bicycle,car,bus,car,car,bench	রাস্তায় সাইকেল
Horse rolling in the dirt##horse,bird,person,horse,horse,horse,horse,horse,bird	ময়লার মধ্যে ঘোড়া গড়িয়ে
Man sitting in front of a desk.##person,toilet,tv,keyboard,tv,cup,toilet,toilet	একটি ডেস্কের সামনে বসে মানুষ।
a white toilet with the lid up##toilet,bottle,sink,bottle,cup,cup,dining table	ঢাকনা দিয়ে একটি সাদা টয়লেট
a head of raw broccoli##broccoli,broccoli,broccoli,fork,broccoli,broccoli,broccoli,fork,broccoli,spoon	কাঁচা ব্রোকলির একটি মাথা
chair is green##chair,chair,bench,chair,chair,chair,chair,chair,spoon	চেয়ার সবুজ
The crust is golden brown##person,person,pizza,pizza,fork,knife,knife,dining table	ভূত্বকটি সোনালি বাদামী
a small brown ponytail##person,person,book,bench,person,person,bench,bench,bench,handbag	একটি ছোট ব্রাউন পনিটেল
The colorful starred umbrella.##teddy bear,umbrella,person	বর্ণিল তারাযুক্ত ছাতা।
The girl has a tennis racket##person,person,tennis racket,person,tennis racket,sports ball,bench	মেয়েটির টেনিস র‌্যাকেট
Assorted glazed donuts##donut,donut,donut,donut,donut,donut,donut,apple,donut,donut	বিভিন্ন ধরণের গ্লোজড ডোনাটস
a red stop sign next to road##person,person,fire hydrant,car,person,stop sign,car,bicycle,car,person	রাস্তার পাশে একটি লাল স্টপ চিহ্ন
male surfer using black wet suit##person,surfboard,person,person,person,person,surfboard,surfboard,surfboard,surfboard	কালো ভিজে স্যুট ব্যবহার করে পুরুষ সার্ফার
pickup truck is green##person,person,person,truck,person,person,person,motorcycle,person,chair	পিকআপ ট্রাক সবুজ
man's jacket is red##person,skateboard,person,skateboard,person,skateboard	মানুষের জ্যাকেট লাল
Sausage pizza##pizza,knife,dining table	সসেজ পিজ্জা
woman's hair is blonde##person,bench,person,person,person,bicycle,person,tie,bicycle,person	মহিলার চুল স্বর্ণকেশী হয়
bench##bench	এজলাস
silver spoon and butter knife##sandwich,spoon,knife,dining table,chair,cup,sandwich,sandwich,bottle,cup	রূপা চামচ এবং মাখন ছুরি
the cars are red##clock,car,car,car,traffic light	গাড়ি লাল
a skateboard with white wheels##person,person,person,person,person,person,person,person,person,person	সাদা চাকা সহ একটি স্কেটবোর্ড
a man bending over##person,bowl,chair,chair,bowl,dining table,bowl,microwave,bottle	একটি মানুষ বাঁকানো
The man is serving the ball##person,person,tennis racket,sports ball	লোকটি বল পরিবেশন করছে
woman surfing in the ocean##person,surfboard	মহিলা সমুদ্রে সার্ফিং
a red apple in a baby's hands##person,person,apple,apple,teddy bear	একটি শিশুর হাতে একটি লাল আপেল
black lamp post with three lamps##skateboard,person,person,person,person,person,person,person,person,person	তিনটি বাতি দিয়ে কালো প্রদীপ পোস্ট
the scene is in the hospital##bottle,sink,bed,sink,umbrella,sink,person,bed,chair,refrigerator	দৃশ্যটি হাসপাতালে রয়েছে
An oncoming train##train,traffic light,traffic light	একটি আগত ট্রেন
globe shaped light##clock,person,clock,clock,person,person,clock	গ্লোব আকৃতির আলো
a red ketchup bottle##bottle,bowl,bowl,person,knife,bottle,cup,knife,bowl,bowl	একটি লাল কেচাপ বোতল
male surfer in ocean##person,person,surfboard	পুরুষ সমুদ্রের মধ্যে surfer
red and white engine of train##train	ট্রেনের লাল এবং সাদা ইঞ্জিন
The sky is cloudy.##bird,bird,bird,bird,bird,bird,bird,bird,bird,bird	আকাশ মেঘলা।
duck in black and white photo##bird,bird,bird,bird,bird	কালো এবং সাদা ফটোতে হাঁস
He beak is white.##bird,bird,bird	সে চঞ্চু সাদা।
a giraffe in the wild##giraffe	বনের মধ্যে একটি জিরাফ
A large plastic bucket##dog,bench	একটি বড় প্লাস্টিকের বালতি
colored open umbrellas are at each table##umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella	রঙিন খোলা ছাতা প্রতিটি টেবিলে থাকে
Letters in the window##chair,bottle,bottle,chair,cup,chair,potted plant,vase,chair	উইন্ডোতে চিঠিগুলি
woman holds flip phone##person,cell phone	মহিলা ফ্লিপ ফোন ধরে
a skateboarder doing a trick##person,skateboard,person,person,person,person,person,skateboard,person,skateboard	একটি স্কেটবোর্ডার একটি কৌতুক করছে
kitten peeking over covers##bed,cat,zebra,cat,cat,dog	বিড়ালছানা কভার উপর উঁকি
A woman on the phone##person,cell phone,chair,chair	ফোনে একজন মহিলা
Man with a skateboard.##person,person,skateboard	একটি স্কেটবোর্ড সহ মানুষ।
giraffe##giraffe,giraffe,giraffe	জিরাফ
scraggly bush by the house##stop sign,potted plant	ঘর দ্বারা scraggly গুল্ম
a white desk lamp##laptop,bed,person,person	একটি সাদা ডেস্ক বাতি
He has a grey cap on##person,skateboard,person,person,person,person,person,person,person,person	তার ধূসর ক্যাপ লাগানো আছে
man wearing plaid shirt##person,person,person,person,refrigerator,person,bottle,cup,cup,bottle	প্লেড শার্ট পরা মানুষ
Black tip on surfboard##person,surfboard	সার্ফবোর্ডে কালো টিপ
brown dog##dog,frisbee,frisbee	বাদামী কুকুর
The sky is blue.##clock	আকাশ নীল.
White writing on side of boat.##boat	নৌকার পাশে সাদা লেখা।
a person standing in the ocean##person,person,surfboard,person,surfboard	এক ব্যক্তি সমুদ্রের মধ্যে দাঁড়িয়ে
a person on a horse##horse,person,horse,person,person,car,person,person,motorcycle,car	একটি ঘোড়া উপর একটি ব্যক্তি
A variety of multi-colored kites in the dark blue sky##kite,kite,kite,kite,kite,kite,person,person,kite,person	গা blue় নীল আকাশে বিভিন্ন ধরণের বহু বর্ণের ঘুড়ি
white hat on the man's head##person,banana,banana,banana,tie,banana,tie,bird	লোকটির মাথায় সাদা টুপি
Giant teddy bear is brown##teddy bear,bench	জায়ান্ট টেডি বিয়ার ব্রাউন
a plane taking off the ground##airplane	একটি বিমান স্থল থেকে নামছে
This scene is at the beach.##person,person,kite	এই দৃশ্যটি সৈকতে।
black and white sheep on farm##sheep,sheep,sheep,cow,sheep,cow,cow	খামারে কালো ও সাদা ভেড়া
Round can with British flag##cup,laptop,tv,bed,scissors,remote,book,book,book,scissors	বৃটিশ পতাকা দিয়ে রাউন্ড ক্যান
A bottle of ketchup is behind the salt and pepper shaker.##cup,sandwich,dining table,cup,dining table,cup	লবণ এবং গোলমরিচ শেকারের পিছনে কেচাপের বোতল রয়েছে।
a man holding scissors##scissors,person,bowl,scissors,dining table	একজন লোক কাঁচি রাখছে
the blue and white bus is long##bus,bus,bus,truck,person,car,car,person,person,truck	নীল এবং সাদা বাস দীর্ঘ
hand behind a man's behind##person,baseball glove,person,backpack	একজন মানুষের পিছনে হাত
a solid black umbrella##umbrella,umbrella,umbrella,potted plant,potted plant,umbrella	একটি শক্ত কালো ছাতা
a foal in the field##horse,horse,horse,potted plant,dog,horse	মাঠে একটি ফোয়েল
Green traffic light##train,traffic light,traffic light,person,car,person	সবুজ ট্র্যাফিক আলো
fried rice in silver metal container##carrot,spoon,carrot,knife,broccoli,cake,oven,carrot,spoon,bowl	রৌপ্য ধাতু পাত্রে ভাজা চাল
The water is calm.##boat,boat,person,person,person,person,person,person,bicycle	জল শান্ত।
bright blue eyes##person,toothbrush,person,backpack	উজ্জ্বল নীল চোখ
yellow and red fire hydrant##fire hydrant,car,car,car,car,car,car,car,car,car	হলুদ এবং লাল ফায়ার হাইড্র্যান্ট
a crouching baseball umpire##person,person,person,person,person,person,person,baseball glove,person,chair	একটি ক্রচিং বেসবল আম্পায়ার
light fixtures in a ceiling##person,tv,person,person,couch,remote,remote,person,couch,couch	একটি সিলিং হালকা ফিক্সচার
green street sign with white lettering##traffic light	সাদা বর্ণের সাথে সবুজ রাস্তার চিহ্ন sign
girl wearing a blue shirt##person,person,stop sign,cup,car,stop sign	একটি নীল শার্ট পরা মেয়ে
white and gray clouds in sky##backpack,chair,suitcase,backpack,backpack,backpack,backpack,backpack,backpack,train	আকাশে সাদা এবং ধূসর মেঘ
a large white van##car,person,train	একটি বড় সাদা ভ্যান
Person wearing glasses.##person,banana,dining table,chair	চশমা পরা ব্যক্তি
Man wearing old shoes##person,tie,bench,chair,person	পুরানো জুতো পরা মানুষ
a picture on a wall##tv,bottle,couch,book,book,bottle,vase,microwave,book,book	একটি দেয়ালে একটি ছবি
Woman has dark hair##person,person,person,cup,person,person,dining table,person,cup,person	মহিলার চুল কালো
The bench is attached to the ground##bench	বেঞ্চটি মাটির সাথে সংযুক্ত
the water is blue##person,person,surfboard,person,person,person,person,surfboard,person,person	জল নীল
A sign for the ferry.##stop sign,stop sign,bench,boat	ফেরির জন্য একটি চিহ্ন sign
a black computer laptop##person,keyboard,person	একটি কালো কম্পিউটারের ল্যাপটপ
giraffe is eating grass.##giraffe,cow	জিরাফ ঘাস খাচ্ছে।
the fence post is white##person,cow,cow,person,cow,cow,person,person,person,person	বেড়া পোস্ট সাদা
a man wearing a red jacket##person,person,person,skis,skis,skis,person,person,person,person	লাল জ্যাকেট পরা লোক
Two giraffes standing side by side##giraffe,giraffe	পাশাপাশি দুটি জিরাফ দাঁড়িয়ে আছে
Plastic water bottle with white cap##bottle,bottle,oven,bottle,bottle,refrigerator	সাদা ক্যাপযুক্ত প্লাস্টিকের পানির বোতল
A gray plane taking off##airplane,car,car,car	একটি ধূসর বিমানটি যাত্রা করছে
a person is wind surfing##person,surfboard	একটি ব্যক্তি বায়ু সার্ফিং হয়
apple logo on laptop##person,book,person	ল্যাপটপে আপেল লোগো
traffic lights are red##traffic light,traffic light,traffic light,car,traffic light,car,car,car,stop sign,car	ট্র্যাফিক লাইট লাল হয়
\The pug is lying on the pillows\##bed,handbag,dog	\ কুকুরটি বালিশে পড়ে আছে \
kiteboarder in a black wetsuit##person,surfboard	একটি কালো ওয়েটসুটে কাইটবোর্ডার
a frisbee in the air##frisbee,dog	বাতাসে একটি ফ্রিসবি
The plane is white.##airplane,airplane,person,truck,car,truck,truck,truck,truck,truck	বিমানটি সাদা।
man driving boat on river##person,boat,person	মানুষ নদীর উপর নৌকা চালাচ্ছে
The apples are round.##person,apple,apple,apple,apple	আপেল গুলো গোলাকার।
Wheels on an biplane##airplane,person,person	একটি বাইপ্লেনে চাকা
The mint leaf on the whipped cream of the dessert.##cake,cup,person,cup,dining table,spoon,bowl,bottle,dining table,bottle	মিষ্টান্নের হুইপড ক্রিমের উপর পুদিনা পাতা।
airplane being readied for take-off##person,truck,person,truck,airplane,truck,person,traffic light,truck,car	বিমানটি টেক অফের জন্য প্রস্তুত করা হচ্ছে
man is taking a mirror selfie##person,person,bed,bed,cell phone,cell phone,bed,chair	মানুষ একটি আয়না সেলফি তুলছে
tall red building in background##person,horse,truck,clock,truck,train,person	পটভূমিতে লম্বা লাল বিল্ডিং
the bus is white and blue##bus,person	বাসটি সাদা এবং নীল
The sand is tan.##person,sports ball,boat,person,person,boat	বালু ট্যান হয়।
The grass is green and tall##person,bicycle,bicycle,car	ঘাস সবুজ এবং লম্বা
