en	ml
grey concrete cross by the building##bench	കെട്ടിടത്തിൽ ചാരനിറത്തിലുള്ള കോൺക്രീറ്റ് ക്രോസ്
Yellow time and date stamp##person,baseball glove,sports ball	മഞ്ഞ സമയവും തീയതിയും ഉള്ള സ്റ്റാമ്പും
baseball bat in players hands##car,car,chair,truck	കളിക്കാരുടെ കൈകളിലെ ബേസ്ബോൾ ബാറ്റ്
do not block intersection sign is above the right lane must turn right sign##person,sports ball,person,person,person,person,person,person,person,person	കവല ചിഹ്നം വലത് പാതയ്ക്ക് മുകളിലായി തടയരുത് വലത് ചിഹ്നം തിരിക്കണം
Dresser with dinosaur models on top##sheep,sheep,sheep,sports ball,sheep,parking meter,sheep,sheep	മുകളിൽ ദിനോസർ മോഡലുകളുള്ള ഡ്രെസ്സർ
the side of the second train##train	രണ്ടാമത്തെ ട്രെയിനിന്റെ വശം
Man helping child stand on snowboard##person,surfboard	സ്നോബോർഡിൽ നിൽക്കാൻ കുട്ടിയെ സഹായിക്കുന്ന മനുഷ്യൻ
a second statue of a cow##bus,car,person,traffic light,car,person,traffic light,person,person,person	പശുവിന്റെ രണ്ടാമത്തെ പ്രതിമ
Man stand in crane##fire hydrant,book,book	ക്രെയിനിൽ നിൽക്കുന്നു മനുഷ്യൻ
green wall on tennis court##skateboard,person,person,person	ടെന്നീസ് കോർട്ടിന്റെ പച്ച മതിൽ
a man sitting on a cement block##person,baseball glove,person,person,person,person,person,person,person,person	സിമൻറ് ബ്ലോക്കിൽ ഇരിക്കുന്ന ഒരാൾ
players shorts are red##remote,laptop,cup,chair,person,keyboard,dining table,remote,keyboard	കളിക്കാരുടെ ഷോർട്ട്സ് ചുവപ്പാണ്
Man standing on a tennis court##banana,banana,banana,apple,banana,apple,apple,apple,apple,apple	ഒരു ടെന്നീസ് കോർട്ടിൽ നിൽക്കുന്ന മനുഷ്യൻ
The traffic lights stand out a lot.##backpack,person,person,person,bicycle,person,person,person,bus,backpack	ട്രാഫിക് ലൈറ്റുകൾ വളരെയധികം വേറിട്ടുനിൽക്കുന്നു.
green floor next to court##bicycle,person,car,person,person,bus,person,person,truck,person	മൈതാനത്തിന്അടുത്തുള്ള പച്ച തറ
The man's hand forms a fist##person,person,person,apple,bottle,apple,apple,apple,apple,apple	ആ മനുഷ്യൻ മുഷ്ടി ചുരുട്ടി പിടിക്കുന്നു
horse running fast with cowboy on the back##tv,vase,vase,couch,potted plant,potted plant,vase,book,couch,potted plant	കുതിര സവാരിക്കാരനുമായി കുതിര വേഗത്തിൽ ഓടുന്നു
second car attached to train engine##laptop,person,person,person,potted plant,cell phone,person,person,hot dog,hot dog	ട്രെയിൻ എഞ്ചിനിൽ ഘടിപ്പിച്ചിരിക്കുന്ന രണ്ടാമത്തെ കാർ
a red don't cross signal.##chair,tv,couch,couch,chair,chair,remote,chair,dining table,vase	ഒരു ചുവപ്പ് സിഗ്നൽ ക്രോസ് ചെയ്യരുത്.
three black Japanese characters##fork,dining table,laptop,dining table,spoon	മൂന്ന് കറുത്ത ജാപ്പനീസ് പ്രതീകങ്ങൾ
White cross walk in road##person,person,tennis racket,person,tennis racket	റോഡിലെ വൈറ്റ് ക്രോസ് വാക്ക്
mini hi-fi on small stand##airplane	ചെറിയ സ്റ്റാൻഡിലെ മിനി ഹൈ-ഫൈ
car moving incredibly fast##person,person,person,tennis racket,sports ball	അവിശ്വസനീയമാംവിധം വേഗത്തിൽ നീങ്ങുന്നു കാർ
extremely fast bullet train##person,chair,person,person,chair,person,person,person,person,person	വളരെ വേഗതയുള്ള ബുള്ളറ്റ് ട്രെയിൻ
Blue border around tennis court##person,person,person,person,person,person,person,person,person,chair	ടെന്നീസ് കോർട്ടിന് ചുറ്റും നീല അതിർത്തി
a table filled with assorted models and tools##person	വിവിധ തരം മോഡലുകളും ഉപകരണങ്ങളും നിറഞ്ഞ ഒരു ടേബിൾ
A date underneath a clock face##cow,bench	ഒരു ക്ലോക്ക് മുഖത്തിന് ചുവടെയുള്ള തീയതി
group of cross country skiers##person,tennis racket,chair,chair,chair	തുറസ്സായ മഞ്ഞു പ്രതലത്തിലൂടെ തെന്നിപ്പായുന്ന ഒരു കൂട്ടം
several baseball players in the dugout##traffic light	ഡഗൗട്ടിൽ നിരവധി ബേസ്ബോൾ കളിക്കാർ
baseball players dressed in red and gray##person,person,person,person,person,person,person,person,person,chair	ചുവപ്പും ചാരനിറവും ധരിച്ച ബേസ്ബോൾ കളിക്കാർ
The net on a tennis court##stop sign,person,suitcase	ഒരു ടെന്നീസ് കോർട്ടിലെ വല
People with umbrellas waiting to cross the street.##person,laptop,mouse,person,bottle,chair,bird,chair,keyboard,mouse	തെരുവ് മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന കുടകളുള്ള ആളുകൾ.
A wooden stand##truck,traffic light,train,truck	ഒരു വുഡൻ സ്റ്റാന്റ്
couple guys walking on tennis court##bus,person,person,person,person,bicycle,bicycle,bicycle,bicycle,person	ടെന്നീസ് കോർട്ടിൽ നടക്കുന്ന കപ്പിൾസ്
metal stand for ropes##person,person,person,person,person,tennis racket,person,person,person,person	കയറുകൾക്കുള്ള മെറ്റൽ സ്റ്റാൻഡ്
Big springs on the bottom of train.##person,zebra,car,toilet	ട്രെയിനിന്റെ അടിയിൽ വലിയ സ്പ്രിങ്ങുകൾ .
press type electric cooking grill##person,person,person,person,person,handbag,person,baseball glove,person,person	ഇലക്ട്രിക് പാചക ഗ്രിൽ അച്ച്
dark wooden wash stand##clock,car	ഇരുണ്ട തടി വാഷ് സ്റ്റാൻഡ്
umbrella to block sun##sheep,sheep,sheep	സൂര്യനെ തടയാനുള്ള കുട
teal sign with white asian characters##	വെളുത്ത ഏഷ്യൻ പ്രതീകങ്ങളുള്ള ടീൽ ചിഹ്നം
microphone on angled stand##bed,person,person,person,book,person,book	ആംഗിൾ സ്റ്റാൻഡിലെ മൈക്രോഫോൺ
Bread dough cross hatched design##person,person,person,person,chair,person,person,chair,person,chair	ക്രോസ് ഹാച്ചിട് ഡിസൈൻ ഉള്ള ബ്രെഡിന്റെ മാവ്
soccer players connect chin and forehead##toaster,chair,chair,chair,bottle,knife,dining table,knife,knife,oven	സോക്കർ കളിക്കാർ താടിയും നെറ്റിയും കൂട്ടിമുട്ടിക്കുന്നു
players waiting in dugout##person,person,baseball glove,person,person,person,person,person,person,person	ഡഗഔട്ടിൽ കാത്തിരിക്കുന്ന കളിക്കാർ
tennis players shadow on court##person,skis,skis,backpack,backpack,backpack,backpack,backpack	കോർട്ടിൽ ടെന്നീസ് കളിക്കാരിയുടെ നിഴൽ
a door on the side of the court##clock,person,person,clock,handbag,backpack,traffic light	കോർട്ടിന്റെ വശത്ത് ഒരു വാതിൽ
The players are male.##person,person,frisbee,backpack,truck,truck,car,car,car	കളിക്കാർ പുരുഷന്മാരാണ്.
Baseball team players in the dugout##train,car	ഒറ്റത്തടി വള്ളത്തിൽ ബേസ്ബോൾ ടീം കളിക്കാർ
shadow on tennis court.##giraffe,giraffe,giraffe	ടെന്നീസ് കോർട്ടിൽ നിഴൽ.
date stamp of photo##bus,car,person,person,car,car,person,person,handbag,car	ഫോട്ടോയുടെ തീയതി സ്റ്റാമ്പ്
a wooden block sitting on the table##	മേശപ്പുറത്ത് ഇരിക്കുന്ന ഒരു മരം ബ്ലോക്ക്
a fruit stand with lots of fruits and vegetables##motorcycle,motorcycle	ധാരാളം പഴങ്ങളും പച്ചക്കറികളും ഉള്ള ഒരു ഫ്രൂട്ട് സ്റ്റാൻഡ്
spikes on a players shoe##person,tennis racket	കളിക്കാരുടെ ഷൂവിൽ സ്പൈക്കുകൾ
doilee stand is silver##person,surfboard	ഡോയിലീ സ്റ്റാന്റ് വെള്ളിയാണ്
Three baseball players are in the field.##clock,person	മൂന്ന് ബേസ്ബോൾ കളിക്കാർ കളത്തിലുണ്ട്.
block of white text##person,person,person,person,person,person,person,person,tennis racket,person	വെളുത്ത വാചകത്തിന്റെ ബ്ലോക്ക്
Man sits floor cross legged##person,traffic light,car,car,traffic light,person,traffic light,car,person,car	മനുഷ്യൻ ഫ്ലോറിൽ കാല് ക്രോസ്സ് ചെയ്ത് ഇരിക്കുന്നു
grass tennis court##dog	പുൽ ടെന്നീസ് മൈതാനം
second red and blue train##motorcycle,person,traffic light,traffic light,car,car,car,person,motorcycle,fire hydrant	രണ്ടാമത്തെ ചുവപ്പ്, നീല ട്രെയിൻ
Cather's mit for hand protection against fast pitches.##clock,tv	ഫാസ്റ്റ് പിച്ചുകളിൽ നിന്ന് കൈ സംരക്ഷണത്തിനായി കാതേർസ് മിറ്റ്.
man is waiting to cross##person,person,cell phone	മനുഷ്യൻ കടക്കാൻ കാത്തിരിക്കുന്നു
a time and date stamp##cow,person,baseball bat	ഒരു സമയ, തീയതി സ്റ്റാമ്പ്
people enjoying themselves at the fair##fire hydrant,car,car,car,car,car,car,car,car,car	മേളയിൽ ആളുകൾ സ്വയം ആസ്വദിക്കുന്നു
A sign for the 550 west block of Bliss Ct.##orange,orange,potted plant,oven,dining table,oven,cup,broccoli	ബ്ലിസ് സിടിയുടെ അഞ്ഞൂറ്റി അമ്പത് പടിഞ്ഞാറൻ ബ്ലോക്കിലേക്കുളള ഒരു അടയാളം.
The water is flowing fast##airplane,car	വെള്ളം അതിവേഗത്തിൽ ഒഴുകുന്നു
Watermark, showing copyright date.##umbrella,clock,potted plant,clock,umbrella,potted plant,potted plant,potted plant,clock	വാട്ടർമാർക്ക്, പകർപ്പവകാശ തീയതി കാണിക്കുന്നു.
Part of the tennis court is green.##person,person,baseball bat,person,baseball glove,tie,tie	ടെന്നീസ് കോർട്ടിന്റെ ഭാഗം പച്ചയാണ്.
Green and red tennis court##person,sheep,sheep,umbrella,sheep,dog,teddy bear,person,dog,person	പച്ചയും, ചുവപ്പും ടെന്നീസ് കോർട്ട്
A indoor tennis court.##person	ഇൻഡോർ ടെന്നീസ് കോർട്ട്.
A bed of steel springs##stop sign,stop sign	ഉരുക്ക് സ്പ്രിങ്ങുകൾ ഉള്ള ഒരു കിടക്ക
display models of cell phones##person,person,bicycle,person,bicycle,person,chair,person,person,remote	സെൽ‌ഫോണുകളുടെ മോഡലുകൾ‌ പ്രദർശിപ്പിച്ചിരിക്കുന്നു
a lone spectator behind the tennis players##person,tennis racket,sports ball,person,person,person,person,person,person,person	ടെന്നീസ് കളിക്കാർക്ക് പിന്നിൽ ഒരു കാഴ്ചക്കാരൻ
Cement forms sticking out of ground.##person,person,person,person,person,person,person,person,boat,person	സിമൻറ് രൂപങ്ങൾ നിലത്തു നിന്ന് പുറത്തുകടക്കുന്നു.
A time stamp##person,person,person	ഒരു ടൈം സ്റ്റാമ്പ്
fast food hot dogs and onion rings##person,person,airplane,person,person,person,person,person,person,person	ഫാസ്റ്റ് ഫുഡ് ഹോട്ട് ഡോഗുകളും ഒണിയൻ റിങ്സുo
owners manual for a panini press##person,person,remote,chair,laptop,chair,chair,laptop	പാനിനി പ്രസ്സിനായി ഉടമകളുടെ മാനുവൽ
Asian characters on side of building##bicycle,bench,bench,bottle,boat,bicycle,boat,boat,boat,bottle	കെട്ടിടത്തിന്റെ വശത്തുള്ള ഏഷ്യൻ പ്രതീകങ്ങൾ
an orange sign with written characters##person,tennis racket,sports ball	ഒരു ഓറഞ്ച് ചിഹ്നത്തിൽ എഴുതിയ പ്രതീകങ്ങൾ ഉണ്ട്
truck has two white Chinese characters##person,toilet,person,sink,refrigerator,laptop,cup,person,person	ട്രക്കിന് രണ്ട് വെളുത്ത ചൈനീസ് പ്രതീകങ്ങളുണ്ട്
a copy of vanity fair is displayed##person,person,kite,person,kite,kite,umbrella,person,person,person	വാനിറ്റി മേളയുടെ ഒരു പകർപ്പ് പ്രദർശിച്ചിട്ടുണ്ട്
a baseball players bat##person,person,person,sports ball,bicycle	ഒരു ബേസ്ബോൾ കളിക്കാരൻ ബാറ്റ് ചെയ്യുന്നു
advertising to the state fair is mounted on the lamp post##bird,bird,bird,bird,bird,bird	സംസ്ഥാന മേളയിലേക്കുള്ള പരസ്യം വിളക്ക് പോസ്റ്റിൽ സ്ഥാപിച്ചിരിക്കുന്നു
A stand of trees along the edge of the lake##person,person,person,person,baseball bat,person,person,person,person,person	തടാകത്തിന്റെ അരികിലുള്ള മരങ്ങളുടെ ഒരു കൂട്ടം
The tennis players arm extended.##person,car,person,person,skateboard,dog,car,person,person,car	ടെന്നീസ് കളിക്കാരന്റെ കൈ നീട്ടിയിരിക്കുന്നു.
a hand moving too fast for the camera##person,person,person,person,person,skis,person,person,person,skis	ക്യാമറ വളരെ വേഗത്തിൽ ചലിക്കുന്നു
Four baseball players on field.##remote,keyboard,keyboard,person,keyboard	മൈതാനത്ത് നാല് ബേസ്ബോൾ കളിക്കാർ.
A cross on a tower.##person,tennis racket,sports ball	ഗോപുരത്തിന്റെ മുകളിൽ ഒരു കുരിശ്.
White writing on a blue court.##person,bottle,bottle,cake,oven,bottle,bottle,cake,bottle,bottle	നീല കോർട്ടിൽ വെളുത്ത എഴുത്ത്.
Shadow on the ground of the second racket from the left##person,person,sports ball,person,tennis racket,person,person,person,person,person	ഇടതുവശത്ത് നിന്നുള്ള രണ്ടാമത്തെ റാക്കറ്റിന്റെ നിലത്ത് നിഴൽ
a wood night stand.##person,tennis racket,sports ball	തടി മേശ
Snow covered cross walk##person,surfboard	മഞ്ഞ് മൂടിയ ക്രോസ്സ് വാക്ക്
green grass by tennis court##tv,couch,suitcase,tv,dining table,vase	പച്ച പുല്ല് ഉള്ള ടെന്നീസ് കോർട്ട്
The brick wall behind the court##cow,cow	കോർട്ടിന് പിന്നിലെ ഇഷ്ടിക മതിൽ
a railing forms a corner sitting area##person,person,tennis racket,tennis racket,car	ഒരു റെയിലിംഗ് ഒരു കോണിൽ ഇരിക്കുന്ന സ്ഥലമായി മാറുന്നു
Banana shaped yellow banana stand##bear	വാഴപ്പഴത്തിന്റെ ആകൃതിയിലുള്ള മഞ്ഞ വാഴ സ്റ്റാൻഡ്
Green part of a tennis court.##person,refrigerator,truck,truck	ഒരു ടെന്നീസ് കോർട്ടിന്റെ പച്ച ഭാഗം.
Box springs of bed.##bed,chair,couch,cup	കിടക്കയിലെ ബോക്സ് സ്പ്രിങ്ങ്സ്.
Small section of baseline on a tennis court##truck,truck,person,truck,truck,truck,person	ഒരു ടെന്നീസ് കോർട്ടിലെ ബേസ്‌ലൈനിന്റെ ചെറിയ വിഭാഗം
Large cross outside of a church.##train,traffic light,train,person,train,car,car,traffic light	ഒരു പള്ളിക്ക് പുറത്ത് വലിയ കുരിശ്.
two white chairs on tennis court##person,person,person,baseball bat,person,person,person,baseball glove,person,person	ടെന്നീസ് കോർട്ടിലെ രണ്ട് വെളുത്ത കസേരകൾ
white edge of white tennis court##person,person,person,person,baseball glove,person,person,baseball bat,person,person	വൈറ്റ് ടെന്നീസ് കോർട്ടിന്റെ വെളുത്ത അഗ്രം
Brown box is on the tennis court##chair,refrigerator,bowl,bottle,microwave,bottle	ബ്രൗൺ ബോക്സ് ടെന്നീസ് കോർട്ടിലാണ്
a sponsors name on the tennis court wall##bird	ടെന്നീസ് കോർട്ട് ചുമരിൽ ഒരു സ്പോൺസർ നാമം
the date is shown on the outter portion##motorcycle,person,motorcycle,person,motorcycle,truck,car,car,motorcycle,motorcycle	തീയതി ബാഹ്യ ഭാഗത്ത് കാണിച്ചിരിക്കുന്നു
exte stamp on yellow metal##	മഞ്ഞ ലോഹത്തിൽ എക്സ്റ്റെ സ്റ്റാമ്പ്
Bright red semi-gloss block wall##bus,person,umbrella,person,umbrella,person,person,person,person	തിളക്കമുള്ള ചുവന്ന പകുതി മിനുക്കമുള്ള മതിൽ
Name and date stamp on picture##umbrella,person,person	ചിത്രത്തിലെ പേരും തീയതി സ്റ്റാമ്പും
fine texture of feathers##clock	തൂവലുകളുടെ മികച്ച ഘടന
clock face on wall date##person,person,sports ball,baseball glove	മതിൽ തീയതിയിലെ ക്ലോക്ക് മുഖം
Brown painted signature and date.##person,person,person,person,person,person,person,person,handbag,person	ബ്രൗൺ പെയിന്റിൽ എഴുതിയ ഒപ്പും തീയതിയും.
Neon green time and date stamp##knife,person,carrot,carrot,knife,carrot,dining table	നിയോൺ പച്ച സമയവും തീയതി സ്റ്റാമ്പും
white teeth-like forms on top of wing##person,train,bench,person	ചിറകിന്റെ മുകളിൽ വെളുത്ത പല്ലുകൾ പോലുള്ള രൂപങ്ങൾ
Headpiece of the second rider from the right##keyboard,dining table	വലതുവശത്ത് നിന്നുള്ള രണ്ടാമത്തെ റൈഡറിന്റെ ഹെഡ്‌പീസ്
The items of the second rack##horse,person,dog	രണ്ടാമത്തെ റാക്കിലെ ഇനങ്ങൾ
a cross on the top of a spire##person,sports ball,tennis racket,tennis racket	ഒരു സ്പൈറിന്റെ മുകളിൽ ഉള്ള ഒരു കുരിശ്
the characters are chinese##scissors,toothbrush,scissors,scissors	പ്രതീകങ്ങൾ ചൈനീസ് ആണ്
tree root jutting out in jagged forms##cup,pizza,pizza,broccoli	ട്രീ റൂട്ട് മുല്ലപ്പൂ രൂപത്തിൽ പുറത്തേക്ക് തളളി നില്ക്കുന്നു
bicycles in stand##traffic light,tv	സൈക്കിളുകൾ സ്റ്റാന്റിൽ
second floor windows##	രണ്ടാം നിലയിലെ വിൻഡോകൾ
there are two players in the court##person,cow,baseball glove,cow	കോർട്ടിൽ രണ്ട് കളിക്കാരുണ്ട്
Partial view of second bus##bird,bird,person,person,car,car	രണ്ടാമത്തെ ബസിന്റെ ഭാഗിക കാഴ്ച
Chinese characters on sign##person,person,person,person,clock,person,person,person,person,tennis racket	ചിഹ്നത്തിലുള്ള ചൈനീസ് പ്രതീകങ്ങൾ
large soft drink cup from a fast food restaurant or store##person	ഒരു ഫാസ്റ്റ്ഫുഡ് റെസ്റ്റോറന്റിൽ നിന്നോ സ്റ്റോറിൽ നിന്നോ ഉള്ള വലിയ ശീതള പാനപാത്രം
Baseball players are in the background##refrigerator,bench,suitcase,chair	ബേസ്ബോൾ കളിക്കാർ ബാക്ക് ഗൗണ്ടിൽ ഉണ്ട്
rolls of towels on stand##suitcase,chair,clock,bed,person	തൂവാലകളുടെ റോളുകൾ സ്റ്റാന്റിൽ
a cement block wall##person,person,person,person,person,person,baseball bat,baseball bat,person,person	ഒരു സിമന്റ് ബ്ലോക്ക് മതിൽ
People waiting to cross street.##teddy bear,cake,person,person,person,dining table	തെരുവ് മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന ആളുകൾ.
Mud forms along the edge of the watering hole##person,wine glass,person,spoon,spoon,knife,dining table,chair,chair,spoon	നനവ് ദ്വാരത്തിന്റെ അരികിൽ ചെളി രൂപം കൊള്ളുന്നു
bananas and oranges on fruit stand##person,person,person,baseball glove	ഫ്രൂട്ട് സ്റ്റാൻഡിൽ വാഴപ്പഴവും ഓറഞ്ചും
Cows laying down in the hay at a county fair##traffic light,car,traffic light,traffic light	ഒരു കൗണ്ടി മേളയിൽ പശുക്കൾ പുല്ലിൽ കിടക്കുന്നു
players standing behind chain link fence##person,person,person,person,person,person,person,person,person,person	ചെയിൻ ലിങ്ക് വേലിക്ക് പിന്നിൽ നിൽക്കുന്ന കളിക്കാർ
Knives in wood block##keyboard,tv,book,book	തടിക്കഷണത്തിൽ കത്തികൾ
College baseball players on the field.##keyboard,chair,tv,mouse,tv,cup,book,book,book,book	മൈതാനത്ത് കോളേജ് ബേസ്ബോൾ കളിക്കാർ.
The blue tennis court##person,tennis racket	നീല ടെന്നീസ് കോർട്ട്
poster with cartoon characters##person,sports ball,tennis racket	കാർട്ടൂൺ പ്രതീകങ്ങളുള്ള പോസ്റ്റർ
boundary lines on court##banana,person,banana,banana	കോർട്ടിലെ അതിർത്തി രേഖകൾ
a church tower with a cross on the roof##train,bus,person,bird	മേൽക്കൂരയിൽ കുരിശുള്ള പള്ളി ഗോപുരം
a photographers stamp on the photo##bird,person,clock	ഒരു ഫോട്ടോയിലെ ഫോട്ടോഗ്രാഫറുടെ സ്റ്റാമ്പ്
a bunch of baseball players waiting for their turn##person,skis	ഒരു കൂട്ടം ബേസ്ബോൾ കളിക്കാർ അവരുടെ അവസരത്തിനായി കാത്തിരിക്കുന്നു
time stamp with red number##bus,person,person,car,person,person,person,person,person,person	ചുവന്ന നമ്പറുള്ള ടൈം സ്റ്റാമ്പ്
orange street block##train,train,train,train,train,train,person,car,train,car	ഓറഞ്ച് സ്ട്രീറ്റ് ബ്ലോക്ക്
picture taken at drive up fast food chain##tv,cat,couch,couch,bowl	ഡ്രൈവ് അപ്പ് ഫാസ്റ്റ്ഫുഡ് ചെയിനിൽ എടുത്ത ചിത്രം
foul lines marking the court##bus	കളിസ്ഥലത്തു അടയാളപ്പെടുത്തിയ തെറ്റായ വരികൾ
second green sign from the top##sink,traffic light,toilet,bottle,traffic light,sink,toilet,cup,bottle,cake	മുകളിൽ നിന്ന് രണ്ടാമത്തെ പച്ച ചിഹ്നം
second leaf from left##person,person,kite,kite,person,person,person,person,person,kite	ഇടത് വശത്ത് നിന്ന് രണ്ടാമത്തെ ഇല
the picture has a date stamp##cup,person,bowl,bottle,spoon,dining table,dining table,potted plant	ചിത്രത്തിന് ഒരു തീയതി സ്റ്റാമ്പ് ഉണ്ട്
the tennis court net divides the court in the middle##person,person,knife,knife,bowl,bottle,oven,oven,oven,bottle	ടെന്നീസ് കോർട്ട് നെറ്റ് കോർട്ടിനെ മധ്യഭാഗത്ത് വിഭജിക്കുന്നു
this stand is yellow in color##toilet	ഈ സ്റ്റാന്റ് മഞ്ഞ നിറത്തിലാണ്
Soccer players on field.##person,person,chair,chair,dining table,chair,dining table,microwave,chair,bottle	മൈതാനത്ത് സംഘ പന്തുകളിക്കാർ.
players in team dugout##person,suitcase,book,cat,book,book,chair,chair,bed,bed	ഡഗ്ഔട്ടിൽ കളിക്കാർ
different plane models are seen.##person,person,person,person,person,person,tennis racket,chair,person,chair	വ്യത്യസ്ത തരം മോഡലുകൾ കാണാം.
baseball players on field##elephant,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra	മൈതാനത്ത് ബേസ്ബോൾ കളിക്കാർ
a red and white county fair tent##fork,orange,cake,cup,sandwich,dining table,cake,cup	ചുവപ്പും വെള്ളയും ഉള്ള കൗണ്ടി മേള കൂടാരം
time stamp in corner of image##person,chair,person,person,person,person,person,person,person,person	ചിത്രത്തിന്റെ മൂലയിൽ ടൈം സ്റ്റാമ്പ്
green colored material separating the court##motorcycle	മൈതാനത്തെ വേർതിരിക്കുന്ന പച്ച നിറമുള്ള മെറ്റീരിയൽ
farmer's market stand##person,tennis racket,sports ball	കർഷകന്റെ വിപണി സ്റ്റാന്റ്
a tree on a city block##person,potted plant,couch,knife	സിറ്റി ബ്ലോക്കിലെ ഒരു മരം
aqua press wall with white advertising signs##person,person,person,person,person,bench,person,person,person,bench	വെളുത്ത പരസ്യ ചിഹ്നങ്ങളുള്ള അക്വാ പ്രസ്സ് മതിൽ
man using a hand press to make juice##umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella	ജ്യൂസ് ഉണ്ടാക്കാൻ ഹാൻഡ് പ്രസ്സ് ഉപയോഗിക്കുന്ന മനുഷ്യൻ
the train is a fast speed train##person,couch,cell phone	ട്രെയിൻ അതിവേഗ ട്രെയിനാണ്
Two characters on the television##person,book,remote,book,book,book,book,book,book,book	ടെലിവിഷനിൽ രണ്ട് കഥാപാത്രങ്ങൾ
men of forces wearing the dress uniforms##person,traffic light,traffic light,tv	യൂണിഫോം ധരിച്ച സേനാംഗങ്ങൾ
red second hand on top of other hands##person,bottle,person,baseball bat,person,baseball bat,person,person,baseball bat,baseball bat	മറ്റ് സൂചികളുടെ മുകളിലാണ് ചുവന്ന സെക്കന്റ്‌ സൂചി
a cats closed eye forms a slit##cake,cake,cake,cake,cake,cake,cake,cake,cake,cake	പൂച്ച അടച്ച കണ്ണ് ഒരു വിടവ് ഉണ്ടാക്കുന്നു
the two male players are after the ball##person,person,person,tennis racket,person,person,person,person,person,person	രണ്ട് പുരുഷ കളിക്കാർ പന്തിന് പുറകേയാണ്
Glass safety rail on second floor.##airplane,airplane,airplane,airplane,airplane,airplane,airplane,airplane,person,airplane	രണ്ടാം നിലയിലെ ഗ്ലാസ് സുരക്ഷാ റെയിൽ.
Soccer players in action##person,toothbrush	സോക്കർ കളിക്കുന്ന കളിക്കാർ
a book is on the night stand##refrigerator,oven,microwave,knife,knife,knife,knife,knife,knife,knife	രാത്രി സ്റ്റാൻഡിൽ ഒരു പുസ്തകം ഉണ്ട്
Black bike seat with silver springs.##tv,person,bottle,book,book,book,book,book,book,book	വെള്ളി സ്പ്രിങ്ങുകൾ ഉള്ള കറുത്ത ബൈക്ക് സീറ്റ്.
a baseball players uniform##pizza,person,cup,wine glass,dining table,cup,bottle,dining table	ഒരു ബേസ്ബോൾ കളിക്കാരന്റെ യൂണിഫോം
the seat of the second motorcycle##bird,bird,bird	രണ്ടാമത്തെ മോട്ടോർസൈക്കിളിന്റെ സീറ്റ്
pattern on side of second giraffe##person,clock,person,fire hydrant,car,person,car,car,car,car	രണ്ടാമത്തെ ജിറാഫിന്റെ വശത്തുള്ള പാറ്റേൺ
A red metal frame forms the half pipe##person,motorcycle	ഒരു ചുവന്ന മെറ്റൽ ഫ്രെയിം പകുതി പൈപ്പ് ഉണ്ടാക്കുന്നു
fast blue and white train##person,tv,remote,bottle,chair,suitcase,book,book,couch,chair	വേഗത്തിലുള്ള നീലയും വെള്ളയും ട്രെയിൻ
red second hand##bird,bicycle,surfboard	ചുവന്ന സെക്കൻഡ് ഹാൻഡ്
red on players sleeve##sink,refrigerator,bowl,chair	കളിക്കാരുടെ സ്ലീവിൽ ചുവപ്പ്
Luggage sign in english and spanish##person,sports ball,tennis racket,person,person,person	ലഗ്ഗേജ് ചിഹ്നം ഇംഗ്ലീഷിലും സ്പാനിഷിലും
net of the tennis court##suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,vase,suitcase	ടെന്നീസ് കോർട്ടിലെ വല
The tracks cross here##train,train	ട്രാക്കുകൾ ഇവിടെ കടക്കുന്നു
Blue, yellow and white stripes on players uniform.##oven,microwave,refrigerator,chair,cup,cup,cup,vase	കളിക്കാരുടെ യൂണിഫോമിൽ നീല, മഞ്ഞ, വെള്ള വരകൾ.
the net across their court##person,person,person,person,person,person,person,person,person,person	അവരുടെ കോർട്ടിന് കുറുകെ ഉള്ള വല
part of a tennis court##truck,person	ഒരു ടെന്നീസ് കോർട്ടിന്റെ ഭാഗം
the copyright and date stamp of the photographer##person,person,hot dog,person,person	ഫോട്ടോഗ്രാഫറുടെ പകർപ്പവകാശവും തീയതി സ്റ്റാമ്പും
fast food items on plates##cat,refrigerator,book,cup,book,toothbrush,book	പ്ലേറ്റുകളിലെ ഫാസ്റ്റ്ഫുഡ് ഇനങ്ങൾ
member of opposing team trying to block the shooter's shot##fork,person,sandwich,dining table,sandwich,hot dog,knife,knife,dining table,knife	ഷൂട്ടറുടെ ഷോട്ട് തടയാൻ ശ്രമിക്കുന്ന എതിർ ടീമിലെ അംഗം
white trail that can only be made by incredibly fast planes##person,person,person,person,person,person,person,person,person,car	അവിശ്വസനീയമാംവിധം വേഗത്തിലുള്ള വിമാനങ്ങൾക്ക് മാത്രമേ വെള്ള വര നിർമ്മിക്കാൻ കഴിയൂ
Monitor stand below monitor##person,sheep,person,sheep,person,sheep,person,sheep,sheep,sheep	മോണിറ്ററിന് താഴെയുള്ള മോണിറ്റർ സ്റ്റാന്റ്
